0.005869,0.005240,-0.009126,-0.008918,-0.006141,-0.002986,0.000882,0.002828,0.003086,0.005078,0.001539,-0.007159,0.002354,-0.007694,-0.001923,-0.002169
-0.007136,-0.006868,0.000198,-0.005075,0.006553,0.005046,0.006455,-0.008073,-0.002193,0.000888,-0.008868,-0.005606,0.000840,-0.006609,-0.000923,-0.002983
-0.000220,-0.002436,0.009504,-0.004771,-0.007805,0.006980,-0.005006,0.004987,0.009276,0.009694,-0.004610,0.008602,-0.009115,0.007380,-0.000708,-0.004251
-0.001872,0.001927,0.003586,-0.003023,0.001261,0.006598,0.006996,0.008723,-0.009462,-0.000079,-0.007290,-0.001209,-0.005551,-0.003232,0.004529,0.008788
0.009865,0.008900,0.006152,0.008510,0.000052,0.006545,0.003763,-0.008776,-0.007904,0.007917,0.003041,0.007069,0.001883,-0.008110,0.005770,0.004363
-0.004438,0.006933,-0.005152,0.000045,-0.007713,-0.009842,0.007998,0.004445,0.004716,-0.002039,0.003684,0.009977,0.008231,0.008884,-0.007181,0.008960
0.008189,0.007127,-0.001962,-0.001643,-0.004333,0.001998,-0.008640,-0.000576,-0.006249,-0.006743,-0.005090,-0.000289,-0.003943,-0.001592,-0.008627,-0.006972
0.006158,-0.006030,0.000103,0.000288,0.008796,-0.003070,-0.002840,0.007754,0.006570,-0.003799,0.002567,-0.008184,0.009325,0.005270,0.003498,-0.004230
-0.008484,0.009317,0.007185,-0.001982,0.008096,0.009035,-0.002756,-0.002872,-0.007410,-0.009348,-0.001554,-0.008030,0.008046,0.009417,-0.000022,0.003201
0.000012,-0.005565,-0.007487,0.006611,-0.004151,0.008625,0.003863,0.008882,-0.000776,-0.001493,0.008082,-0.004391,0.003395,-0.001784,-0.002277,-0.008760
0.002223,-0.003916,0.009376,0.009215,-0.001026,0.004061,0.000862,-0.002196,0.007656,-0.006587,0.000708,0.000271,0.009438,0.002914,-0.005684,0.001680
0.003548,-0.006829,-0.006520,0.001619,0.002092,0.004854,-0.009036,-0.004826,0.002602,0.006978,-0.009638,-0.008053,-0.004354,0.004123,0.001824,-0.002592
0.004627,-0.000503,0.007910,-0.002135,-0.000638,-0.006933,0.005912,0.006473,0.000032,0.004824,0.000750,0.002982,0.003998,0.004576,-0.003907,-0.006915
0.004493,-0.008611,-0.009112,0.002219,0.007530,-0.004022,-0.002524,0.006658,-0.002036,-0.006653,0.002625,0.005690,0.005822,0.001643,-0.006075,-0.009514
-0.003744,0.004818,0.000994,-0.009416,0.005810,0.009987,0.001350,0.001093,-0.009844,0.002066,0.008484,0.001667,-0.008392,0.006754,-0.000439,-0.007711
0.000674,-0.006793,-0.006516,0.005055,0.002275,0.002630,-0.004253,-0.002467,-0.006020,0.009375,-0.007341,-0.008158,-0.009327,-0.000281,-0.003032,-0.009163
-0.002622,0.004431,-0.002106,-0.009557,-0.005443,0.006069,-0.009417,0.001227,-0.003082,0.006746,0.008316,-0.004496,-0.009035,-0.004425,0.009965,0.007447
-0.006293,-0.001114,-0.007935,-0.009750,-0.006079,-0.001247,-0.001630,0.004314,0.004507,-0.007078,0.008008,-0.007199,-0.008194,0.000387,-0.003630,-0.000012
-0.003216,-0.009840,-0.009494,-0.004397,-0.004681,-0.008415,-0.006886,0.007278,-0.002237,0.005970,0.005008,-0.003241,0.009739,0.009849,0.007345,0.000707
0.002813,-0.000576,0.005126,-0.004780,-0.004960,0.006611,0.004468,0.003996,0.007660,0.008986,0.004438,0.008196,-0.001931,-0.001480,0.004712,0.003977
-0.008949,-0.008930,0.002892,-0.002655,0.001870,-0.004841,0.007932,0.008523,0.000796,0.009729,0.008455,-0.007848,-0.009029,0.004426,-0.002468,-0.001685
-0.009362,-0.006252,0.005699,-0.007008,-0.003487,0.002386,0.007703,0.003832,0.001803,-0.003590,0.009002,0.007988,0.005291,-0.006553,0.008368,0.008148
-0.008382,0.008335,0.009782,-0.001045,-0.009607,0.009432,0.005585,0.007213,0.009937,-0.009153,0.008070,-0.008312,0.003226,0.008485,-0.002853,0.008979
-0.000715,0.002879,0.008827,-0.007757,0.006506,0.004009,0.009325,-0.004715,0.007959,-0.009975,-0.006512,-0.006253,0.001586,-0.007108,-0.009726,-0.007945
0.002902,-0.009342,0.001453,-0.007804,0.009508,0.009113,0.007050,-0.003139,-0.008736,0.004477,-0.007596,-0.001470,-0.001513,0.006971,-0.003424,0.005516
-0.007265,-0.013950,0.003079,0.001342,0.013992,0.010228,0.005970,0.004013,-0.010039,0.005743,-0.006114,-0.008613,-0.009291,0.003905,0.007060,-0.004366
0.007109,-0.011766,0.001675,-0.011291,-0.007269,0.012903,0.009765,-0.002505,-0.002427,-0.007211,-0.008368,0.006964,-0.009111,0.001693,0.001501,0.004663
-0.008215,-0.011085,-0.008807,-0.011078,0.007594,0.015580,0.014114,-0.008220,-0.012512,0.005598,-0.003033,-0.007115,0.007092,0.004688,-0.005286,-0.003842
-0.002863,-0.011570,0.009234,-0.015256,0.013527,0.003813,0.011995,-0.007798,0.008862,0.005251,-0.007971,0.002114,-0.000832,-0.006994,0.004778,0.005041
-0.003626,-0.004498,0.002572,-0.015485,-0.002702,-0.002367,0.013755,-0.005612,-0.011795,-0.008414,0.006524,-0.009366,-0.011388,0.008638,-0.009304,0.000501
-0.007506,-0.000706,0.001505,-0.001787,-0.007601,0.018356,0.004869,-0.000847,-0.012257,0.006691,-0.007576,0.008793,-0.007968,-0.008024,-0.005690,-0.009424
0.008150,-0.006476,0.003821,-0.009617,-0.008536,0.018874,0.009249,0.007638,-0.011923,0.009247,-0.007221,0.004263,0.002997,0.007862,-0.006569,0.009943
0.004619,0.004724,-0.005280,-0.007406,0.012443,0.015580,0.013360,0.002715,-0.007216,0.006631,-0.010244,0.007028,-0.005586,0.009260,-0.006990,0.005081
0.003133,-0.015252,0.007880,0.009341,0.008201,0.005615,0.002564,-0.003926,-0.010987,0.005171,-0.010299,0.005259,0.007810,0.006160,-0.007378,0.009151
0.007260,-0.014617,-0.008431,-0.008785,0.009583,0.016184,0.007251,-0.006279,-0.010248,-0.009713,-0.000966,-0.001720,-0.012154,-0.003416,0.002777,0.005144
-0.004137,-0.003167,0.009638,-0.007789,0.011620,-0.007702,0.005709,-0.008095,-0.012770,-0.001258,-0.012456,0.004222,-0.006973,-0.007776,-0.009559,-0.006536
-0.001909,-0.009351,-0.009292,-0.013647,-0.005431,0.010660,0.014128,-0.008971,-0.003917,-0.009558,-0.012297,-0.007547,-0.008467,-0.001525,0.008261,0.001467
-0.005140,-0.011152,0.008164,0.007998,-0.010193,0.016532,0.012488,0.002456,-0.009867,-0.004136,-0.009573,-0.000163,-0.004946,-0.008301,-0.002150,0.008720
0.000337,-0.016579,0.002837,0.002545,0.003123,-0.008856,0.012683,0.008285,0.008086,0.006986,-0.011325,-0.007130,0.007346,0.008425,0.008427,-0.000801
-0.001114,-0.019321,0.007224,-0.016678,-0.009051,-0.010466,0.012778,0.009489,-0.000149,-0.001642,-0.014914,0.008460,0.005440,0.007454,0.011857,0.009780
0.006077,-0.011336,0.004437,-0.000569,0.000675,0.004312,0.018338,-0.001898,-0.001448,-0.000021,-0.016476,-0.007257,0.010039,0.004517,0.012475,-0.004932
0.008810,-0.011440,0.008448,0.006381,-0.010649,-0.007045,0.013679,0.011502,0.011898,0.005819,-0.012012,-0.010083,0.010065,0.004050,0.008354,0.006708
-0.006350,-0.017655,0.007801,-0.008355,0.012328,-0.012691,0.012360,0.004210,-0.012721,-0.003013,-0.012820,-0.009600,0.010274,0.006072,0.004606,-0.000412
0.004538,-0.016607,0.007526,-0.006472,-0.005565,0.011936,0.018438,0.005818,0.003196,0.010163,0.000660,0.009248,-0.012921,0.009033,-0.006256,0.004782
-0.003285,-0.022586,0.008643,-0.009679,0.012401,0.007670,0.018729,-0.004774,-0.013078,-0.010016,-0.002193,0.003444,-0.002122,-0.004761,-0.006763,-0.005312
-0.008359,0.006305,-0.003847,0.004363,-0.000710,-0.012089,0.016401,0.007637,0.001540,0.009155,-0.011084,-0.001465,-0.009750,0.012534,0.010438,-0.009496
0.005047,-0.022975,0.003637,0.009959,0.009490,0.017599,0.014349,-0.003915,-0.007427,-0.006478,-0.015391,-0.006919,0.007862,-0.004696,-0.009704,-0.008942
-0.005794,0.009803,0.009857,0.008488,-0.007604,-0.005898,0.013950,0.006238,0.001242,0.002037,-0.006891,0.003707,0.009976,-0.002340,0.002423,0.003731
-0.006706,0.001529,0.008614,-0.016379,0.000757,0.013225,-0.007884,-0.000485,-0.010867,-0.005630,-0.010273,0.005011,-0.012667,-0.009954,0.011113,0.009434
0.009470,-0.013871,0.005077,-0.013922,-0.007117,0.018262,0.011706,0.009424,0.012001,-0.004811,0.007654,-0.008874,-0.013417,0.010675,0.011025,0.007488
-0.008264,-0.020751,-0.007414,-0.001609,-0.003069,0.015428,0.007993,-0.009991,0.007186,0.007351,-0.014017,-0.007764,0.002846,0.010698,-0.008615,0.000870
