V,E,time,CFLA,CALA,CBLA,CFK,CAK,CBK,VF,VA,VB,I,exp
30,0.25,5.0,1.948647217594574,0.9433187139223052,0.011659304898482693,1.5754850299932333,0.022477440667937717,0.682878547380825,0.8934010152284264,1.16751269035533,5.939086294416244,2.6,28
30,0.25,6.0,1.5996259908767985,1.239624124559605,0.01666695495159284,1.03149756815919,0.022603411279325965,0.7880209061756976,0.7487179487179487,1.3025641025641026,5.948717948717949,2.4,28
30,0.25,7.0,1.145223935436786,1.4907845782720663,0.022980683928450724,0.6586804488411261,0.02192575156596915,0.8453334053752306,0.5801526717557253,1.4147582697201018,6.005089058524173,2.0,28
30,0.25,8.0,0.4712206921967414,1.6929046338415805,0.024902032058811144,0.26075578143014444,0.021144432269662346,0.8793852566653416,0.38578680203045684,1.5228426395939088,6.091370558375635,1.8,28
20,0.25,0.0,3.43411875,0.0008772499999999996,0.0005709299999999999,5.348652,0.0046314730000000005,0.027537897000000002,1.0,1.0,2.0,0.0,30
20,0.25,1.0,3.109267946910338,0.020428880693416238,0.002244203730284483,4.5839952507070185,0.007192891581071408,0.19393980558568708,1.0972568578553616,0.9875311720698254,1.915211970074813,0.7,30
20,0.25,4.0,2.679023763248444,0.2137292791362116,0.009873799417549452,3.3293055401089986,0.01743286439108039,0.7549358906473925,1.2,0.95,1.8499999999999999,1.1,30
20,0.25,5.0,2.564710457904579,0.3482356402892932,0.014952136345771288,2.9755333577709226,0.020193386312898944,0.982992173339265,1.2,0.95,1.8499999999999999,1.1,30
20,0.25,6.0,2.4407226184226056,0.48997417288016504,0.0225920290036307,2.677142983858723,0.022160050858385513,1.175532777326523,1.2,0.95,1.8499999999999999,1.2,30
20,0.25,8.0,2.241485978219488,0.7128522233062683,0.037375715673329576,1.8685443024821402,0.02906309972435861,1.696484410423401,1.2,0.95,1.8499999999999999,1.2,30
30,0.25,0.0,3.09121975,0.002095055,0.0008277149999999997,5.894699999999999,0.004722171000000001,0.023128554,1.0,1.0,3.0,0.0,31
30,0.25,1.0,2.7730862307163884,0.039874167542244834,0.0019065271274922226,5.0352056484196845,0.006703231778433423,0.1459925475723841,1.1,1.0,2.9,1.2,31
30,0.25,2.0,2.667385062523216,0.10719063209660584,0.002896396585640608,4.524542595431755,0.010192241289902643,0.3114370423811828,1.1177644710578845,0.9880239520958085,2.8942115768463075,1.6,31
30,0.25,3.0,2.4508787769707707,0.23003883544730774,0.005818050548680617,3.8413306957886446,0.01320649541504228,0.5279939139635778,1.1616161616161615,1.0101010101010102,2.8282828282828287,1.8,31
30,0.25,4.0,2.3853569676202224,0.3821310784710875,0.009949374338095642,3.3167205373465856,0.01600570911472283,0.7803690629085835,1.1224489795918366,1.0204081632653061,2.857142857142857,2.0,31
30,0.25,5.0,2.209336691230692,0.5604017866136111,0.015432087154509725,2.7027344479476225,0.018043374083709235,1.0208501462549668,1.1224489795918366,1.0204081632653061,2.857142857142857,2.1,31
20,0.25,0.0,1.02992039,0.000342925,4.999999999999796e-06,2.07792,0.00046125099999999976,0.010073469,1.0,1.0,2.0,0.0,32
20,0.25,1.0,0.9746168895672136,0.005455958595785763,0.0007536524916102948,1.903520140995122,0.002232724738798901,0.05005093139298634,1.05,1.0,1.95,0.3,32
20,0.25,3.0,0.893214138822938,0.04326747644068052,0.0023527820284672263,1.5710393790595971,0.006147295300839904,0.19170398775452796,1.1,1.0,1.9,0.6,32
20,0.25,4.0,0.8572993552511909,0.08071308093750937,0.0034373385716738995,1.3651155040866159,0.008532280096971595,0.30966781810934263,1.1,1.0,1.9,0.6,32
20,0.25,5.0,0.8144490243064356,0.12548757797966287,0.004679900149083063,1.139184736641392,0.010864692555665635,0.4392422558625281,1.1,1.0,1.9,0.7,32
20,0.25,6.0,0.7751417846003108,0.18821467946121861,0.006557992754636793,0.909453544619701,0.013255515319695356,0.5762473476358677,1.07,1.0,1.93,0.7,32
20,0.25,7.0,0.7180022329855235,0.2688675276299881,0.00966019411071034,0.6871970971139398,0.01539194447057075,0.7016545997851601,1.0303030303030303,1.0101010101010102,1.9595959595959596,0.7,32
30,0.25,0.0,1.015535235,0.00031180500000000007,4.999999999999796e-06,2.07792,0.00027141199999999996,0.009444611,1.0,1.0,2.0,0.0,33
30,0.25,2.0,0.8904997242252954,0.045445173655547115,0.0018258372803219034,1.6132826966791582,0.005733358506659778,0.17587170106218764,1.08641975308642,0.9876543209876544,1.925925925925926,1.0,33
30,0.25,3.0,0.8565767121699684,0.11313770060873804,0.0031437552823694865,1.31732115926161,0.00935452722373061,0.36658318060364325,1.044776119402985,1.0149253731343282,1.9402985074626864,1.2,33
30,0.25,4.0,0.7815554107961409,0.22439843578211577,0.005247254953050452,0.8742463906861766,0.01336529443448975,0.6098435230803219,0.9950248756218907,1.0149253731343284,1.9900497512437814,1.3,33
30,0.25,5.0,0.6651643414280308,0.36682907555664673,0.007977222956796941,0.5159860667954167,0.016500206887486588,0.8021937736378199,0.9045226130653266,1.085427135678392,2.0100502512562812,1.2,33
30,0.25,6.0,0.5021341755206838,0.5256100057832901,0.011356331815528739,0.2716368643843126,0.017944603970251848,0.8945456440001334,0.810126582278481,1.1139240506329113,2.075949367088607,1.0,33
30,0.25,0.0,0.5129999,0.0005695299999999995,0.0007552499999999998,0.9987958,0.00020726099999999982,0.008348421,1.0,1.0,2.0,0.0,34
30,0.25,2.0,0.4681725303905984,0.0425075058649217,0.0021999468722399143,0.7361578306739717,0.0053442508399681055,0.13709891074303018,1.0,1.0,2.0,0.7,34
30,0.25,3.0,0.39268618970181324,0.11648288183295723,0.0029554292326147533,0.4137794959334018,0.009762229626000844,0.2960790887202987,1.0,1.0,2.0,0.9,34
30,0.25,4.0,0.25671524893617637,0.26178301847520485,0.00447026173584205,0.15648965357669578,0.013634716965305771,0.4197769570572697,0.8999999999999999,1.05,2.05,0.8,34
30,0.25,5.0,0.073144299567185,0.39989534710626284,0.006352387098050478,0.040358685196594024,0.015325871002047096,0.4705056402344602,0.8500000000000001,1.1,2.05,0.7,34
30,0.25,6.0,0.00015146975370873043,0.4455797270589282,0.00896710014985956,0.0003291962800941537,0.015522941845601566,0.4808122249552504,0.810126582278481,1.1139240506329113,2.075949367088607,0.1,34
20,0.25,0.0,2.9877863500000004,0.0005188149999999997,0.00042428,5.6196280000000005,0.0006214349999999996,0.017574781,1.0,1.0,2.0,0.0,35
20,0.25,1.0,2.744595260918979,0.004056805232947274,0.0017469509326537727,5.00011897850865,0.003747538578813487,0.11395542026880533,1.08641975308642,0.9876543209876544,1.925925925925926,0.5,35
20,0.25,4.0,2.2412159809342866,0.07311913492923976,0.005425404638395298,3.63642290363462,0.009633320337651376,0.5107662410950603,1.3,0.8999999999999999,1.7999999999999998,0.7,35
20,0.25,5.0,2.1508424273682767,0.12602194690529916,0.00811618041234619,3.3303765186231535,0.011817615759392384,0.6892860832894196,1.3299748110831235,0.906801007556675,1.7632241813602016,0.8,35
20,0.25,6.0,2.120380902072284,0.16661553708691385,0.010216170256492846,3.092671743185135,0.01385559446154039,0.8675352962872777,1.3299748110831235,0.906801007556675,1.7632241813602016,0.8,35
20,0.25,7.0,2.0453904662124027,0.2182771650391728,0.01319150661185753,2.835342980544254,0.015573341644533771,1.0339157335937623,1.3538461538461537,0.9025641025641026,1.7435897435897434,0.9,35
20,0.25,8.0,1.913299503258837,0.39518767153665135,0.02417905095357806,2.609596000353521,0.017309687182833832,1.2083028099338002,1.3538461538461537,0.9025641025641026,1.7435897435897434,0.9,35
30,0.25,0.0,3.15617815,0.0011274149999999997,0.0005106649999999996,5.50905,0.002958305,0.017510033,1.0,1.0,3.0,0.0,36
30,0.25,2.0,2.698361806787803,0.0834579729343192,0.0024133295764915347,4.259244860323196,0.007665671329792018,0.24783169216610443,1.1374876360039565,0.9891196834817013,2.873392680514342,1.2,36
30,0.25,3.0,2.497117627030902,0.16645463910316008,0.004055968533118759,3.71661243887355,0.009977211011898001,0.3989619948180956,1.19358074222668,1.003009027081244,2.8034102306920765,1.4,36
30,0.25,4.166666667,2.350352298322738,0.31426104902189933,0.007511597649665593,3.199890527810341,0.013046911448244866,0.6103965369500344,1.2012012012012012,1.001001001001001,2.7977977977977977,1.6,36
30,0.25,5.0,2.262997800394454,0.4443061657237629,0.010987796278526193,2.8420912834467336,0.015279521930931092,0.7730491575148519,1.1864406779661016,0.9970089730807578,2.8165503489531405,1.6,36
30,0.25,6.0,2.1981115536215574,0.5740479879464682,0.015185374623131393,2.4402047618165366,0.017651518127031363,0.9719243903165098,1.148851148851149,1.0289710289710292,2.822177822177822,1.7,36
20,0.25,0.0,0.478868205,0.0003778799999999997,0.0006208799999999998,0.9555022000000001,0.0002449029999999999,0.008233115000000001,1.0,1.0,1.0,0.0,37
20,0.25,1.0,0.4678944338331358,0.0006689769629505839,0.0020653908389196363,0.9220231665215327,0.00041974212818497524,0.02351641653463665,1.0198019801980196,0.99009900990099,0.99009900990099,0.1,37
20,0.25,3.0,0.4375302300958408,0.007607036315409505,0.004764157716928772,0.7954473469714854,0.0026501205474232514,0.11777554200355032,1.0693069306930694,0.99009900990099,0.9405940594059404,0.3,37
20,0.25,4.0,0.41284843968020785,0.03165541939468576,0.006158840046986,0.6621722630959888,0.006550631005835975,0.2618690357339172,1.0728476821192052,0.9834437086092713,0.9437086092715229,0.5,37
20,0.25,5.0,0.3650013140456825,0.08690759888223436,0.007035025638850155,0.4309564163877798,0.013738129971694914,0.5080989699002757,1.0657894736842106,0.9671052631578947,0.9671052631578947,0.8,37
20,0.25,6.0,0.2703297605171185,0.20045689051118767,0.009080313971693777,0.18610623934137877,0.01909356191364425,0.7587804167449772,1.0,1.0,1.0,0.8,37
20,0.25,7.0,0.0969672135485011,0.36177537383521663,0.01212602883749668,0.04800944913675121,0.02004867786630482,0.8568767638260036,0.8999999999999999,1.05,1.05,0.7,37
20,0.25,0.0,0.966183205,0.00027589,8.74500000000002e-05,1.88668,0.0001394040000000001,0.00893801,1.0,1.0,2.0,0.0,38
20,0.25,1.0,0.9253801930050285,0.0009504095854254482,0.0006515729567515276,1.7775745698131995,0.0007835356800666062,0.025879738204837677,1.0421836228287842,0.9727047146401985,1.9851116625310172,0.2,38
20,0.25,2.0,0.9001893315693744,0.003311745225460196,0.0013378692079049539,1.6815779319894302,0.0016554605792462188,0.05510811094895464,1.0673316708229428,0.9675810473815462,1.9650872817955114,0.3,38
20,0.25,4.0,0.8147830505843957,0.04103472787358293,0.002772158512798187,1.3353121820585236,0.006447312341113666,0.1994999581536955,1.1328320802005014,0.9323308270676692,1.93483709273183,0.6,38
20,0.25,5.0,0.774064012345916,0.08890716147163805,0.0035447750740887508,1.1216062242531772,0.00960563334153495,0.32310125027268477,1.1328320802005014,0.9323308270676692,1.93483709273183,0.8,38
20,0.25,6.0,0.7149797568734692,0.17306050110799537,0.004944899719558716,0.8378839528762552,0.013328346289929457,0.4930470256717539,1.111111111111111,0.9393939393939393,1.9494949494949494,0.9,38
20,0.25,7.0,0.6323708624733037,0.29036070259547253,0.007048693806627022,0.5641429760257269,0.016583733018573577,0.6574224935717797,1.057934508816121,0.9773299748110832,1.964735516372796,0.9,38
35,0.5,0.0,3.183871875,0.0,0.0,2.63652,0.0006463669999999997,0.015472902000000002,1.0,1.0,2.0,0.0,40
35,0.5,1.0,2.905572102317662,0.05022889647946735,0.0010978407003469537,2.1536039388050177,0.005855264025046673,0.17338596149496718,1.0784313725490198,0.9607843137254901,1.9607843137254901,1.9,40
35,0.5,3.0,2.5294633421489623,0.41268974973096445,0.010720657929382578,1.3143714855023456,0.008445821789915832,0.6328397296798984,1.0918114143920596,0.9727047146401985,1.9354838709677418,3.0,40
35,0.5,4.0,2.3645313550802776,0.6990049537105538,0.0196555984275556,0.9572311412566108,0.010293570600985263,0.867367532131875,1.0223325062034738,1.0421836228287842,1.9354838709677418,3.4,40
35,0.5,5.0,2.140267344437016,1.1069185494326517,0.03345342407225471,0.6310434281534588,0.011041762641141536,1.0436537272323503,0.8844221105527638,1.105527638190955,2.0100502512562812,3.7,40
35,0.5,6.0,1.769440946976637,1.5379400133735674,0.04969772130482643,0.41359612979409316,0.010766510462452784,1.130348409512297,0.6799999999999999,1.22,2.1,3.6,40
35,0.25,0.0,3.368494065,0.00016401000000000002,0.0,2.652,0.003059436,0.017089282,1.0,1.0,2.0,0.0,41
35,0.25,2.0,2.7792178219276016,0.2891913277783111,0.005930357516785778,1.5994195115731484,0.009639094843146036,0.4773600180648703,1.105527638190955,0.9849246231155778,1.9095477386934672,3.1,41
35,0.25,3.0,2.6031451291685563,0.6000575506634488,0.014952381568651495,1.1647825082654875,0.01008410531134654,0.7538769716711589,1.0483460559796438,1.0178117048346056,1.9338422391857504,3.4,41
35,0.25,4.0,2.4177526443483535,0.9982793296359692,0.028506411675454185,0.8068231283074362,0.010616256345045883,0.9767025449593116,0.916030534351145,1.099236641221374,1.9847328244274811,3.6,41
35,0.25,5.0,2.0685532124677817,1.4357710508974282,0.04430479157602743,0.5281609962790258,0.010809797802260462,1.1152085281548219,0.7468030690537084,1.207161125319693,2.0460358056265986,3.6,41
35,1.0,0.0,3.3350150000000003,0.0015285999999999998,0.0009547399999999999,2.66752,0.0027560869999999995,0.016571714,1.0,1.0,2.0,0.0,42
35,1.0,1.0,2.9871632436237032,0.09791893322242469,0.004150305506955782,2.092664229535705,0.007788215232186516,0.22225448051108568,1.0827067669172932,0.9824561403508771,1.9348370927318295,2.7,42
35,1.0,3.0,2.568610059151829,0.7089212173952105,0.020566140615592157,1.068068563122412,0.010766640707175408,0.8281971544591795,0.9974554707379135,1.0381679389312979,1.9643765903307888,4.0,42
35,1.0,4.0,2.3463994045228285,1.1418081475979878,0.03519289271815328,0.6962477380781815,0.01096669364582015,1.0397292257871456,0.8405063291139241,1.1341772151898735,2.0253164556962022,4.1,42
35,1.0,5.0,1.9024912105713836,1.6153229194090943,0.0536404071477305,0.43738845069727766,0.01071983903317682,1.1466271765652958,0.6122448979591837,1.2755102040816326,2.1122448979591835,3.9,42
35,0.5,0.0,3.2539506250000003,0.0002803950000000001,0.0,2.66752,0.0022135780000000003,0.016183740000000002,1.0,1.0,2.0,0.0,43
35,0.5,2.0,2.715115518847066,0.28320218793032126,0.006224108038659993,1.5897089515363876,0.010045313075221088,0.49913156470893927,1.090909090909091,0.98989898989899,1.9191919191919191,3.4,43
35,0.5,2.933333333,2.5197397595762663,0.5933764901285141,0.017088221403073273,1.1081098404622733,0.015850358690960818,0.7864645352605687,1.0404040404040404,1.0101010101010102,1.9494949494949494,4.2,43
35,0.5,3.933333333,2.34117691355621,1.1381232475509766,0.031161124946266505,0.6719946159005953,0.023039596455741523,1.0520814765792166,0.7938931297709925,1.1704834605597965,2.035623409669211,4.4,43
35,0.5,4.933333333,1.6613724367186116,1.6850819489875954,0.04818466752337296,0.3550644759115135,0.016775926702693414,1.1655568881961311,0.585858585858586,1.292929292929293,2.121212121212121,4.4,43
35,0.5,5.933333333,0.2665330838030412,2.103484619274276,0.06231652679598282,0.04609823156821845,0.013333722449513025,1.1770287772689005,0.288659793814433,1.443298969072165,2.268041237113402,3.5,43
35,0.5,6.933333333,0.053150183207533355,2.1255903598093804,0.07491246379072676,0.0046346031376362125,0.013705610020987616,1.1559040948928716,0.23711340206185566,1.443298969072165,2.3195876288659796,1.0,43
