V,E,time,CFLA,CALA,CBLA,CFK,CAK,CBK,VF,VA,VB,I,exp
30,0.25,5.0,0.35536647053593184,0.3937684688777469,0.007260847560359481,0.3158549195615009,0.02384929081667308,1.1180657134094734,1.1103678929765886,1.4849498327759199,1.4046822742474916,0.8,15
30,0.25,6.0,0.01552981413921723,0.7568166424458594,0.01396571707398394,0.011513230846319802,0.018702373245206464,0.9202908833716972,0.6520681265206812,1.2554744525547448,2.0924574209245743,0.6,15
10,0.25,0.0,1.0009446100000001,4.999999999999796e-06,4.999999999999796e-06,1.94052,0.00017227099999999988,0.009864868,1.0,1.0,2.0,0.0,16
10,0.25,1.0,0.9183497464718715,0.0003904444856581284,0.0006541435334847172,1.7595361881329492,0.0005446771296758076,0.023380948931317293,1.0881612090680102,0.9773299748110832,1.9345088161209067,0.1,16
10,0.25,2.0,0.865548945928243,0.0017104404940414943,0.0013917029135127365,1.6285826553616705,0.002686879694470629,0.04346164516217748,1.1515151515151514,0.9494949494949495,1.898989898989899,0.2,16
10,0.25,3.0,0.8299714179527564,0.00456098677379074,0.0021886185852045344,1.5187897918952669,0.005514421319613125,0.07389667219015428,1.1959798994974875,0.9246231155778895,1.8793969849246233,0.2,16
10,0.25,4.0,0.8502455143098254,0.008175517745412211,0.003068469609522997,1.4831744631785397,0.007841406319500827,0.11884807429704364,1.1616161616161615,0.8989898989898989,1.9393939393939394,0.2,16
30,0.25,0.0,2.835136500000001,0.00890957,0.0015361049999999994,5.05529,0.003469428,0.052869954,1.0,1.0,2.0,0.0,17
30,0.25,1.0,2.604422576413564,0.07365235096815903,0.0036580765911933466,4.290223937943224,0.010312343648567226,0.30453570085363507,1.06265664160401,0.9824561403508771,1.9548872180451127,1.7,17
30,0.25,2.0,2.4039175205206917,0.21195331279976248,0.006258406452437618,3.602174689960206,0.014688326810160399,0.6306370392340725,1.0927318295739348,0.9824561403508771,1.9248120300751879,2.3,17
30,0.25,3.0,2.2819581595574645,0.40438322279023764,0.01158939536579578,2.526163461878535,0.016160828372396796,1.2731163997806592,1.0606060606060606,1.0,1.9393939393939394,2.7,17
30,0.25,4.0,2.162971294720993,0.6801978976670283,0.02079146508839991,1.990715984330859,0.019010407469652862,1.6024081164761557,0.9746192893401016,1.0253807106598984,1.9999999999999998,2.9,17
30,0.25,5.0,2.151637925311288,0.9311824154934403,0.029926429165672223,1.5268915821005709,0.021011576571029738,1.8415235343711414,0.8329297820823245,1.0653753026634383,2.1016949152542375,2.9,17
20,0.25,0.0,2.8558455,0.0005020599999999995,0.0006362649999999996,4.5518221,0.0019531079999999998,0.023095973,1.0,1.0,2.0,0.0,18
20,0.25,3.0,2.2576795693089706,0.13922878363116445,0.006752529180366685,2.980305293653822,0.00947887123837697,0.531227767030451,1.2040816326530615,0.9081632653061223,1.8877551020408163,1.4,18
20,0.25,4.0,2.1434966568706635,0.24886798886487124,0.010330504758647876,2.571962270148069,0.020707329803702403,0.7660805635343267,1.22007722007722,0.8957528957528959,1.8841698841698842,1.6,18
20,0.25,5.0,2.0452219313883027,0.3902405390119889,0.015618737923151537,1.920080964356019,0.021177261673672586,1.2007348917173772,1.2093023255813953,0.909560723514212,1.8811369509043927,1.7,18
20,0.25,6.0,1.9847555522066782,0.5682832271575357,0.023691953339283815,1.6832632915894747,0.02454877399683041,1.361128023641119,1.1560102301790283,0.9104859335038364,1.9335038363171357,1.7,18
20,0.25,7.0,1.873892958310652,0.7492060429817984,0.03292357078294171,1.4515659800681027,0.027160351203982185,1.502941320281171,1.1237113402061853,0.9175257731958762,1.958762886597938,1.7,18
10,0.25,0.0,2.8558455,0.0005020599999999995,0.0006362649999999996,5.1392564,0.0011935129999999998,0.042793136999999995,1.0,1.0,2.0,0.0,19
10,0.25,1.0,1.8767853190284496,0.11573942585002765,0.005613306602186407,3.4272109869166054,0.018862910037212667,0.10853052130610741,1.4663429706466564,0.8298388876627676,1.703818141690576,0.4,19
10,0.25,2.0,2.0192955975395654,0.23444778076632325,0.00973192223679679,3.662917407487512,0.03659059550625394,0.2290155560286299,1.304369291532955,0.8787953591705752,1.8168353492964697,0.5,19
10,0.25,4.0,1.7532495256267617,0.3345304631261565,0.013389033451282282,3.01996471018376,0.052869092490153306,0.43914264881685394,1.4640331626432577,0.7998049256278956,1.7361619117288467,0.4,19
30,0.25,0.0,2.5521687500000003,4.999999999999796e-06,4.999999999999796e-06,5.0942549,0.0022348449999999996,0.016571714,1.0,1.0,2.0,0.0,21
30,0.25,1.0,2.4618445012089594,0.040587707924749375,0.003025681743480167,4.594325294938636,0.009882299060343807,0.22351520228447588,1.0178117048346056,0.9974554707379135,1.9847328244274811,1.7,21
30,0.25,2.0,2.2952018624270605,0.15637839334909803,0.005575784390291099,3.8319429726823304,0.01608391163451512,0.5802861183850109,1.038560411311054,1.0077120822622108,1.9537275064267352,2.4,21
30,0.25,3.0,2.150657375158047,0.3381923687107441,0.010422536565027354,3.0872859111494155,0.020789119008485568,1.019444790496818,1.0130548302872062,1.0443864229765012,1.9425587467362924,2.8,21
30,0.25,4.0,2.091795145965946,0.5684906333957651,0.017642469323690377,2.3505050855650906,0.023389938683380473,1.4581355826120237,0.9151670951156813,1.0591259640102828,2.025706940874036,3.0,21
30,0.25,5.0,1.851880879021642,0.7983972626616312,0.026798854311017535,1.7273553270836748,0.024697924731762935,1.843994504178301,0.8404255319148936,1.1808510638297873,1.9787234042553192,3.0,21
30,0.25,0.0,2.62834885,4.999999999999796e-06,4.999999999999797e-06,4.949868,0.001145733,0.014633570000000004,1.0,1.0,6.0,0.0,22
30,0.25,1.0,2.2961992438418672,0.027203492745270737,0.0011917286194098684,3.848546550109213,0.007328925057314219,0.11592108740584404,1.1300000000000001,0.98,5.89,1.7,22
30,0.25,3.0,2.078215944882326,0.11962170958188877,0.004553419918221993,2.8788869759207083,0.019086550627990886,0.26558862480168804,1.2,0.8999999999999999,5.9,2.9,22
30,0.25,4.0,1.8038561047487474,0.24639666709906669,0.004205232388996295,2.076241107624857,0.02128442096803395,0.3968881079003071,1.3170731707317074,0.926829268292683,5.75609756097561,2.9,22
30,0.25,5.0,1.87570618834051,0.4960161545130939,0.007378818152342047,1.5266983906515628,0.02163101172688641,0.5626445479237836,1.1153358681875793,0.9936628643852978,5.891001267427122,2.6,22
30,0.25,6.0,1.7315695615472912,0.7833475193312062,0.01139957959872387,1.0121947075655764,0.020797348393750324,0.6809397347350017,0.9770992366412214,1.1094147582697202,5.913486005089059,2.3,22
30,0.25,0.0,3.1527758,0.0007369650000000001,0.001272395,5.315068,0.0013315600000000003,0.019876474,1.0,1.0,3.0,0.0,23
30,0.25,1.0,2.8635281277691265,0.03834304208386569,0.0027238187400038623,4.535047099135323,0.008305803888256734,0.1484725387837914,1.0869565217391304,0.9584980237154148,2.9545454545454546,1.5,23
30,0.25,3.0,2.5900049460505263,0.38601109225282987,0.008063041510308677,3.209856637117948,0.019205632262078123,0.6474417039131665,1.0679611650485437,0.9514563106796117,2.9805825242718447,2.6,23
30,0.25,4.0,2.4561389874427415,0.6971550277258384,0.013580664588910999,2.473916713026688,0.02200498902320882,0.9622720713700986,0.9882583170254402,0.9882583170254402,3.0234833659491196,2.8,23
30,0.25,5.0,2.2232873264514414,0.9968556119419184,0.021975030882921062,1.7448863163214798,0.023127321833044293,1.2594496017469499,0.8982035928143713,1.097804391217565,3.003992015968064,2.9,23
30,0.25,6.0,2.048314455316621,1.2234530017252447,0.030267868106310717,1.239115418646126,0.024318324118079406,1.448198017882893,0.7831325301204819,1.1947791164658632,3.0220883534136544,2.7,23
30,0.25,7.0,1.5863641659588255,1.70087045057155,0.04537461310429854,0.7981882070856396,0.023477363251233615,1.5298693000632964,0.5864197530864198,1.2242798353909463,3.1893004115226335,2.5,23
10,0.25,0.0,1.015243045,0.01571979,0.0,1.927,0.0001319820000000001,0.008819418,1.0,1.0,2.0,0.0,24
10,0.25,1.0,0.9283981067135788,0.002623401172269043,0.0,1.6713351264905953,0.0038528365297292614,0.04569867336119228,1.107843137254902,0.9313725490196078,1.9607843137254901,0.1,24
10,0.25,3.0,0.8448811880900284,0.011951328779522742,0.0,1.4164843705235795,0.00936108147074328,0.11967291646735534,1.207453416149068,0.9043478260869564,1.888198757763975,0.2,24
10,0.25,4.0,0.41699152441963117,0.5484872236360532,0.03233493882976154,0.32742346147421925,0.054594208775348624,0.766863374282905,1.3299748110831233,0.7556675062972292,1.9143576826196471,0.2,24
10,0.25,5.0,0.4151306137842326,0.5267471801062806,0.04220937813821176,0.30767566446860456,0.05731469034543315,0.7795090221091406,1.3299748110831233,0.7556675062972292,1.9143576826196471,0.2,24
20,0.25,0.0,0.95448547,0.0005621649999999999,0.00021029000000000013,1.7367472,0.001066108,0.012207313000000001,1.0,1.0,2.0,0.0,25
20,0.25,2.0,0.8512241921408875,0.025218320666250345,0.0023712970663747703,1.3662708175437321,0.005754398869517795,0.1364249422692726,1.0891089108910892,0.9405940594059407,1.9702970297029703,0.6,25
20,0.25,4.0,0.7589814877754157,0.13111088566526552,0.004880151695702057,0.8957298995761969,0.011895151763891268,0.39372464345421493,1.0845771144278606,0.9353233830845771,1.980099502487562,0.9,25
20,0.25,9.0,0.03421489752591354,0.8254725549273759,0.037036160564539906,0.016532642820834186,0.01976635632271365,0.8032890765484771,0.8215158924205379,1.0268948655256724,2.15158924205379,0.5,25
10,0.25,0.0,2.9681136500000007,0.0004068199999999996,0.0006105249999999998,5.156418,0.006436934,0.037216140999999994,1.0,1.0,2.0,0.0,27
10,0.25,1.0,2.638388172999621,0.002268517308252417,0.002218035185975036,4.439802078713003,0.019099705850577863,0.1204777739237876,1.1231527093596056,0.9458128078817734,1.9310344827586203,0.4,27
10,0.25,3.0,2.2887300505390122,0.01780584213593141,0.004598281733167898,3.542252739255677,0.04076547440866079,0.347200836573308,1.287128712871287,0.8613861386138614,1.8514851485148514,0.4,27
10,0.25,4.0,2.1517834975341485,0.030236050506839047,0.006131518308259297,3.166151648446822,0.05059779781843099,0.48438539329348484,1.3634085213032583,0.8220551378446117,1.8145363408521304,0.4,27
10,0.25,5.0,2.024631597255519,0.04319509532678621,0.007633394803611174,2.904141687790448,0.05444044000549572,0.5619723756952385,1.443609022556391,0.7719298245614035,1.7844611528822054,0.4,27
10,0.25,7.0,1.8800411337604035,0.07509007198262009,0.011437458112664382,2.532851598165043,0.06624512411802039,0.7338525714007856,1.5408163265306123,0.7040816326530613,1.7551020408163265,0.3,27
30,0.25,0.0,2.89925685,0.00933871,0.0004850050000000001,5.264812,0.00571527,0.03648832900000001,1.0,1.0,6.0,0.0,28
30,0.25,1.0,2.5901934211156536,0.07990905696049966,0.001003704769948498,4.360906937662365,0.0108204683950156,0.12206340430317586,1.090909090909091,1.0,5.909090909090909,1.7,28
30,0.25,3.0,2.2276603182527746,0.4338964909958816,0.004476659081680275,2.8559809644946705,0.01933939513277804,0.4005727295455164,1.0922882427307206,1.0417193426042983,5.865992414664981,2.5,28
30,0.25,4.0,2.1521743039751056,0.6611081536757871,0.007477589208286602,2.2032522395906255,0.02157734882515877,0.5513118818218135,1.0,1.0816326530612246,5.918367346938775,2.6,28
