V,E,t,CFLA,CALA,CFK,CBK,SEC,I,exp,time,VF,VA,VB
30,0.25,,2.461999185151714,0.2310825940255287,3.8466556896150275,0.5284332450152568,,1.8,31,3.0,1.1616161616161615,1.0101010101010102,2.8282828282828287
30,0.25,,2.4055321718193636,0.38536311989869987,3.3229490962050994,0.7815693437051396,,2.0,31,4.0,1.1224489795918366,1.0204081632653061,2.857142857142857
30,0.25,,2.2394599237769306,0.5680425927453762,2.7086915597831607,1.0228848044423295,,2.1,31,5.0,1.1224489795918366,1.0204081632653061,2.857142857142857
30,0.25,,2.89925685,0.00933871,5.264514607,0.036190936,,0.1,28,0.0,1.0,1.0,6.0
30,0.25,,2.5928864691176203,0.07999213914441387,4.364749525349771,0.12186566382773441,,1.7,28,1.0,1.090909090909091,1.0,5.909090909090909
30,0.25,,2.245688561692499,0.43740797409912757,2.8633170881260743,0.4013119121232913,,2.5,28,3.0,1.0922882427307206,1.0417193426042983,5.865992414664981
30,0.25,,2.1832081605554645,0.6706411806185331,2.210129385260679,0.5527759001697471,,2.6,28,4.0,1.0,1.0816326530612246,5.918367346938775
30,0.25,,1.9941267515244625,0.9653348567464981,1.5811318633628257,0.6851349196402928,,2.6,28,5.0,0.8934010152284264,1.16751269035533,5.939086294416244
30,0.25,,1.6543640965796744,1.282043212989636,1.0356739808103121,0.7911339157643916,,2.4,28,6.0,0.7487179487179487,1.3025641025641026,5.948717948717949
30,0.25,,1.2010051579580858,1.5633972645063965,0.6614186333385115,0.8489360251007708,,2.0,28,7.0,0.5801526717557253,1.4147582697201018,6.005089058524173
30,0.25,,0.49662346243636574,1.7841664739161207,0.26171536623588654,0.8833305800808937,,1.8,28,8.0,0.38578680203045684,1.5228426395939088,6.091370558375635
35,0.25,,3.368494065,0.00016401000000000002,2.651702607,0.016791889,,0.2,41,0.0,1.0,1.0,2.0
35,0.25,,2.7885921352015903,0.29016677132984753,1.6028991456463704,0.47824783834946966,,3.1,41,2.0,1.105527638190955,0.9849246231155778,1.9095477386934672
35,0.25,,2.6256832035382724,0.6052528590430789,1.1675857588262637,0.7556213377218151,,3.4,41,3.0,1.0483460559796438,1.0178117048346056,1.9338422391857504
35,0.25,,2.4590531713107735,1.0153321338035226,0.809125437111031,0.9795287076218318,,3.6,41,4.0,0.916030534351145,1.099236641221374,1.9847328244274811
35,0.25,,2.1257564354003113,1.4754754834493842,0.5298796302060558,1.1190276556435395,,3.6,41,5.0,0.7468030690537084,1.207161125319693,2.0460358056265986
35,0.5,,3.183871875,0.0,2.6362226069999997,0.015175509000000002,,0.0,40,0.0,1.0,1.0,2.0
35,0.5,,2.9075379006091944,0.050262879418251125,2.1572689718014324,0.1734546142592117,,1.9,40,1.0,1.0784313725490198,0.9607843137254901,1.9607843137254901
35,0.5,,2.5460562848363444,0.4153969395331848,1.3177723392544365,0.6343709507731384,,3.0,40,3.0,1.0918114143920596,0.9727047146401985,1.9354838709677418
35,0.5,,2.393126073428022,0.7074581508872743,0.9605538838103118,0.8703602189040404,,3.4,40,4.0,1.0223325062034738,1.0421836228287842,1.9354838709677418
35,0.5,,2.1864448463372845,1.1308009553165361,0.6335224918250508,1.0478704820344777,,3.7,40,5.0,0.8844221105527638,1.105527638190955,2.0100502512562812
35,0.5,,1.829407722429437,1.5900611670065439,0.4153096840295475,1.1353157332666228,,3.6,40,6.0,0.6799999999999999,1.22,2.1
35,1.0,,3.3350150000000003,0.0015285999999999998,2.667222607,0.016274321,,0.4,42,0.0,1.0,1.0,2.0
35,1.0,,2.9926530825562403,0.09809888963189926,2.096096935072862,0.2224026585486059,,2.7,42,1.0,1.0827067669172932,0.9824561403508771,1.9348370927318295
35,1.0,,2.598587203976905,0.7171947324535617,1.0710899760402253,0.8304958941052224,,4.0,42,3.0,0.9974554707379135,1.0381679389312979,1.9643765903307888
35,1.0,,2.3962171345719305,1.166050520808302,0.6984750698377482,1.0431449002110846,,4.1,42,4.0,0.8405063291139241,1.1341772151898735,2.0253164556962022
35,1.0,,1.9682005829089597,1.6711139026036996,0.4389267363128635,1.1509274310300879,,3.9,42,5.0,0.6122448979591837,1.2755102040816326,2.1122448979591835
