number,value,datetime_start,datetime_complete,duration,params_batch_size,params_current_dropout,params_current_hidden_size,params_current_n_layers,params_decoder_dropout,params_decoder_hidden_size,params_decoder_n_layers,params_lstm_dropout,params_lstm_hidden_size,params_lstm_n_layers,params_noam_factor,params_warmup_ratio,state
28,1.1119010254275055,2025-09-09 00:34:43.817292,2025-09-09 00:38:44.905300,0 days 00:04:01.088008,3,0.1,128,4,0.1,96,5,0.2,16,2,2.0,0.2,COMPLETE
29,0.014544721913989634,2025-09-09 00:38:44.917559,2025-09-09 00:41:58.050839,0 days 00:03:13.133280,3,0.2,48,3,0.2,96,3,0.30000000000000004,128,2,1.3,0.2,COMPLETE
30,0.01915533172432333,2025-09-09 00:41:58.065486,2025-09-09 00:45:17.023417,0 days 00:03:18.957931,3,0.2,48,5,0.4,16,3,0.30000000000000004,128,2,1.3,0.3,COMPLETE
31,0.054561087884940206,2025-09-09 00:45:17.047127,2025-09-09 00:48:36.312092,0 days 00:03:19.264965,3,0.2,48,3,0.2,96,3,0.30000000000000004,32,2,1.4,0.2,COMPLETE
32,0.05459297182969749,2025-09-09 00:48:36.336073,2025-09-09 00:51:54.685749,0 days 00:03:18.349676,3,0.1,48,3,0.2,96,4,0.4,128,2,1.7000000000000002,0.25,COMPLETE
33,0.01844671805156395,2025-09-09 00:51:54.710592,2025-09-09 00:56:39.658919,0 days 00:04:44.948327,3,0.30000000000000004,48,4,0.1,96,4,0.1,128,3,1.2000000000000002,0.2,COMPLETE
34,0.016511898033786564,2025-09-09 00:56:39.682079,2025-09-09 00:59:55.075403,0 days 00:03:15.393324,3,0.1,16,3,0.2,72,4,0.30000000000000004,48,2,1.5,0.15000000000000002,COMPLETE
35,0.21467932417290286,2025-09-09 00:59:55.091063,2025-09-09 01:04:37.273987,0 days 00:04:42.182924,3,0.2,96,4,0.30000000000000004,128,3,0.1,72,3,1.4,0.25,COMPLETE
36,0.17666960114147515,2025-09-09 01:04:37.289285,2025-09-09 01:07:53.992989,0 days 00:03:16.703704,3,0.2,72,3,0.5,32,2,0.2,128,2,1.2000000000000002,0.2,COMPLETE
37,0.01638549685012549,2025-09-09 01:07:54.006161,2025-09-09 01:11:16.184025,0 days 00:03:22.177864,3,0.1,16,3,0.1,64,4,0.4,32,2,1.9000000000000001,0.2,COMPLETE
38,0.29104147776961325,2025-09-09 01:11:16.206259,2025-09-09 01:12:43.088214,0 days 00:01:26.881955,15,0.2,48,4,0.1,96,5,0.1,64,3,1.5,0.15000000000000002,COMPLETE
39,0.1740022792830132,2025-09-09 01:12:43.100311,2025-09-09 01:16:01.180023,0 days 00:03:18.079712,3,0.30000000000000004,128,3,0.2,16,3,0.30000000000000004,96,2,1.7000000000000002,0.25,COMPLETE
40,0.022771335393190383,2025-09-09 01:16:01.191694,2025-09-09 01:17:26.998235,0 days 00:01:25.806541,15,0.1,32,5,0.30000000000000004,48,4,0.5,48,3,1.6,0.25,COMPLETE
41,0.016806533777465424,2025-09-09 01:17:27.011906,2025-09-09 01:22:11.262078,0 days 00:04:44.250172,5,0.1,16,2,0.2,96,4,0.1,48,4,1.2000000000000002,0.15000000000000002,COMPLETE
42,0.018482477683573962,2025-09-09 01:22:11.283441,2025-09-09 01:26:54.739095,0 days 00:04:43.455654,5,0.2,16,2,0.1,48,5,0.1,48,4,1.3,0.15000000000000002,COMPLETE
43,0.139532830628256,2025-09-09 01:26:54.764094,2025-09-09 01:33:48.818206,0 days 00:06:54.054112,5,0.1,72,3,0.2,48,3,0.1,48,6,1.0,0.2,COMPLETE
44,0.07141417941699425,2025-09-09 01:33:48.833609,2025-09-09 01:36:18.982568,0 days 00:02:30.148959,5,0.1,16,2,0.5,48,4,0.2,96,2,1.7000000000000002,0.15000000000000002,COMPLETE
45,0.08869002889841796,2025-09-09 01:36:19.005934,2025-09-09 01:37:45.812135,0 days 00:01:26.806201,15,0.2,16,3,0.30000000000000004,128,4,0.1,128,3,1.4,0.1,COMPLETE
46,0.017703988775610923,2025-09-09 01:37:45.837650,2025-09-09 01:41:01.717422,0 days 00:03:15.879772,3,0.2,32,4,0.1,32,4,0.2,48,2,1.0,0.3,COMPLETE
47,0.11399698656750842,2025-09-09 01:41:01.742099,2025-09-09 01:47:17.281368,0 days 00:06:15.539269,3,0.1,96,2,0.2,48,6,0.4,64,4,1.1,0.2,COMPLETE
48,0.22470373790711165,2025-09-09 01:47:17.306563,2025-09-09 01:50:54.086223,0 days 00:03:36.779660,5,0.30000000000000004,48,4,0.1,96,5,0.1,16,3,1.5,0.15000000000000002,COMPLETE
49,0.2393215410062112,2025-09-09 01:50:54.109633,2025-09-09 01:58:28.695915,0 days 00:07:34.586282,3,0.2,128,2,0.2,64,3,0.30000000000000004,72,5,1.2000000000000002,0.2,COMPLETE
50,0.16402089316397905,2025-09-09 01:58:28.719622,2025-09-09 02:00:20.213565,0 days 00:01:51.493943,15,0.1,16,3,0.30000000000000004,96,2,0.2,48,4,1.3,0.1,COMPLETE
51,0.06397097813896835,2025-09-09 02:00:20.228034,2025-09-09 02:03:37.590258,0 days 00:03:17.362224,3,0.1,16,3,0.1,64,4,0.4,32,2,1.9000000000000001,0.2,COMPLETE
52,0.016862348862923683,2025-09-09 02:03:37.613247,2025-09-09 02:06:53.367181,0 days 00:03:15.753934,3,0.1,16,3,0.1,64,4,0.5,32,2,1.9000000000000001,0.2,COMPLETE
53,0.017333247419446706,2025-09-09 02:06:53.392602,2025-09-09 02:10:06.337979,0 days 00:03:12.945377,3,0.1,16,3,0.1,64,4,0.4,32,2,1.9000000000000001,0.15000000000000002,COMPLETE
54,0.07643508678302169,2025-09-09 02:10:06.360260,2025-09-09 02:13:19.565948,0 days 00:03:13.205688,3,0.2,32,3,0.2,64,4,0.4,32,2,1.7000000000000002,0.2,COMPLETE
55,0.24003451981116086,2025-09-09 02:13:19.589952,2025-09-09 02:18:01.876125,0 days 00:04:42.286173,3,0.1,64,2,0.1,72,5,0.1,64,3,2.0,0.15000000000000002,COMPLETE
56,0.2719079023227095,2025-09-09 02:18:01.898721,2025-09-09 02:20:33.326330,0 days 00:02:31.427609,5,0.30000000000000004,16,5,0.2,96,4,0.30000000000000004,128,2,1.4,0.25,COMPLETE
57,0.044436062895692886,2025-09-09 02:20:33.350478,2025-09-09 02:25:13.714151,0 days 00:04:40.363673,3,0.2,32,3,0.1,128,3,0.2,48,3,1.8,0.15000000000000002,COMPLETE
58,0.17800884788739496,2025-09-09 02:25:13.730199,2025-09-09 02:28:30.074200,0 days 00:03:16.344001,3,0.1,72,4,0.2,16,4,0.4,96,2,0.9,0.2,COMPLETE
59,0.14721536273136734,2025-09-09 02:28:30.100818,2025-09-09 02:33:11.454296,0 days 00:04:41.353478,3,0.4,16,2,0.1,96,5,0.1,32,3,1.6,0.1,COMPLETE
60,0.028082722689335548,2025-09-09 02:33:11.478152,2025-09-09 02:35:43.496941,0 days 00:02:32.018789,5,0.2,32,6,0.30000000000000004,48,4,0.2,64,2,1.1,0.15000000000000002,COMPLETE
61,0.7652774012065493,2025-09-09 02:35:43.515295,2025-09-09 02:38:58.938916,0 days 00:03:15.423621,3,0.1,16,3,0.2,72,4,0.30000000000000004,48,2,1.5,0.15000000000000002,COMPLETE
62,0.01664476814912632,2025-09-09 02:38:58.962004,2025-09-09 02:42:09.458606,0 days 00:03:10.496602,3,0.1,16,3,0.2,72,4,0.30000000000000004,48,2,1.5,0.15000000000000002,COMPLETE
63,0.016526608949061484,2025-09-09 02:42:09.469952,2025-09-09 02:45:21.440729,0 days 00:03:11.970777,3,0.1,16,3,0.2,96,4,0.30000000000000004,48,2,1.4,0.15000000000000002,COMPLETE
64,0.05576459188014269,2025-09-09 02:45:21.462868,2025-09-09 02:52:50.991675,0 days 00:07:29.528807,3,0.5,16,3,0.1,72,4,0.30000000000000004,48,5,1.6,0.2,COMPLETE
65,1.1652799908071756,2025-09-09 02:52:51.005517,2025-09-09 02:56:05.117745,0 days 00:03:14.112228,3,0.1,48,3,0.4,72,3,0.1,16,2,1.9000000000000001,0.1,COMPLETE
66,0.2446511778049171,2025-09-09 02:56:05.141065,2025-09-09 02:59:18.330350,0 days 00:03:13.189285,3,0.2,96,4,0.2,32,4,0.2,48,2,1.3,0.3,COMPLETE
67,0.1404793354740832,2025-09-09 02:59:18.355501,2025-09-09 03:02:33.401773,0 days 00:03:15.046272,3,0.1,64,3,0.30000000000000004,96,3,0.4,128,2,0.7,0.15000000000000002,COMPLETE
68,0.015597015246748924,2025-09-09 03:02:33.425745,2025-09-09 03:05:44.812904,0 days 00:03:11.387159,3,0.30000000000000004,32,2,0.1,64,4,0.30000000000000004,72,2,1.8,0.2,COMPLETE
69,0.014644752640742808,2025-09-09 03:05:44.836513,2025-09-09 03:10:26.129546,0 days 00:04:41.293033,3,0.30000000000000004,32,2,0.1,64,5,0.1,72,3,1.8,0.25,COMPLETE
70,0.02004068745300174,2025-09-09 03:10:26.145420,2025-09-09 03:11:53.496512,0 days 00:01:27.351092,15,0.30000000000000004,32,2,0.1,64,6,0.1,72,3,1.7000000000000002,0.25,COMPLETE
71,0.018248679162934423,2025-09-09 03:11:53.521907,2025-09-09 03:17:57.552929,0 days 00:06:04.031022,3,0.4,32,2,0.1,64,5,0.1,72,4,1.8,0.25,COMPLETE
72,0.017296925699338318,2025-09-09 03:17:57.576919,2025-09-09 03:22:40.824790,0 days 00:04:43.247871,3,0.30000000000000004,32,2,0.1,64,4,0.1,72,3,1.9000000000000001,0.2,COMPLETE
73,0.017842931649647654,2025-09-09 03:22:40.848891,2025-09-09 03:25:52.016262,0 days 00:03:11.167371,3,0.30000000000000004,32,2,0.1,64,5,0.5,72,2,2.0,0.25,COMPLETE
74,0.01696825264953077,2025-09-09 03:25:52.038195,2025-09-09 03:29:04.319941,0 days 00:03:12.281746,3,0.30000000000000004,32,2,0.1,64,4,0.1,72,2,1.8,0.2,COMPLETE
75,0.0160360521171242,2025-09-09 03:29:04.342102,2025-09-09 03:38:11.494592,0 days 00:09:07.152490,3,0.30000000000000004,32,2,0.1,64,5,0.1,72,6,1.6,0.25,COMPLETE
76,0.016072901431471106,2025-09-09 03:38:11.519735,2025-09-09 03:45:07.074148,0 days 00:06:55.554413,5,0.30000000000000004,32,2,0.1,96,6,0.1,72,6,1.6,0.3,COMPLETE
77,0.018592908792197705,2025-09-09 03:45:07.096250,2025-09-09 03:54:08.128483,0 days 00:09:01.032233,3,0.4,32,2,0.1,64,5,0.1,72,6,1.6,0.25,COMPLETE
78,0.016150994366034864,2025-09-09 03:54:08.153475,2025-09-09 04:00:16.124205,0 days 00:06:07.970730,3,0.30000000000000004,32,2,0.1,96,5,0.1,72,4,1.7000000000000002,0.25,COMPLETE
79,0.019161436357535422,2025-09-09 04:00:16.148184,2025-09-09 04:07:54.062380,0 days 00:07:37.914196,3,0.4,32,2,0.1,48,5,0.1,72,5,1.5,0.25,COMPLETE
80,0.014023609009260932,2025-09-09 04:07:54.087750,2025-09-09 04:13:36.517380,0 days 00:05:42.429630,5,0.30000000000000004,48,2,0.2,16,2,0.1,64,5,1.7000000000000002,0.3,COMPLETE
81,0.014301489340141416,2025-09-09 04:13:36.539350,2025-09-09 04:19:24.318523,0 days 00:05:47.779173,5,0.30000000000000004,48,2,0.2,16,2,0.1,64,5,1.7000000000000002,0.3,COMPLETE
82,0.014344193010280528,2025-09-09 04:19:24.332846,2025-09-09 04:26:18.226224,0 days 00:06:53.893378,5,0.30000000000000004,48,2,0.2,16,2,0.1,64,6,1.8,0.3,COMPLETE
83,0.014171965249503652,2025-09-09 04:26:18.249240,2025-09-09 04:32:05.686090,0 days 00:05:47.436850,5,0.30000000000000004,48,2,0.2,16,2,0.1,64,5,1.8,0.3,COMPLETE
84,0.016108598994712037,2025-09-09 04:32:05.706174,2025-09-09 04:38:59.899185,0 days 00:06:54.193011,5,0.30000000000000004,48,2,0.2,16,2,0.1,64,6,1.8,0.3,COMPLETE
85,0.014239849631364149,2025-09-09 04:38:59.913392,2025-09-09 04:44:45.985062,0 days 00:05:46.071670,5,0.30000000000000004,48,2,0.2,16,2,0.1,64,5,1.7000000000000002,0.3,COMPLETE
86,0.016176906041800977,2025-09-09 04:44:45.998818,2025-09-09 04:50:33.269786,0 days 00:05:47.270968,5,0.30000000000000004,48,2,0.2,16,2,0.1,64,5,1.7000000000000002,0.3,COMPLETE
87,0.0142298663345476,2025-09-09 04:50:33.283217,2025-09-09 04:56:21.346806,0 days 00:05:48.063589,5,0.30000000000000004,48,2,0.2,16,2,0.1,64,5,1.7000000000000002,0.3,COMPLETE
88,0.01540397279895842,2025-09-09 04:56:21.367879,2025-09-09 05:02:07.897036,0 days 00:05:46.529157,5,0.30000000000000004,48,2,0.2,16,2,0.1,64,5,1.7000000000000002,0.3,COMPLETE
89,0.015661131000767152,2025-09-09 05:02:07.919016,2025-09-09 05:07:55.851175,0 days 00:05:47.932159,5,0.30000000000000004,48,2,0.2,16,2,0.1,64,5,1.7000000000000002,0.3,COMPLETE
90,0.017419634324808912,2025-09-09 05:07:55.875489,2025-09-09 05:13:39.662678,0 days 00:05:43.787189,5,0.4,48,2,0.2,16,2,0.1,64,5,1.8,0.3,COMPLETE
91,0.014285211606572073,2025-09-09 05:13:39.681284,2025-09-09 05:19:26.037383,0 days 00:05:46.356099,5,0.30000000000000004,48,2,0.2,16,2,0.1,64,5,1.9000000000000001,0.3,COMPLETE
92,0.015016302916531759,2025-09-09 05:19:26.061619,2025-09-09 05:25:08.146131,0 days 00:05:42.084512,5,0.30000000000000004,48,2,0.2,16,2,0.1,64,5,1.9000000000000001,0.3,COMPLETE
93,0.051088450476527214,2025-09-09 05:25:08.169440,2025-09-09 05:30:58.446247,0 days 00:05:50.276807,5,0.30000000000000004,48,2,0.2,16,2,0.1,64,5,1.8,0.3,COMPLETE
94,0.014625430029506484,2025-09-09 05:30:58.471784,2025-09-09 05:36:43.507178,0 days 00:05:45.035394,5,0.30000000000000004,48,2,0.2,16,2,0.1,64,5,1.7000000000000002,0.3,COMPLETE
95,0.016819270110378662,2025-09-09 05:36:43.521573,2025-09-09 05:42:30.785391,0 days 00:05:47.263818,5,0.30000000000000004,48,2,0.30000000000000004,16,2,0.1,64,5,1.7000000000000002,0.3,COMPLETE
96,0.014084919836993018,2025-09-09 05:42:30.808921,2025-09-09 05:48:16.347881,0 days 00:05:45.538960,5,0.30000000000000004,48,2,0.2,16,2,0.1,64,5,1.8,0.3,COMPLETE
97,0.8840188292476038,2025-09-09 05:48:16.370681,2025-09-09 05:54:00.590928,0 days 00:05:44.220247,5,0.30000000000000004,48,2,0.2,16,2,0.1,64,5,2.0,0.3,COMPLETE
98,0.0179111762282749,2025-09-09 05:54:00.601883,2025-09-09 05:59:47.218268,0 days 00:05:46.616385,5,0.4,48,2,0.2,16,2,0.1,64,5,1.7000000000000002,0.3,COMPLETE
99,0.07125218901783228,2025-09-09 05:59:47.231297,2025-09-09 06:05:30.144926,0 days 00:05:42.913629,5,0.30000000000000004,48,2,0.2,16,2,0.1,64,5,1.9000000000000001,0.3,COMPLETE
