f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,err,index
0.00017657,1.467e-10,8946900.0,5.474,1.3151,97796000.0,0.94799,0.95028,9.381,1.5928,0.87642,0.0098269,0.9682,1.1296,1.0207,0.97483,7982400000.0,2.3802,138760000.0,0.9042,1.2639,0.89547,1.0689,1.0833,1.0105,1.0339,0.9136,0.96314,3.0452,1.0842,1.082,0.96924,1.0471,0.91509,12.724,9757600000.0,1.0875,2.730389699789052,initialization
0.00020932,1.7641e-10,9096500.0,6.1334,1.0908,113240000.0,0.83066,1.0095,7.4551,1.5231,0.94524,0.010447,0.77014,1.0303,1.0941,0.99788,9038400000.0,2.9857,168930000.0,0.80207,1.0949,0.93153,1.0941,1.0782,1.1177,0.85259,0.74964,0.76861,2.7236,0.99445,1.2723,0.7745,1.17,1.0391,12.656,11097000000.0,1.0474,3.429139743658888,LH pre-train 0
0.00018905,1.2675e-10,8021100.0,5.1796,1.284,88523000.0,0.86682,1.1866,10.088,1.6088,0.96706,0.0098626,0.81252,0.92588,0.81445,0.981,7521800000.0,2.1151,155030000.0,0.93934,1.2897,0.98755,0.87515,1.1686,0.94149,1.0887,0.85338,1.0422,2.5752,1.1386,1.308,0.9918,0.84957,0.73961,10.821,11160000000.0,1.2636,2.869172179151999,LH pre-train 1
0.00018155,1.5892e-10,8101600.0,5.4443,1.4361,93012000.0,0.7763,1.019,10.289,1.9184,0.85773,0.0095617,0.96642,0.91095,0.96074,1.0761,6530000000.0,2.4657,150010000.0,0.79389,1.2457,0.72035,1.1802,0.89038,1.2579,1.1677,0.97947,1.131,2.734,1.2269,0.88726,0.83375,0.83187,0.94501,12.634,9005000000.0,0.88598,3.16026574991869,LH pre-train 2
0.0001796,1.1771e-10,7624000.0,5.1456,1.1217,77963000.0,1.1223,0.78386,7.8386,1.2914,1.0541,0.0097082,0.9181,1.129,0.95497,1.1727,8225300000.0,1.9739,117700000.0,0.81307,1.1454,1.0118,0.99501,1.3539,1.1335,0.89387,1.0108,0.84725,2.7784,1.03,0.87105,0.91283,0.89453,0.93385,13.299,8459100000.0,1.2772,5.75012654230612,LH pre-train 3
0.00018751,1.537e-10,10755000.0,5.8733,1.1028,87701000.0,0.81736,1.0267,8.7545,1.5079,0.70737,0.011161,0.879,1.1384,1.1638,0.81336,9617900000.0,2.1189,171830000.0,1.0932,1.1116,0.94154,0.87637,1.2389,1.0189,0.94946,0.88927,1.0286,3.4449,1.1174,1.0245,1.0834,0.8692,1.029,10.764,11403000000.0,0.9348,3.095808219803601,LH pre-train 4
0.00019224,1.634e-10,10862000.0,4.5447,1.4279,116900000.0,1.1631,0.83641,8.1336,1.5899,0.88804,0.010686,0.86082,1.3201,1.2468,0.80507,6743800000.0,2.8369,148760000.0,0.88321,1.1955,1.0397,0.99345,1.0879,1.1273,1.1054,0.81801,0.94021,2.932,1.3182,1.3062,1.0422,1.123,1.1174,13.548,8658000000.0,1.1603,2.971685563305716,LH pre-train 5
0.00019769,1.1986e-10,7471300.0,6.6201,1.1147,91730000.0,1.0721,0.76069,8.6841,1.7326,0.77098,0.012247,1.0951,1.2368,0.83235,0.85289,8349600000.0,2.2615,144430000.0,0.98921,1.3187,0.95116,0.9214,0.98346,0.94731,0.96965,0.97323,0.92228,3.5006,1.1046,1.116,1.0205,1.3011,0.95056,13.798,8044400000.0,1.1854,5.88911234400627,LH pre-train 6
0.00019485,1.748e-10,9206700.0,4.4663,1.3958,111960000.0,0.94923,1.118,8.1388,1.5327,0.71354,0.011366,1.1909,0.96131,1.2503,0.91299,8710700000.0,2.3365,131320000.0,0.91951,1.1042,0.82838,1.1949,1.1433,0.82093,1.2729,0.78897,0.92677,3.6427,1.0318,1.2318,1.0463,1.0546,0.9527,15.514,11008000000.0,1.1528,2.379109624619556,LH pre-train 7
0.00018192,1.3943e-10,9894100.0,5.4565,1.2808,96541000.0,1.0486,0.94026,11.087,1.4019,0.76135,0.0087919,1.0019,1.357,0.83126,1.0763,8342400000.0,1.9975,142340000.0,0.85571,1.0173,1.0625,1.028,1.282,1.0715,0.91872,0.79485,0.89071,2.4435,0.89396,1.1474,0.85675,1.1054,1.143,15.89,11181000000.0,1.2692,3.684137004494821,LH pre-train 8
