V,E,t,CFLA,CALA,CFK,CBK,SEC,I,exp,time,VF,VA,VB
20,0.25,,0.49514725,0.0005181399999999994,1.0837626070000002,0.011514245000000001,,0.0,2,0.0,1.0,1.0,1.0
20,0.25,,0.4750128424477707,0.009596033067279975,0.6886338737667284,0.39716263052850737,,0.4,2,1.0,1.0234113712374584,0.9933110367892977,0.9832775919732442
20,0.25,,0.45271130504075807,0.032573374638141375,0.5759689201372167,0.5144261536939174,,0.6,2,2.0,1.0234113712374584,0.9933110367892977,0.9832775919732442
20,0.25,,0.40822372363381415,0.09395392287219545,0.4378751164083148,0.6559488268117344,,0.8,2,3.0,0.983277591973244,1.0033444816053512,1.0133779264214047
20,0.25,,0.30014611526109314,0.20784220885199672,0.2963981979886282,0.7892380750103686,,0.9,2,4.0,0.9425675675675675,1.0236486486486487,1.0337837837837838
30,0.25,,0.5042800000000001,4.999999999999796e-06,1.018588207,0.007420235000000001,,0.0,5,0.0,1.0,1.0,1.0
30,0.25,,0.4842864327119863,0.018317617288013878,0.6110312999635983,0.4157142564610121,,0.8,5,1.0,1.0033444816053512,1.0033444816053512,0.9933110367892976
30,0.25,,0.40015545722588636,0.11395337729024674,0.388355136706254,0.6429274263419965,,1.5,5,2.0,0.9696969696969697,1.02020202020202,1.01010101010101
30,0.25,,0.0001963185897404365,0.4537190769871818,0.0001028276158755348,0.9233356184688872,,0.2,5,4.0,0.7777777777777778,1.1111111111111112,1.1111111111111112
30,0.25,,5.169702371196219e-06,0.4645500237429719,5.524185083785011e-05,0.8592134115775939,,0.2,5,5.0,0.7203947368421054,1.0855263157894737,1.194078947368421
30,0.25,,0.9927815,0.0012092600000000002,1.9359526070000002,0.014723461,,0.0,6,0.0,1.0,1.0,1.0
30,0.25,,0.9488631476702127,0.032196365855003684,1.3135930501835433,0.6299731995633575,,1.1,6,1.0,1.0135135135135136,1.0033783783783783,0.9831081081081081
30,0.25,,0.8999287608790082,0.08162503938147311,1.120808994005756,0.828719649231179,,1.4,6,1.666666667,1.0135135135135136,1.0033783783783783,0.9831081081081081
30,0.25,,0.47244914308838476,0.5753378518880314,0.005459282921901846,1.7075756128401691,,1.9,6,4.0,0.7399999999999999,1.12,1.14
30,0.25,,0.0018684775931602658,0.8204542271674794,0.0010963017221416317,1.62502452983149,,1.0,6,5.0,0.5898305084745763,1.2101694915254235,1.2
30,0.25,,0.920709,4.999999999999796e-06,1.8859450070000001,0.009237026,,0.0,7,0.0,1.0,1.0,1.0
30,0.25,,0.8796562601019197,0.009030844606737769,1.3175630237198963,0.542075267116981,,0.7,7,1.0,1.0365448504983388,0.9867109634551493,0.9767441860465116
30,0.25,,0.8310149932990144,0.043782809969093235,1.1575574626019385,0.6953488619435861,,1.2,7,2.0,1.0564784053156147,0.9767441860465117,0.9667774086378739
30,0.25,,0.7759980402810726,0.13213927877048823,0.9539622543821568,0.9378016420279136,,1.7,7,3.0,1.016778523489933,0.9966442953020134,0.9865771812080537
