,Num,Type,Reaction,ELoss,Species,Formula,Energy(eV),Cross_section(m2)
0,56,EXCITATION,C2H3 -> CH2 CH,8.7,e / C2H3,E + C2H3 -> E + CH2 + CH,8.7,0.0
1,56,EXCITATION,C2H3 -> CH2 CH,8.7,e / C2H3,E + C2H3 -> E + CH2 + CH,8.8,9.08897e-27
2,56,EXCITATION,C2H3 -> CH2 CH,8.7,e / C2H3,E + C2H3 -> E + CH2 + CH,8.9,6.968310000000001e-26
3,56,EXCITATION,C2H3 -> CH2 CH,8.7,e / C2H3,E + C2H3 -> E + CH2 + CH,9.0,2.25494e-25
4,56,EXCITATION,C2H3 -> CH2 CH,8.7,e / C2H3,E + C2H3 -> E + CH2 + CH,9.1,5.12736e-25
5,56,EXCITATION,C2H3 -> CH2 CH,8.7,e / C2H3,E + C2H3 -> E + CH2 + CH,9.2,9.61101e-25
6,56,EXCITATION,C2H3 -> CH2 CH,8.7,e / C2H3,E + C2H3 -> E + CH2 + CH,9.3,1.5946100000000002e-24
7,56,EXCITATION,C2H3 -> CH2 CH,8.7,e / C2H3,E + C2H3 -> E + CH2 + CH,9.4,2.4323900000000003e-24
8,56,EXCITATION,C2H3 -> CH2 CH,8.7,e / C2H3,E + C2H3 -> E + CH2 + CH,9.5,3.48927e-24
9,56,EXCITATION,C2H3 -> CH2 CH,8.7,e / C2H3,E + C2H3 -> E + CH2 + CH,9.6,4.7764400000000005e-24
10,56,EXCITATION,C2H3 -> CH2 CH,8.7,e / C2H3,E + C2H3 -> E + CH2 + CH,9.8,8.07088e-24
11,56,EXCITATION,C2H3 -> CH2 CH,8.7,e / C2H3,E + C2H3 -> E + CH2 + CH,9.9,1.0086300000000001e-23
12,56,EXCITATION,C2H3 -> CH2 CH,8.7,e / C2H3,E + C2H3 -> E + CH2 + CH,10.0,1.2349100000000001e-23
13,56,EXCITATION,C2H3 -> CH2 CH,8.7,e / C2H3,E + C2H3 -> E + CH2 + CH,11.0,4.7844900000000004e-23
14,56,EXCITATION,C2H3 -> CH2 CH,8.7,e / C2H3,E + C2H3 -> E + CH2 + CH,12.0,1.02064e-22
15,56,EXCITATION,C2H3 -> CH2 CH,8.7,e / C2H3,E + C2H3 -> E + CH2 + CH,13.0,1.67491e-22
16,56,EXCITATION,C2H3 -> CH2 CH,8.7,e / C2H3,E + C2H3 -> E + CH2 + CH,14.0,2.37958e-22
17,56,EXCITATION,C2H3 -> CH2 CH,8.7,e / C2H3,E + C2H3 -> E + CH2 + CH,15.0,3.09191e-22
18,56,EXCITATION,C2H3 -> CH2 CH,8.7,e / C2H3,E + C2H3 -> E + CH2 + CH,16.0,3.7848e-22
19,56,EXCITATION,C2H3 -> CH2 CH,8.7,e / C2H3,E + C2H3 -> E + CH2 + CH,17.0,4.44231e-22
20,56,EXCITATION,C2H3 -> CH2 CH,8.7,e / C2H3,E + C2H3 -> E + CH2 + CH,18.0,5.05597e-22
21,56,EXCITATION,C2H3 -> CH2 CH,8.7,e / C2H3,E + C2H3 -> E + CH2 + CH,19.0,5.62219e-22
22,56,EXCITATION,C2H3 -> CH2 CH,8.7,e / C2H3,E + C2H3 -> E + CH2 + CH,20.0,6.14038e-22
23,56,EXCITATION,C2H3 -> CH2 CH,8.7,e / C2H3,E + C2H3 -> E + CH2 + CH,30.0,9.20858e-22
24,56,EXCITATION,C2H3 -> CH2 CH,8.7,e / C2H3,E + C2H3 -> E + CH2 + CH,40.0,1.01287e-21
25,56,EXCITATION,C2H3 -> CH2 CH,8.7,e / C2H3,E + C2H3 -> E + CH2 + CH,50.0,1.02295e-21
26,56,EXCITATION,C2H3 -> CH2 CH,8.7,e / C2H3,E + C2H3 -> E + CH2 + CH,60.0,1.00116e-21
27,56,EXCITATION,C2H3 -> CH2 CH,8.7,e / C2H3,E + C2H3 -> E + CH2 + CH,70.0,9.67151e-22
28,56,EXCITATION,C2H3 -> CH2 CH,8.7,e / C2H3,E + C2H3 -> E + CH2 + CH,80.0,9.29245e-22
29,56,EXCITATION,C2H3 -> CH2 CH,8.7,e / C2H3,E + C2H3 -> E + CH2 + CH,90.0,8.91088e-22
30,56,EXCITATION,C2H3 -> CH2 CH,8.7,e / C2H3,E + C2H3 -> E + CH2 + CH,100.0,8.5429e-22
