,Num,Type,Reaction,ELoss,Species,Formula,Energy(eV),Cross_section(m2)
0,11,EXCITATION,CH4 -> CH4(v13),0.37,e / CH4,E + CH4 -> E + CH4(v13),0.37,0.0
1,11,EXCITATION,CH4 -> CH4(v13),0.37,e / CH4,E + CH4 -> E + CH4(v13),0.37101,1.33224e-22
2,11,EXCITATION,CH4 -> CH4(v13),0.37,e / CH4,E + CH4 -> E + CH4(v13),0.3748,6.426100000000002e-22
3,11,EXCITATION,CH4 -> CH4(v13),0.37,e / CH4,E + CH4 -> E + CH4(v13),0.37939,8.08715e-22
4,11,EXCITATION,CH4 -> CH4(v13),0.37,e / CH4,E + CH4 -> E + CH4(v13),0.38326,1.00496e-21
5,11,EXCITATION,CH4 -> CH4(v13),0.37,e / CH4,E + CH4 -> E + CH4(v13),0.38717,1.20738e-21
6,11,EXCITATION,CH4 -> CH4(v13),0.37,e / CH4,E + CH4 -> E + CH4(v13),0.39192,1.51947e-21
7,11,EXCITATION,CH4 -> CH4(v13),0.37,e / CH4,E + CH4 -> E + CH4(v13),0.39591,1.95712e-21
8,11,EXCITATION,CH4 -> CH4(v13),0.37,e / CH4,E + CH4 -> E + CH4(v13),0.40982,2.2973899999999997e-21
9,11,EXCITATION,CH4 -> CH4(v13),0.37,e / CH4,E + CH4 -> E + CH4(v13),0.42335,2.8249299999999997e-21
10,11,EXCITATION,CH4 -> CH4(v13),0.37,e / CH4,E + CH4 -> E + CH4(v13),0.44268,3.27439e-21
11,11,EXCITATION,CH4 -> CH4(v13),0.37,e / CH4,E + CH4 -> E + CH4(v13),0.4573,3.63092e-21
12,11,EXCITATION,CH4 -> CH4(v13),0.37,e / CH4,E + CH4 -> E + CH4(v13),0.48307,3.94223e-21
13,11,EXCITATION,CH4 -> CH4(v13),0.37,e / CH4,E + CH4 -> E + CH4(v13),0.5282,3.89265e-21
14,11,EXCITATION,CH4 -> CH4(v13),0.37,e / CH4,E + CH4 -> E + CH4(v13),0.57056,3.63092e-21
15,11,EXCITATION,CH4 -> CH4(v13),0.37,e / CH4,E + CH4 -> E + CH4(v13),0.62261,3.3512499999999998e-21
16,11,EXCITATION,CH4 -> CH4(v13),0.37,e / CH4,E + CH4 -> E + CH4(v13),0.69616,3.13252e-21
17,11,EXCITATION,CH4 -> CH4(v13),0.37,e / CH4,E + CH4 -> E + CH4(v13),0.79436,2.9591099999999997e-21
18,11,EXCITATION,CH4 -> CH4(v13),0.37,e / CH4,E + CH4 -> E + CH4(v13),0.93824,2.7893999999999997e-21
19,11,EXCITATION,CH4 -> CH4(v13),0.37,e / CH4,E + CH4 -> E + CH4(v13),1.17063,2.76014e-21
20,11,EXCITATION,CH4 -> CH4(v13),0.37,e / CH4,E + CH4 -> E + CH4(v13),1.52418,2.7893999999999997e-21
21,11,EXCITATION,CH4 -> CH4(v13),0.37,e / CH4,E + CH4 -> E + CH4(v13),2.03346,2.8249299999999997e-21
22,11,EXCITATION,CH4 -> CH4(v13),0.37,e / CH4,E + CH4 -> E + CH4(v13),2.5944,2.9218899999999997e-21
23,11,EXCITATION,CH4 -> CH4(v13),0.37,e / CH4,E + CH4 -> E + CH4(v13),3.19778,3.06067e-21
24,11,EXCITATION,CH4 -> CH4(v13),0.37,e / CH4,E + CH4 -> E + CH4(v13),3.81553,3.20605e-21
25,11,EXCITATION,CH4 -> CH4(v13),0.37,e / CH4,E + CH4 -> E + CH4(v13),4.45208,3.42991e-21
26,11,EXCITATION,CH4 -> CH4(v13),0.37,e / CH4,E + CH4 -> E + CH4(v13),4.978,3.67716e-21
27,11,EXCITATION,CH4 -> CH4(v13),0.37,e / CH4,E + CH4 -> E + CH4(v13),5.55477,4.02626e-21
28,11,EXCITATION,CH4 -> CH4(v13),0.37,e / CH4,E + CH4 -> E + CH4(v13),6.13576,4.41782e-21
29,11,EXCITATION,CH4 -> CH4(v13),0.37,e / CH4,E + CH4 -> E + CH4(v13),6.62784,4.84746e-21
30,11,EXCITATION,CH4 -> CH4(v13),0.37,e / CH4,E + CH4 -> E + CH4(v13),6.86057,5.30767e-21
31,11,EXCITATION,CH4 -> CH4(v13),0.37,e / CH4,E + CH4 -> E + CH4(v13),7.15938,5.7506e-21
32,11,EXCITATION,CH4 -> CH4(v13),0.37,e / CH4,E + CH4 -> E + CH4(v13),7.41079,6.2305e-21
33,11,EXCITATION,CH4 -> CH4(v13),0.37,e / CH4,E + CH4 -> E + CH4(v13),7.90821,5.55976e-21
34,11,EXCITATION,CH4 -> CH4(v13),0.37,e / CH4,E + CH4 -> E + CH4(v13),8.54244,4.73628e-21
35,11,EXCITATION,CH4 -> CH4(v13),0.37,e / CH4,E + CH4 -> E + CH4(v13),9.34062,3.98403e-21
36,11,EXCITATION,CH4 -> CH4(v13),0.37,e / CH4,E + CH4 -> E + CH4(v13),10.65822,3.16573e-21
37,11,EXCITATION,CH4 -> CH4(v13),0.37,e / CH4,E + CH4 -> E + CH4(v13),12.03886,2.63499e-21
38,11,EXCITATION,CH4 -> CH4(v13),0.37,e / CH4,E + CH4 -> E + CH4(v13),13.16374,2.2164799999999997e-21
39,11,EXCITATION,CH4 -> CH4(v13),0.37,e / CH4,E + CH4 -> E + CH4(v13),14.86894,1.84488e-21
40,11,EXCITATION,CH4 -> CH4(v13),0.37,e / CH4,E + CH4 -> E + CH4(v13),16.06142,1.60851e-21
41,11,EXCITATION,CH4 -> CH4(v13),0.37,e / CH4,E + CH4 -> E + CH4(v13),17.92233,1.3248e-21
42,11,EXCITATION,CH4 -> CH4(v13),0.37,e / CH4,E + CH4 -> E + CH4(v13),19.59694,1.08882e-21
43,11,EXCITATION,CH4 -> CH4(v13),0.37,e / CH4,E + CH4 -> E + CH4(v13),21.38457,8.85494e-22
44,11,EXCITATION,CH4 -> CH4(v13),0.37,e / CH4,E + CH4 -> E + CH4(v13),23.62124,6.73132e-22
45,11,EXCITATION,CH4 -> CH4(v13),0.37,e / CH4,E + CH4 -> E + CH4(v13),25.25795,5.28148e-22
46,11,EXCITATION,CH4 -> CH4(v13),0.37,e / CH4,E + CH4 -> E + CH4(v13),26.41162,4.1090999999999998e-22
47,11,EXCITATION,CH4 -> CH4(v13),0.37,e / CH4,E + CH4 -> E + CH4(v13),27.28362,3.29973e-22
48,11,EXCITATION,CH4 -> CH4(v13),0.37,e / CH4,E + CH4 -> E + CH4(v13),28.52981,2.45085e-22
49,11,EXCITATION,CH4 -> CH4(v13),0.37,e / CH4,E + CH4 -> E + CH4(v13),29.17409,1.87887e-22
50,11,EXCITATION,CH4 -> CH4(v13),0.37,e / CH4,E + CH4 -> E + CH4(v13),29.47174,1.54746e-22
51,11,EXCITATION,CH4 -> CH4(v13),0.37,e / CH4,E + CH4 -> E + CH4(v13),29.77242,1.0586000000000001e-22
