,Num,Type,Reaction,ELoss,Species,Formula,Energy(eV),Cross_section(m2)
0,79,IONIZATION,C2H6 -> H C2H5+,12.65,e / C2H6,E + C2H6 -> E + E + H + C2H5+,12.65,0.0
1,79,IONIZATION,C2H6 -> H C2H5+,12.65,e / C2H6,E + C2H6 -> E + E + H + C2H5+,13.8,4.1156700000000006e-24
2,79,IONIZATION,C2H6 -> H C2H5+,12.65,e / C2H6,E + C2H6 -> E + E + H + C2H5+,13.9,1.12107e-23
3,79,IONIZATION,C2H6 -> H C2H5+,12.65,e / C2H6,E + C2H6 -> E + E + H + C2H5+,14.0,2.01735e-23
4,79,IONIZATION,C2H6 -> H C2H5+,12.65,e / C2H6,E + C2H6 -> E + E + H + C2H5+,15.0,2.10684e-22
5,79,IONIZATION,C2H6 -> H C2H5+,12.65,e / C2H6,E + C2H6 -> E + E + H + C2H5+,16.0,5.41605e-22
6,79,IONIZATION,C2H6 -> H C2H5+,12.65,e / C2H6,E + C2H6 -> E + E + H + C2H5+,17.0,9.3704e-22
7,79,IONIZATION,C2H6 -> H C2H5+,12.65,e / C2H6,E + C2H6 -> E + E + H + C2H5+,18.0,1.33913e-21
8,79,IONIZATION,C2H6 -> H C2H5+,12.65,e / C2H6,E + C2H6 -> E + E + H + C2H5+,19.0,1.71461e-21
9,79,IONIZATION,C2H6 -> H C2H5+,12.65,e / C2H6,E + C2H6 -> E + E + H + C2H5+,20.0,2.04843e-21
10,79,IONIZATION,C2H6 -> H C2H5+,12.65,e / C2H6,E + C2H6 -> E + E + H + C2H5+,30.0,3.57697e-21
11,79,IONIZATION,C2H6 -> H C2H5+,12.65,e / C2H6,E + C2H6 -> E + E + H + C2H5+,40.0,4.0551e-21
12,79,IONIZATION,C2H6 -> H C2H5+,12.65,e / C2H6,E + C2H6 -> E + E + H + C2H5+,50.0,4.3686e-21
13,79,IONIZATION,C2H6 -> H C2H5+,12.65,e / C2H6,E + C2H6 -> E + E + H + C2H5+,60.0,4.57904e-21
14,79,IONIZATION,C2H6 -> H C2H5+,12.65,e / C2H6,E + C2H6 -> E + E + H + C2H5+,70.0,4.70203e-21
15,79,IONIZATION,C2H6 -> H C2H5+,12.65,e / C2H6,E + C2H6 -> E + E + H + C2H5+,80.0,4.75757e-21
16,79,IONIZATION,C2H6 -> H C2H5+,12.65,e / C2H6,E + C2H6 -> E + E + H + C2H5+,90.0,4.76446e-21
17,79,IONIZATION,C2H6 -> H C2H5+,12.65,e / C2H6,E + C2H6 -> E + E + H + C2H5+,100.0,4.73753e-21
