         Time_s                                                                                                               01                                                                                                               02                                                                                                               03                                                                                                               04                                                                                                               05                                                                                                               06                                                                                                               07                                                                                                               08                                                                                                               09                                                                                                               10                                                                                                               11                                                                                                               12                                                                                                               13                                                                                                               14                                                                                                               15                                                                                                               16                                                                                                               17                                                                                                               18                                                                                                               19                                                                                                               20                                                                                                               21                                                                                                               22                                                                                                               23                                                                                                               24                                                                                                               25                                                                                                               26                                                                                                               27                                                                                                               28                                                                                                               29                                                                                                               30                                                                                                               31                                                                                                               32                                                                                                               33                                                                                                               34                                                                                                               35                                                                                                               36                                                                                                               37                                                                                                               38
   0.000000E+00   1.0000E+06   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   2.4220E+19   0.0000E+00   0.0000E+00   1.0000E+06   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00
   1.000000E-06   1.0000E+06   1.0506E-09   6.1289E+09   5.1397E+09   8.9907E-19   2.4220E+19   1.1914E+01   1.1916E+01   9.9411E-09   1.0000E+06   1.1283E-04   3.7196E-24   6.1309E-24   1.6181E-23   4.1271E-28   2.4148E-05   1.5850E+04   2.8378E-15   8.3031E-16   1.5922E-19   9.0061E-07   2.4538E-04   2.1012E-08   3.5330E-27   3.6940E-27   6.0795E-32   3.3770E-26   5.4866E-45   1.6255E-49   2.0484E-34   2.1839E-21   4.3144E-40   3.2710E-40   2.0713E-45   7.7272E-34   7.6925E-40   5.1387E+09   6.1289E+09
   2.000000E-06   1.0000E+06   5.2206E-08   1.0485E+11   7.0747E+10   1.5460E-16   2.4220E+19   2.3126E+01   2.5074E+01   4.3564E-07   1.0000E+06   1.4208E-01   2.9867E-21   4.6982E-21   1.4405E-20   3.6416E-23   4.3187E-02   4.0086E+06   6.5711E-13   1.8787E-13   8.8479E-16   3.3785E-03   6.7313E-02   4.3118E-06   8.3052E-25   9.1277E-25   2.6627E-28   3.4151E-21   4.8900E-40   3.1623E-43   3.0146E-28   1.2130E-16   2.6422E-35   2.0781E-35   3.7568E-39   1.0740E-27   1.8781E-32   7.0754E+10   1.0485E+11
   3.000000E-06   1.0000E+06   1.5242E-07   2.2040E+11   1.4673E+11   3.7275E-16   2.4220E+19   3.4086E+01   3.8220E+01   5.2316E-07   1.0000E+06   2.2733E+00   8.2748E-20   1.2932E-19   4.0223E-19   1.2855E-21   7.0323E-01   3.1791E+07   9.4027E-12   2.6816E-12   1.5162E-14   1.0163E-01   9.8145E-01   3.3655E-05   1.1714E-23   1.2953E-23   4.4159E-27   7.2940E-19   1.8638E-37   1.4465E-40   2.4276E-25   1.3848E-14   5.4519E-33   4.3101E-33   9.3002E-37   8.2821E-25   5.3195E-29   1.4679E+11   2.2043E+11
   4.000000E-06   1.0000E+06   2.9529E-07   3.3803E+11   2.2396E+11   5.7963E-16   2.4220E+19   4.5014E+01   5.1363E+01   5.3495E-07   9.9999E+05   1.1901E+01   6.3495E-19   9.9132E-19   3.0898E-18   1.0193E-20   3.6913E+00   1.1099E+08   4.8366E-11   1.3788E-11   8.0205E-14   8.0505E-01   5.0640E+00   1.1675E-04   5.9818E-23   6.6215E-23   2.3129E-26   1.9310E-17   7.2297E-36   5.7362E-39   1.4455E-23   2.4825E-13   1.4402E-31   1.1394E-31   2.5118E-35   5.9424E-23   8.4214E-27   2.2418E+11   3.3814E+11
   5.000000E-06   1.0000E+06   4.7975E-07   4.5612E+11   3.0145E+11   7.8226E-16   2.4220E+19   5.5933E+01   6.4506E+01   5.3666E-07   9.9998E+05   3.8612E+01   2.7346E-18   4.2683E-18   1.3311E-17   4.4253E-20   1.1985E+01   2.6958E+08   1.5617E-10   4.4514E-11   2.6098E-13   3.5136E+00   1.6365E+01   2.8263E-04   1.9236E-22   2.1299E-22   7.4899E-26   2.0060E-16   9.9544E-35   7.9280E-38   2.6817E-22   1.9424E-12   1.4969E-30   1.1843E-30   2.6213E-34   1.3489E-21   3.3680E-25   3.0199E+11   4.5639E+11
   6.000000E-06   1.0000E+06   7.0519E-07   5.7415E+11   3.7885E+11   9.8312E-16   2.4220E+19   6.6853E+01   7.7649E+01   5.3666E-07   9.9996E+05   9.6039E+01   8.5033E-18   1.3272E-17   4.1394E-17   1.3785E-19   2.9815E+01   5.3523E+08   3.8790E-10   1.1056E-10   6.4964E-13   1.0997E+01   4.0657E+01   5.6006E-04   4.7659E-22   5.2774E-22   1.8593E-25   1.2349E-15   7.6547E-34   6.0984E-37   2.5928E-21   9.5680E-12   9.2214E-30   7.2961E-30   1.6155E-33   1.5663E-20   6.1025E-24   3.7992E+11   5.7468E+11
   7.000000E-06   1.0000E+06   9.7158E-07   6.9203E+11   4.5612E+11   1.1836E-15   2.4220E+19   7.7772E+01   9.0792E+01   5.3666E-07   9.9991E+05   2.0185E+02   2.1471E-17   3.3512E-17   1.0452E-16   3.4826E-19   6.2669E+01   9.3534E+08   8.1490E-10   2.3227E-10   1.3658E-12   2.7870E+01   8.5418E+01   9.7771E-04   9.9960E-22   1.1069E-21   3.9025E-25   5.4463E-15   4.0563E-33   3.2317E-36   1.6552E-20   3.5116E-11   4.0686E-29   3.2191E-29   7.1285E-33   1.1762E-19   6.6177E-23   4.5799E+11   6.9297E+11
   8.000000E-06   1.0000E+06   1.2789E-06   8.0975E+11   5.3323E+11   1.3837E-15   2.4220E+19   8.8691E+01   1.0393E+02   5.3666E-07   9.9984E+05   3.7774E+02   4.6941E-17   7.3263E-17   2.2851E-16   7.6150E-19   1.1727E+02   1.4972E+09   1.5246E-09   4.3456E-10   2.5561E-12   6.1066E+01   1.5981E+02   1.5644E-03   1.8683E-21   2.0689E-21   7.2962E-25   1.9071E-14   1.6606E-32   1.3230E-35   7.9238E-20   1.0519E-10   1.4250E-28   1.1275E-28   2.4968E-32   6.4968E-19   4.9915E-22   5.3622E+11   8.1125E+11
   9.000000E-06   1.0000E+06   1.6272E-06   9.2729E+11   6.1014E+11   1.5833E-15   2.4220E+19   9.9610E+01   1.1708E+02   5.3666E-07   9.9973E+05   6.4935E+02   9.2341E-17   1.4412E-16   4.4953E-16   1.4981E-18   2.0159E+02   2.2478E+09   2.6206E-09   7.4694E-10   4.3943E-12   1.2031E+02   2.7468E+02   2.3493E-03   3.2098E-21   3.5545E-21   1.2537E-24   5.6292E-14   5.6057E-32   4.4662E-35   3.0577E-19   2.7141E-10   4.2070E-28   3.3286E-28   7.3714E-32   2.8418E-18   2.8451E-21   6.1464E+11   9.2953E+11
