EXCITATION	
C2H4(v1) -> CH3 CH	
8.7	
SPECIES: e / C2H4(v1)	
PROCESS: E + C2H4(v1) -> E + CH3 CH, Excitation	
PARAM.:  E = 8.7 eV, complete set	
COLUMNS: Energy (eV) | Cross section (m2)	
-----------------------------	
8.7	0
8.8	9.94423E-27
8.9	7.62402E-26
9	2.46713E-25
9.1	5.60984E-25
9.2	1.05154E-24
9.3	1.74466E-24
9.4	2.66127E-24
9.5	3.81761E-24
9.6	5.2259E-24
9.7	6.8949E-24
9.8	8.83034E-24
10	1.35112E-23
11	5.2347E-23
12	1.11668E-22
13	1.83252E-22
14	2.60349E-22
15	3.38285E-22
16	4.14094E-22
17	4.86032E-22
18	5.53174E-22
19	6.15123E-22
20	6.71819E-22
30	1.00751E-21
40	1.10817E-21
50	1.11921E-21
60	1.09536E-21
70	1.05816E-21
80	1.01669E-21
90	9.74938E-22
100	9.34678E-22
-----------------------------
