EXCITATION	
C2H4 -> C2H2 H H	
6.5	
SPECIES: e / C2H4	
PROCESS: E + C2H4 -> E + C2H2 H H, Excitation	
PARAM.:  E = 6.5 eV, complete set	
COLUMNS: Energy (eV) | Cross section (m2)	
-----------------------------	
6.5	0
6.6	7.86911E-26
6.7	5.94604E-25
6.8	1.8971E-24
7	7.86875E-24
7.5	4.84782E-23
8	1.28202E-22
8.5	2.4176E-22
8.6	2.67799E-22
8.8	3.22644E-22
9	3.8073E-22
9.5	5.36851E-22
10	7.0313E-22
11	1.04548E-21
12	1.37862E-21
13	1.68792E-21
14	1.96735E-21
15	2.21558E-21
16	2.43372E-21
17	2.62402E-21
18	2.78917E-21
19	2.9319E-21
20	3.05483E-21
30	3.60813E-21
40	3.62308E-21
50	3.48738E-21
60	3.31311E-21
70	3.1366E-21
80	2.96995E-21
90	2.81665E-21
100	2.67703E-21
-----------------------------
