EXCITATION	
C2H4 -> CH2 CH2	
8.9	
SPECIES: e / C2H4	
PROCESS: E + C2H4 -> E + CH2 CH2, Excitation	
PARAM.:  E = 8.9 eV, complete set	
COLUMNS: Energy (eV) | Cross section (m2)	
-----------------------------	
8.9	0
9	9.13753E-27
9.05	3.02028E-26
9.1	7.0123E-26
9.15	1.34165E-25
9.2	2.27132E-25
9.25	3.534E-25
9.3	5.16938E-25
9.5	1.61055E-24
9.7	3.53019E-24
9.8	4.83645E-24
9.9	6.38625E-24
10	8.18541E-24
11	3.98443E-23
12	9.25704E-23
13	1.58853E-22
14	2.31974E-22
15	3.07079E-22
16	3.80983E-22
17	4.51737E-22
18	5.18247E-22
19	5.79982E-22
20	6.36774E-22
30	9.79394E-22
40	1.08707E-21
50	1.10303E-21
60	1.0826E-21
70	1.04784E-21
80	1.00815E-21
90	9.67761E-22
100	9.28549E-22
-----------------------------
