         Time_s                                                                                                               01                                                                                                               02                                                                                                               03                                                                                                               04                                                                                                               05                                                                                                               06                                                                                                               07                                                                                                               08                                                                                                               09                                                                                                               10                                                                                                               11                                                                                                               12                                                                                                               13                                                                                                               14                                                                                                               15                                                                                                               16                                                                                                               17                                                                                                               18                                                                                                               19                                                                                                               20                                                                                                               21                                                                                                               22                                                                                                               23                                                                                                               24                                                                                                               25                                                                                                               26                                                                                                               27                                                                                                               28                                                                                                               29                                                                                                               30                                                                                                               31                                                                                                               32                                                                                                               33                                                                                                               34                                                                                                               35                                                                                                               36                                                                                                               37                                                                                                               38                                                                                                               39
   0.000000E+00   1.0000E+06   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   2.1586E+19   0.0000E+00   0.0000E+00   1.0000E+06   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00
   1.000000E-06   1.0000E+06   1.0689E+08   4.4604E+07   2.4660E+09   9.5024E+06   4.5318E-20   2.1586E+19   1.7936E+05   1.8213E+05   2.6155E-08   1.0000E+06   8.2864E-03   7.0499E-18   1.1565E-17   3.1104E-17   1.4184E-27   4.0301E+00   2.7404E+09   1.5861E-05   4.6269E-06   1.1361E-15   5.9690E-02   1.1640E-16   9.0476E-10   2.9279E-24   3.0734E-24   6.2173E-35   7.5391E-22   4.1713E-36   1.5183E-46   6.0687E-34   1.9640E-16   1.2154E-30   9.2245E-31   8.2122E-42   6.6074E-24   1.9802E-33   5.7476E+09   5.3578E+09
   2.000000E-06   1.0000E+06   3.0175E+10   1.9247E+09   3.8338E+10   1.0942E+08   6.0529E-18   2.1586E+19   3.3552E+05   3.7691E+05   8.4123E-07   1.0000E+06   1.7113E+00   8.1107E-16   1.2530E-15   3.9851E-15   1.3128E-23   1.1580E+03   1.2134E+11   6.0297E-04   1.7131E-04   9.1677E-13   1.4364E+02   5.4231E-15   1.8128E-05   3.4625E-20   3.8717E-20   1.2262E-29   2.3745E-18   9.0967E-33   6.6619E-42   8.2928E-29   4.5326E-12   1.9892E-26   1.5867E-26   3.2150E-36   2.2544E-17   1.4128E-25   3.0507E+11   1.9178E+11
   3.000000E-06   1.0000E+06   7.3334E+10   2.4017E+09   8.1401E+10   2.2797E+08   1.5185E-17   2.1586E+19   4.8505E+05   5.7020E+05   1.0419E-06   1.0000E+06   7.7880E+00   6.3571E-15   9.7222E-15   3.1469E-14   1.3529E-22   5.3606E+03   2.6975E+11   2.4147E-03   6.8378E-04   4.4794E-12   1.3090E+03   3.8121E-14   6.7994E-04   2.3387E-18   2.6395E-18   1.0244E-27   4.1574E-17   2.8495E-31   2.5921E-40   5.9646E-27   1.5751E-10   1.2451E-24   1.0013E-24   2.5256E-34   3.4392E-15   8.4386E-23   6.8879E+11   4.2688E+11
   4.000000E-06   1.0000E+06   1.1944E+11   2.4827E+09   1.2596E+11   3.5037E+08   2.4024E-17   2.1586E+19   6.3321E+05   7.6315E+05   1.0762E-06   1.0000E+06   1.8853E+01   2.2572E-14   3.4435E-14   1.1192E-13   5.1071E-22   1.3023E+04   4.2442E+11   5.6231E-03   1.5907E-03   1.1050E-11   4.9181E+03   1.3313E-13   6.0699E-03   3.0913E-17   3.4943E-17   1.4011E-26   2.3290E-16   2.3610E-30   2.2280E-39   7.9217E-26   1.3590E-09   1.5828E-23   1.2746E-23   3.3301E-33   7.2821E-14   4.1273E-21   1.0905E+12   6.7229E+11
   5.000000E-06   1.0000E+06   1.6607E+11   2.4964E+09   1.7077E+11   4.7344E+08   3.2627E-17   2.1586E+19   7.8114E+05   9.5604E+05   1.0820E-06   1.0000E+06   3.4989E+01   5.5790E-14   8.5042E-14   2.7675E-13   1.2865E-21   2.4161E+04   5.8017E+11   1.0263E-02   2.9021E-03   2.0621E-11   1.2449E+04   3.5097E-13   2.8374E-02   1.9348E-16   2.1877E-16   8.8330E-26   7.8596E-16   1.0641E-29   1.0129E-38   4.9240E-25   6.2407E-09   9.7023E-23   7.8157E-23   2.0575E-32   6.2783E-13   6.4774E-20   1.4955E+12   9.1951E+11
   6.000000E-06   1.0000E+06   2.1271E+11   2.4964E+09   2.1558E+11   5.9651E+08   4.1118E-17   2.1586E+19   9.2906E+05   1.1489E+06   1.0820E-06   1.0000E+06   5.6238E+01   1.1243E-13   1.7134E-13   5.5783E-13   2.6095E-21   3.8754E+04   7.3595E+11   1.6342E-02   4.6202E-03   3.3161E-11   2.5361E+04   8.0896E-13   9.2705E-02   7.9573E-16   8.9981E-16   3.6367E-25   2.0047E-15   3.4074E-29   3.2489E-38   2.0098E-24   2.0176E-08   3.9406E-22   3.1745E-22   8.3661E-32   3.2888E-12   5.4141E-19   1.9004E+12   1.1667E+12
   7.000000E-06   1.0000E+06   2.5935E+11   2.4964E+09   2.6040E+11   7.1958E+08   4.9609E-17   2.1586E+19   1.0770E+06   1.3418E+06   1.0820E-06   1.0000E+06   8.2690E+01   1.9896E-13   3.0316E-13   9.8722E-13   4.6306E-21   5.6802E+04   8.9173E+11   2.3861E-02   6.7451E-03   4.8669E-11   4.5107E+04   1.7282E-12   2.4187E-01   2.5072E-15   2.8351E-15   1.1461E-24   4.2890E-15   8.7831E-29   8.3783E-38   6.2950E-24   5.2274E-08   1.2313E-21   9.9195E-22   2.6149E-31   1.2578E-11   3.0199E-18   2.3054E+12   1.4140E+12
   8.000000E-06   1.0000E+06   3.0599E+11   2.4964E+09   3.0521E+11   8.4265E+08   5.8099E-17   2.1586E+19   1.2249E+06   1.5347E+06   1.0820E-06   1.0000E+06   1.1445E+02   3.2197E-13   4.9056E-13   1.5976E-12   7.5037E-21   7.8303E+04   1.0475E+12   3.2818E-02   9.2766E-03   6.7145E-11   7.3137E+04   3.4951E-12   5.4111E-01   6.5771E-15   7.4375E-15   3.0068E-24   8.1377E-15   1.9502E-28   1.8606E-37   1.6447E-23   1.1638E-07   3.2113E-21   2.5870E-21   6.8201E-31   3.8781E-11   1.2773E-17   2.7103E+12   1.6612E+12
   9.000000E-06   1.0000E+06   3.5263E+11   2.4964E+09   3.5003E+11   9.6572E+08   6.6590E-17   2.1586E+19   1.3728E+06   1.7276E+06   1.0820E-06   1.0000E+06   1.5166E+02   4.8819E-13   7.4380E-13   2.4225E-12   1.1386E-20   1.0326E+05   1.2033E+12   4.3214E-02   1.2215E-02   8.8590E-11   1.1090E+05   6.7392E-12   1.0829E+00   1.5108E-14   1.7085E-14   6.9070E-24   1.4152E-14   3.8848E-28   3.7066E-37   3.7685E-23   2.3206E-07   7.3446E-21   5.9167E-21   1.5599E-30   1.0239E-10   4.4390E-17   3.1153E+12   1.9084E+12
   1.000000E-05   1.0000E+06   3.9926E+11   2.4964E+09   3.9484E+11   1.0888E+09   7.5081E-17   2.1586E+19   1.5208E+06   1.9205E+06   1.0820E-06   1.0000E+06   1.9446E+02   7.0455E-13   1.0734E-12   3.4961E-12   1.6439E-20   1.3167E+05   1.3591E+12   5.5050E-02   1.5560E-02   1.1300E-10   1.5985E+05   1.2423E-11   1.9918E+00   3.1369E-14   3.5473E-14   1.4341E-23   2.3038E-14   7.1259E-28   6.7993E-37   7.8149E-23   4.2563E-07   1.5198E-20   1.2244E-20   3.2279E-30   2.4014E-10   1.3243E-16   3.5202E+12   2.1557E+12
