time,NF_LA,dNF_LA/dt,NA_LA,dNA_LA/dt,NF_K,dNF_K/dt,NB_K,dNB_K/dt,VF,dVF/dt,VA,dVA/dt,VB,dVB/dt
1.59,0.39738062,-0.054520577,0.10193397,0.05647212,0.76379156,-0.14795528,0.22839364,0.1461704,0.98360914,-0.014194887,0.99383223,-0.00094783306,1.0105168,0.0111075975
1.6,0.39683563,-0.054498885,0.10249851,0.056454033,0.762312,-0.14795753,0.22985572,0.14620788,0.98346704,-0.01420752,0.9938228,-0.0009395182,1.0106282,0.011149995
1.61,0.39629084,-0.054477833,0.103062876,0.056436397,0.76083237,-0.14795971,0.23131818,0.14624554,0.9833248,-0.014219925,0.9938135,-0.0009313002,1.0107402,0.011192247
1.62,0.39574626,-0.054457366,0.10362707,0.05641917,0.75935274,-0.14796177,0.23278101,0.1462834,0.9831825,-0.014232133,0.9938043,-0.0009231791,1.0108525,0.011234362
1.63,0.3952019,-0.054437526,0.104191095,0.056402333,0.7578731,-0.14796375,0.23424423,0.14632146,0.98304003,-0.014244124,0.9937951,-0.0009151697,1.0109652,0.011276361
1.64,0.3946577,-0.05441828,0.104754955,0.056385916,0.75639343,-0.14796565,0.23570782,0.14635967,0.98289746,-0.014255941,0.99378604,-0.0009072125,1.0110784,0.011318207
1.65,0.39411372,-0.054399606,0.10531865,0.05636993,0.75491375,-0.14796746,0.2371718,0.14639804,0.98275477,-0.014267556,0.99377704,-0.0008993745,1.011192,0.011359904
1.66,0.39356992,-0.054381512,0.10588219,0.056354303,0.75343406,-0.14796922,0.23863617,0.1464366,0.98261195,-0.0142789595,0.9937681,-0.00089160353,1.0113059,0.011401508
1.67,0.39302626,-0.054363966,0.10644558,0.056339078,0.7519544,-0.14797087,0.24010092,0.14647536,0.9824691,-0.014290184,0.9937593,-0.0008839518,1.0114204,0.011442985
1.68,0.3924828,-0.054346986,0.10700882,0.05632422,0.75047463,-0.14797245,0.24156606,0.14651427,0.9823261,-0.014301244,0.9937505,-0.000876382,1.0115352,0.011484329
1.69,0.3919395,-0.054330572,0.10757192,0.056309715,0.7489949,-0.14797395,0.24303159,0.14655335,0.982183,-0.014312126,0.9937418,-0.0008688569,1.0116504,0.011525553
1.7,0.39139634,-0.05431467,0.10813488,0.056295585,0.74751514,-0.1479754,0.24449752,0.1465926,0.98203975,-0.014322817,0.99373317,-0.0008614361,1.0117661,0.011566706
1.71,0.39085335,-0.054299302,0.1086977,0.056281816,0.7460354,-0.14797676,0.24596384,0.14663203,0.9818964,-0.014333349,0.99372464,-0.0008541271,1.0118822,0.011607718
1.72,0.3903105,-0.05428444,0.10926038,0.056268398,0.7445556,-0.14797807,0.24743056,0.14667161,0.981753,-0.0143436715,0.9937162,-0.0008468479,1.0119987,0.011648614
1.73,0.3897678,-0.054270074,0.10982294,0.056255333,0.7430758,-0.14797929,0.24889767,0.14671135,0.98160946,-0.014353842,0.9937078,-0.00083963573,1.0121156,0.011689395
1.74,0.38922524,-0.05425625,0.110385366,0.056242604,0.741596,-0.14798042,0.2503652,0.1467513,0.9814658,-0.01436384,0.99369943,-0.000832513,1.0122329,0.011730097
1.75,0.3886828,-0.0542429,0.11094767,0.05623018,0.7401162,-0.14798152,0.2518331,0.14679137,0.98132205,-0.014373697,0.9936912,-0.0008254647,1.0123506,0.011770662
1.76,0.3881405,-0.054230027,0.11150985,0.056218117,0.7386364,-0.14798254,0.25330144,0.14683162,0.9811782,-0.014383413,0.99368304,-0.000818491,1.0124687,0.011811171
1.77,0.38759834,-0.054217614,0.11207192,0.056206353,0.7371565,-0.14798349,0.25477016,0.14687198,0.9810343,-0.014392916,0.99367493,-0.0008115694,1.0125872,0.011851586
1.78,0.3870563,-0.054205686,0.11263387,0.056194916,0.73567665,-0.14798436,0.2562393,0.14691253,0.9808903,-0.014402289,0.9936669,-0.00080471486,1.0127062,0.011891883
1.79,0.38651434,-0.05419425,0.11319571,0.05618377,0.7341968,-0.14798518,0.25770882,0.14695324,0.98074615,-0.014411531,0.9936589,-0.0007979423,1.0128255,0.011932131
1.8,0.3859725,-0.054183222,0.11375744,0.056172945,0.7327169,-0.1479859,0.25917876,0.1469941,0.98060197,-0.014420599,0.993651,-0.00079122186,1.0129452,0.011972245
1.81,0.38543078,-0.054172657,0.11431906,0.056162402,0.73123705,-0.14798662,0.2606491,0.14703509,0.98045766,-0.014429547,0.9936431,-0.00078456104,1.0130653,0.012012292
1.82,0.38488916,-0.05416252,0.114880584,0.05615218,0.7297572,-0.14798722,0.2621199,0.14707625,0.9803133,-0.014438324,0.9936353,-0.0007779747,1.0131859,0.012052234
1.83,0.38434762,-0.054152817,0.11544201,0.05614226,0.7282773,-0.14798778,0.26359105,0.14711754,0.9801688,-0.014446937,0.9936276,-0.0007714033,1.0133067,0.012092128
1.84,0.38380617,-0.05414354,0.116003335,0.056132577,0.72679746,-0.14798829,0.26506263,0.147159,0.9800243,-0.014455438,0.99362,-0.0007649362,1.0134281,0.012131892
1.85,0.3832648,-0.054134656,0.116564564,0.05612318,0.7253176,-0.14798874,0.26653463,0.14720055,0.9798796,-0.014463797,0.9936124,-0.000758484,1.0135498,0.012171611
1.86,0.38272354,-0.05412619,0.117125705,0.056114044,0.72383773,-0.14798912,0.26800704,0.14724228,0.9797349,-0.014472019,0.9936049,-0.00075209886,1.0136719,0.012211222
1.87,0.38218236,-0.054118127,0.117686756,0.05610521,0.7223578,-0.14798948,0.26947987,0.14728412,0.9795901,-0.01448014,0.99359745,-0.00074579567,1.0137944,0.0122508
1.88,0.38164127,-0.054110475,0.118247725,0.05609661,0.7208779,-0.14798972,0.27095312,0.14732613,0.9794452,-0.014488097,0.99359006,-0.0007395148,1.0139173,0.012290265
1.89,0.38110024,-0.0541032,0.118808605,0.05608827,0.71939796,-0.14798996,0.2724268,0.14736824,0.97930026,-0.01449592,0.9935827,-0.00073328614,1.0140406,0.012329649
1.9,0.38055927,-0.054096304,0.11936941,0.056080207,0.71791804,-0.14799014,0.27390093,0.14741051,0.97915524,-0.014503617,0.99357545,-0.00072711706,1.0141643,0.012368996
1.91,0.38001835,-0.05408978,0.11993013,0.05607241,0.7164381,-0.14799026,0.27537546,0.1474529,0.9790101,-0.014511198,0.99356824,-0.0007210076,1.0142884,0.012408245
1.92,0.37947753,-0.054083638,0.12049078,0.05606485,0.7149582,-0.1479903,0.2768504,0.1474954,0.9788649,-0.01451866,0.9935611,-0.0007149279,1.0144129,0.012447439
1.93,0.37893674,-0.054077845,0.121051356,0.05605749,0.71347827,-0.1479903,0.2783258,0.14753804,0.97871965,-0.014526002,0.993554,-0.00070889294,1.0145377,0.012486555
1.94,0.378396,-0.054072395,0.12161186,0.056050386,0.71199834,-0.14799027,0.2798016,0.14758079,0.97857434,-0.014533225,0.99354696,-0.000702925,1.014663,0.012525611
1.95,0.37785533,-0.054067295,0.122172296,0.05604354,0.7105184,-0.14799017,0.28127784,0.14762366,0.97842896,-0.01454033,0.99354,-0.0006970167,1.0147886,0.012564618
1.96,0.37731472,-0.05406256,0.12273267,0.05603694,0.7090385,-0.14799002,0.2827545,0.14766666,0.97828346,-0.014547318,0.9935331,-0.0006911233,1.0149146,0.012603525
1.97,0.37677413,-0.054058168,0.123292975,0.056030523,0.7075586,-0.14798981,0.2842316,0.14770976,0.9781379,-0.01455421,0.9935262,-0.0006852895,1.0150411,0.012642376
1.98,0.37623358,-0.05405409,0.12385322,0.056024328,0.70607865,-0.14798959,0.28570914,0.14775297,0.9779923,-0.014560975,0.9935194,-0.00067946315,1.015168,0.012681179
1.99,0.37569308,-0.05405033,0.12441341,0.056018375,0.7045988,-0.1479893,0.2871871,0.14779629,0.9778466,-0.014567651,0.9935127,-0.0006737113,1.0152951,0.012719918
2.0,0.37515262,-0.054046914,0.124973536,0.056012608,0.7031189,-0.14798896,0.2886655,0.14783971,0.9777009,-0.014574241,0.993506,-0.00066798925,1.0154227,0.012758601
2.01,0.37461218,-0.0540438,0.12553361,0.056007065,0.70163906,-0.14798859,0.29014432,0.14788325,0.9775551,-0.014580689,0.9934994,-0.0006623417,1.0155507,0.012797188
2.02,0.37407178,-0.054040994,0.12609363,0.056001745,0.7001592,-0.14798814,0.2916236,0.1479269,0.97740924,-0.014587048,0.99349284,-0.000656724,1.0156791,0.012835696
2.03,0.3735314,-0.054038487,0.1266536,0.055996627,0.6986793,-0.14798765,0.2931033,0.14797062,0.97726333,-0.014593311,0.99348634,-0.0006511137,1.0158079,0.012874212
2.04,0.37299103,-0.054036237,0.12721351,0.0559917,0.69719946,-0.14798713,0.29458344,0.14801447,0.97711736,-0.014599465,0.9934799,-0.000645563,1.015937,0.012912646
2.05,0.37245068,-0.05403437,0.12777337,0.055986963,0.6957196,-0.14798656,0.29606402,0.1480584,0.9769713,-0.014605537,0.99347353,-0.0006400794,1.0160664,0.01295099
2.06,0.37191036,-0.054032773,0.1283332,0.05598244,0.69423974,-0.14798597,0.29754505,0.14810242,0.97682524,-0.014611501,0.9934672,-0.00063459575,1.0161964,0.012989301
2.07,0.37137005,-0.054031424,0.12889297,0.0559781,0.6927599,-0.14798531,0.29902652,0.14814651,0.9766791,-0.014617398,0.9934609,-0.00062918663,1.0163267,0.01302756
2.08,0.37082973,-0.054030374,0.1294527,0.055973917,0.69128,-0.14798462,0.30050844,0.14819069,0.9765329,-0.014623184,0.99345464,-0.0006237924,1.0164573,0.013065767
2.09,0.37028944,-0.05402957,0.13001241,0.05596994,0.68980014,-0.14798388,0.30199078,0.14823495,0.9763866,-0.014628865,0.99344844,-0.0006184578,1.0165883,0.013103884
2.1,0.36974916,-0.05402907,0.13057207,0.05596615,0.68832034,-0.14798313,0.30347356,0.1482793,0.9762403,-0.014634475,0.9934423,-0.0006131381,1.0167197,0.013142001
2.11,0.36920887,-0.0540288,0.1311317,0.05596254,0.68684053,-0.1479823,0.3049568,0.14832373,0.9760939,-0.014640003,0.9934362,-0.0006078556,1.0168515,0.013179999
2.12,0.3686686,-0.0540288,0.13169129,0.055959098,0.6853607,-0.14798146,0.30644047,0.14836821,0.97594744,-0.014645427,0.9934302,-0.00060258806,1.0169837,0.013217945
2.13,0.3681283,-0.05402904,0.13225085,0.05595585,0.6838809,-0.14798054,0.3079246,0.14841275,0.97580093,-0.014650814,0.99342424,-0.00059740245,1.0171163,0.013255864
2.14,0.367588,-0.05402954,0.13281037,0.055952743,0.6824011,-0.14797965,0.30940917,0.14845741,0.97565436,-0.0146560855,0.99341834,-0.0005922541,1.0172492,0.013293702
2.15,0.3670477,-0.054030284,0.13336986,0.055949792,0.6809213,-0.14797866,0.3108942,0.14850208,0.97550774,-0.014661267,0.9934125,-0.0005870983,1.0173825,0.013331529
2.16,0.36650738,-0.054031264,0.13392933,0.055947036,0.6794415,-0.14797765,0.31237966,0.14854683,0.97536105,-0.014666408,0.99340665,-0.0005820021,1.0175161,0.013369266
2.17,0.36596707,-0.054032467,0.13448878,0.05594443,0.67796177,-0.1479766,0.31386557,0.14859162,0.97521436,-0.01467143,0.9934009,-0.0005769357,1.0176502,0.013406936
2.18,0.36542672,-0.054033913,0.1350482,0.055941977,0.676482,-0.14797553,0.31535193,0.14863648,0.9750676,-0.014676463,0.99339515,-0.00057193637,1.0177847,0.013444591
2.19,0.36488637,-0.054035567,0.13560759,0.055939697,0.6750023,-0.14797443,0.31683874,0.1486814,0.9749208,-0.014681362,0.9933895,-0.00056695193,1.0179195,0.0134821795
2.2,0.364346,-0.05403745,0.13616696,0.05593756,0.67352253,-0.14797325,0.318326,0.14872636,0.97477394,-0.01468619,0.9933839,-0.0005619824,1.0180547,0.013519682
2.21,0.3638056,-0.05403956,0.13672632,0.05593556,0.6720428,-0.14797208,0.3198137,0.14877136,0.974627,-0.014690924,0.99337834,-0.0005570799,1.0181903,0.013557132
2.22,0.3632652,-0.054041877,0.13728565,0.055933733,0.6705631,-0.14797086,0.32130188,0.14881642,0.97448003,-0.014695596,0.9933728,-0.0005521849,1.0183262,0.0135945305
2.23,0.36272475,-0.05404441,0.13784496,0.055932023,0.6690834,-0.1479696,0.3227905,0.14886151,0.97433305,-0.014700253,0.9933673,-0.00054736435,1.0184625,0.013631899
2.24,0.3621843,-0.054047152,0.13840427,0.055930477,0.66760373,-0.14796834,0.32427958,0.14890663,0.974186,-0.014704827,0.9933619,-0.0005425662,1.0185993,0.013669189
2.25,0.3616438,-0.054050058,0.13896355,0.055929076,0.66612405,-0.14796701,0.3257691,0.14895178,0.9740389,-0.014709316,0.9933565,-0.0005378127,1.0187364,0.013706431
2.26,0.36110327,-0.054053195,0.13952284,0.0559278,0.66464436,-0.14796565,0.32725906,0.14899698,0.97389174,-0.014713757,0.9933512,-0.00053307414,1.0188738,0.013743598
2.27,0.3605627,-0.054056525,0.1400821,0.055926647,0.66316473,-0.14796427,0.32874948,0.14904217,0.9737446,-0.014718145,0.9933459,-0.0005283728,1.0190116,0.013780724
2.28,0.3600221,-0.05406001,0.14064136,0.055925656,0.6616851,-0.14796284,0.33024034,0.14908741,0.97359735,-0.014722459,0.9933407,-0.0005237311,1.0191498,0.013817783
2.29,0.35948145,-0.054063685,0.14120062,0.05592481,0.6602055,-0.14796138,0.33173168,0.14913265,0.97345006,-0.014726739,0.9933355,-0.00051911175,1.0192883,0.0138547905
2.3,0.35894078,-0.054067552,0.14175986,0.055924058,0.65872586,-0.14795992,0.33322346,0.14917792,0.9733028,-0.014730945,0.99333036,-0.0005144775,1.0194272,0.013891723
2.31,0.35840008,-0.054071575,0.1423191,0.05592345,0.6572463,-0.14795843,0.3347157,0.14922318,0.97315544,-0.014735095,0.99332523,-0.00050994754,1.0195664,0.013928596
2.32,0.3578593,-0.05407577,0.14287832,0.055922963,0.6557667,-0.14795685,0.33620837,0.14926846,0.97300804,-0.014739193,0.99332017,-0.0005054325,1.0197061,0.013965439
2.33,0.35731852,-0.054080144,0.14343755,0.05592261,0.65428716,-0.14795528,0.3377015,0.14931373,0.9728606,-0.014743224,0.99331516,-0.00050091743,1.0198462,0.014002204
2.34,0.35677767,-0.05408468,0.14399678,0.055922378,0.6528076,-0.14795366,0.3391951,0.14935903,0.9727131,-0.014747225,0.9933102,-0.0004964769,1.0199866,0.014038909
2.35,0.3562368,-0.054089382,0.144556,0.055922244,0.6513281,-0.14795205,0.34068915,0.14940432,0.9725656,-0.014751174,0.99330527,-0.0004920885,1.0201274,0.014075566
2.36,0.35569584,-0.054094255,0.14511523,0.05592226,0.6498486,-0.14795038,0.34218365,0.14944959,0.97241807,-0.014755078,0.9933004,-0.000487715,1.0202686,0.014112167
2.37,0.35515484,-0.05409924,0.14567445,0.05592235,0.6483691,-0.14794871,0.3436786,0.14949486,0.9722705,-0.014758937,0.99329555,-0.00048337132,1.0204101,0.014148671
2.38,0.3546138,-0.05410435,0.14623368,0.055922564,0.6468896,-0.14794698,0.34517398,0.14954011,0.97212285,-0.0147627145,0.9932908,-0.00047907978,1.0205519,0.014185112
2.39,0.35407272,-0.054109666,0.1467929,0.05592291,0.6454102,-0.14794526,0.34666985,0.14958537,0.9719752,-0.014766499,0.993286,-0.00047483295,1.0206941,0.014221501
2.4,0.35353157,-0.054115098,0.14735214,0.05592337,0.64393073,-0.14794348,0.34816617,0.14963062,0.9718275,-0.014770195,0.9932813,-0.00047060847,1.0208367,0.014257874
2.41,0.35299036,-0.054120667,0.14791138,0.055923935,0.64245135,-0.14794168,0.34966293,0.14967582,0.97167975,-0.01477389,0.99327666,-0.0004664287,1.0209796,0.014294136
2.42,0.3524491,-0.05412638,0.14847063,0.05592459,0.64097196,-0.14793986,0.35116014,0.14972101,0.971532,-0.014777552,0.993272,-0.00046228617,1.0211229,0.014330361
2.43,0.35190776,-0.054132193,0.14902988,0.05592536,0.6394926,-0.14793801,0.3526578,0.1497661,0.97138417,-0.014781151,0.9932674,-0.0004581809,1.0212666,0.014366485
2.44,0.35136637,-0.054138154,0.14958914,0.055926226,0.6380132,-0.14793614,0.3541559,0.14981125,0.97123635,-0.014784716,0.9932629,-0.00045409054,1.0214106,0.014402557
2.45,0.35082492,-0.054144252,0.1501484,0.055927217,0.63653386,-0.14793423,0.35565445,0.14985634,0.97108847,-0.014788218,0.99325836,-0.00045006722,1.021555,0.014438566
2.46,0.3502834,-0.054150466,0.15070769,0.05592828,0.6350545,-0.14793229,0.35715348,0.14990139,0.97094053,-0.014791723,0.9932539,-0.00044608116,1.0216997,0.0144745
2.47,0.34974185,-0.054156795,0.15126699,0.055929452,0.6335752,-0.14793035,0.35865295,0.14994638,0.9707926,-0.014795192,0.9932495,-0.0004421398,1.0218447,0.014510386
2.48,0.34920022,-0.054163232,0.15182629,0.05593073,0.63209593,-0.14792836,0.36015287,0.14999133,0.9706446,-0.014798623,0.99324507,-0.00043822825,1.0219902,0.014546189
2.49,0.34865853,-0.054169744,0.1523856,0.055932093,0.63061666,-0.14792636,0.36165324,0.15003623,0.9704966,-0.014802016,0.9932407,-0.00043435395,1.022136,0.014581915
2.5,0.34811676,-0.054176413,0.15294494,0.05593355,0.6291374,-0.1479243,0.36315405,0.1500811,0.97034854,-0.014805391,0.9932364,-0.0004305169,1.0222821,0.014617592
2.51,0.34757492,-0.05418318,0.15350428,0.055935103,0.6276582,-0.14792228,0.36465532,0.1501259,0.9702005,-0.014808696,0.99323213,-0.00042672455,1.0224286,0.014653187
2.52,0.34703302,-0.054190032,0.15406366,0.055936735,0.626179,-0.1479202,0.36615703,0.15017062,0.97005236,-0.01481203,0.9932279,-0.00042296946,1.0225755,0.014688697
2.53,0.34649107,-0.054197006,0.15462305,0.055938452,0.6246998,-0.1479181,0.36765918,0.1502153,0.9699042,-0.014815301,0.9932237,-0.00041926652,1.0227227,0.014724154
2.54,0.34594902,-0.054204054,0.15518245,0.055940267,0.6232206,-0.14791599,0.36916178,0.1502599,0.969756,-0.014818557,0.99321955,-0.0004155934,1.0228703,0.014759507
2.55,0.34540692,-0.054211173,0.15574187,0.05594216,0.6217415,-0.14791384,0.37066483,0.15030448,0.9696078,-0.014821786,0.99321544,-0.00041195005,1.0230182,0.014794845
2.56,0.34486473,-0.054218404,0.1563013,0.055944145,0.6202624,-0.14791167,0.37216833,0.15034892,0.96945953,-0.014825005,0.9932113,-0.00040836632,1.0231665,0.014830057
2.57,0.34432247,-0.054225713,0.15686077,0.055946223,0.6187833,-0.14790949,0.37367228,0.15039332,0.96931124,-0.01482819,0.9932073,-0.00040481985,1.0233152,0.014865216
2.58,0.34378013,-0.05423312,0.15742025,0.055948384,0.6173042,-0.14790729,0.37517664,0.15043762,0.96916294,-0.014831353,0.9932033,-0.00040133297,1.0234642,0.014900278
2.59,0.34323773,-0.054240584,0.15797976,0.05595062,0.6158252,-0.14790502,0.37668145,0.15048186,0.9690146,-0.01483449,0.9931993,-0.0003978759,1.0236136,0.014935311
2.6,0.34269524,-0.054248154,0.15853928,0.05595291,0.61434615,-0.14790276,0.3781867,0.150526,0.9688662,-0.014837623,0.99319535,-0.0003944412,1.0237633,0.014970228
2.61,0.34215268,-0.054255787,0.15909883,0.05595531,0.6128671,-0.14790045,0.3796924,0.1505701,0.9687178,-0.01484073,0.9931914,-0.00039108098,1.0239134,0.015005067
2.62,0.34161004,-0.054263484,0.15965842,0.05595777,0.61138815,-0.14789817,0.38119856,0.15061404,0.9685694,-0.014843825,0.99318755,-0.00038773566,1.0240638,0.015039802
2.63,0.34106734,-0.054271273,0.16021802,0.05596031,0.6099092,-0.14789584,0.38270512,0.15065794,0.9684209,-0.014846906,0.9931837,-0.0003844723,1.0242146,0.015074525
2.64,0.34052455,-0.05427909,0.16077764,0.055962924,0.60843027,-0.14789347,0.38421214,0.1507017,0.96827245,-0.014849953,0.99317986,-0.0003812164,1.0243657,0.015109114
2.65,0.33998168,-0.054286994,0.1613373,0.05596562,0.60695136,-0.1478911,0.3857196,0.15074538,0.9681239,-0.014852982,0.9931761,-0.00037801266,1.024517,0.015143622
2.66,0.33943874,-0.05429493,0.16189699,0.05596839,0.60547245,-0.14788875,0.38722748,0.15078896,0.9679754,-0.014856026,0.99317235,-0.0003748685,1.0246688,0.015178073
2.67,0.3388957,-0.054302953,0.1624567,0.055971194,0.6039936,-0.14788635,0.3887358,0.15083243,0.9678268,-0.0148590095,0.99316865,-0.00037173927,1.0248209,0.015212398
2.68,0.3383526,-0.054311022,0.16301645,0.055974107,0.60251474,-0.14788392,0.39024457,0.15087576,0.9676782,-0.014862042,0.99316496,-0.00036868453,1.0249734,0.015246719
2.69,0.3378094,-0.05431913,0.16357623,0.055977076,0.60103595,-0.14788148,0.39175376,0.15091904,0.96752954,-0.014865022,0.9931613,-0.00036569685,1.0251262,0.015280899
2.7,0.33726615,-0.054327317,0.16413604,0.05598011,0.59955716,-0.147879,0.3932634,0.15096219,0.9673809,-0.014868017,0.9931577,-0.00036273897,1.0252794,0.015315019
2.71,0.3367228,-0.054335542,0.16469587,0.055983216,0.59807837,-0.14787653,0.39477345,0.15100521,0.96723217,-0.014870994,0.9931541,-0.00035980344,1.025433,0.015349042
2.72,0.33617935,-0.054343782,0.16525574,0.055986363,0.59659964,-0.14787403,0.39628392,0.1510481,0.96708345,-0.014873944,0.99315053,-0.0003569275,1.0255867,0.015382946
2.73,0.3356358,-0.054352116,0.16581564,0.05598958,0.5951209,-0.14787148,0.39779484,0.15109089,0.9669347,-0.014876906,0.993147,-0.0003540963,1.0257409,0.015416797
2.74,0.33509222,-0.05436048,0.16637556,0.05599289,0.59364223,-0.14786895,0.39930618,0.15113355,0.9667859,-0.01487986,0.9931435,-0.00035132468,1.0258954,0.015450556
2.75,0.33454853,-0.054368846,0.16693552,0.055996254,0.59216356,-0.1478664,0.40081793,0.15117605,0.9666371,-0.014882807,0.99314004,-0.0003485754,1.0260502,0.01548424
2.76,0.33400476,-0.054377288,0.16749552,0.055999666,0.59068495,-0.14786382,0.4023301,0.15121846,0.96648824,-0.014885731,0.9931366,-0.00034588575,1.0262054,0.015517835
2.77,0.3334609,-0.054385766,0.16805555,0.05600314,0.58920634,-0.14786121,0.40384272,0.15126072,0.96633935,-0.014888678,0.9931331,-0.00034324825,1.026361,0.015551314
2.78,0.33291695,-0.054394256,0.16861561,0.05600667,0.5877277,-0.14785859,0.40535575,0.15130283,0.96619046,-0.014891632,0.99312973,-0.00034067035,1.0265168,0.015584711
2.79,0.3323729,-0.054402776,0.16917571,0.056010272,0.5862492,-0.14785597,0.4068692,0.1513448,0.9660415,-0.014894567,0.99312633,-0.00033813715,1.026673,0.015618049
2.8,0.3318288,-0.054411307,0.16973585,0.0560139,0.5847706,-0.14785331,0.40838307,0.15138665,0.96589255,-0.0148974955,0.993123,-0.00033564866,1.0268295,0.015651245
2.81,0.3312846,-0.054419883,0.17029603,0.056017607,0.5832921,-0.14785063,0.40989736,0.15142836,0.96574354,-0.014900446,0.99311966,-0.00033318996,1.0269864,0.0156844
2.82,0.33074033,-0.05442849,0.17085624,0.05602135,0.58181363,-0.14784795,0.41141206,0.15146992,0.96559453,-0.01490337,0.9931164,-0.00033080578,1.0271435,0.01571742
2.83,0.33019596,-0.0544371,0.17141649,0.056025185,0.5803352,-0.14784527,0.41292718,0.15151133,0.96544546,-0.014906287,0.9931131,-0.0003284812,1.027301,0.015750367
2.84,0.3296515,-0.054445773,0.17197677,0.056029066,0.57885677,-0.14784253,0.41444272,0.15155259,0.9652964,-0.01490923,0.9931098,-0.00032617152,1.0274588,0.01578321
2.85,0.32910696,-0.0544544,0.1725371,0.056032985,0.5773784,-0.14783978,0.41595864,0.15159369,0.96514726,-0.014912158,0.9931066,-0.0003239289,1.027617,0.01581595
2.86,0.32856232,-0.05446306,0.17309748,0.056036945,0.5759,-0.14783704,0.417475,0.15163462,0.9649981,-0.014915101,0.9931034,-0.00032174587,1.0277754,0.015848603
2.87,0.3280176,-0.054471735,0.17365788,0.056040984,0.5744217,-0.14783427,0.41899174,0.15167542,0.96484894,-0.014918037,0.99310017,-0.0003196001,1.0279342,0.015881162
2.88,0.32747278,-0.05448044,0.17421833,0.056045026,0.5729434,-0.1478315,0.4205089,0.15171608,0.96469975,-0.014921002,0.993097,-0.00031752884,1.0280933,0.015913624
2.89,0.32692787,-0.054489158,0.17477882,0.056049142,0.5714651,-0.1478287,0.42202646,0.15175654,0.9645505,-0.014923967,0.99309385,-0.00031549484,1.0282528,0.015945997
2.9,0.3263829,-0.054497853,0.17533936,0.056053314,0.5699868,-0.14782587,0.42354444,0.15179683,0.96440125,-0.014926925,0.9930907,-0.00031350553,1.0284126,0.015978284
2.91,0.32583785,-0.05450657,0.17589994,0.056057535,0.56850857,-0.14782302,0.4250628,0.151837,0.96425194,-0.014929898,0.9930876,-0.00031158328,1.0285727,0.016010452
2.92,0.3252927,-0.05451529,0.17646055,0.056061786,0.5670304,-0.14782017,0.42658156,0.15187699,0.9641026,-0.014932878,0.9930845,-0.00030969828,1.0287331,0.01604253
2.93,0.32474747,-0.054524012,0.1770212,0.056066092,0.5655522,-0.14781733,0.42810073,0.15191679,0.96395326,-0.014935847,0.9930814,-0.000307858,1.0288938,0.01607449
2.94,0.32420215,-0.05453273,0.1775819,0.05607047,0.56407404,-0.14781445,0.4296203,0.15195642,0.9638039,-0.014938824,0.99307835,-0.0003060624,1.0290549,0.01610637
2.95,0.32365674,-0.054541454,0.17814265,0.05607485,0.5625959,-0.14781156,0.43114024,0.15199588,0.96365446,-0.014941853,0.9930753,-0.00030434877,1.0292163,0.016138148
2.96,0.32311124,-0.054550193,0.17870344,0.05607928,0.5611178,-0.14780864,0.4326606,0.15203519,0.963505,-0.014944859,0.9930723,-0.0003026873,1.0293779,0.016169827
2.97,0.32256564,-0.05455891,0.17926428,0.05608376,0.55963975,-0.14780572,0.43418136,0.1520743,0.96335554,-0.014947876,0.99306923,-0.00030106306,1.02954,0.016201388
2.98,0.32201996,-0.054567628,0.17982516,0.05608829,0.55816174,-0.14780277,0.4357025,0.15211324,0.96320605,-0.014950901,0.99306625,-0.0002994761,1.0297023,0.016232867
2.99,0.3214742,-0.054576337,0.18038608,0.05609285,0.5566837,-0.14779982,0.43722403,0.15215203,0.9630565,-0.0149539225,0.9930633,-0.00029797107,1.0298649,0.016264241
3.0,0.32092834,-0.054585043,0.18094705,0.056097478,0.55520576,-0.14779684,0.43874595,0.15219061,0.96290696,-0.014956959,0.9930603,-0.00029652566,1.0300279,0.016295519
3.01,0.3203824,-0.054593727,0.18150806,0.05610211,0.5537278,-0.14779386,0.44026825,0.15222903,0.96275735,-0.014960021,0.9930573,-0.00029512495,1.0301912,0.0163267
3.02,0.31983635,-0.05460241,0.18206914,0.056106783,0.5522499,-0.14779088,0.4417909,0.15226723,0.96260774,-0.014963113,0.9930544,-0.0002937764,1.0303547,0.016357742
3.03,0.31929025,-0.054611064,0.18263026,0.056111507,0.550772,-0.14778784,0.44331396,0.15230528,0.9624581,-0.0149662085,0.99305147,-0.00029248,1.0305187,0.016388718
3.04,0.31874406,-0.054619707,0.18319142,0.056116275,0.5492942,-0.14778483,0.4448374,0.15234314,0.9623084,-0.014969289,0.99304855,-0.00029123574,1.0306828,0.01641956
3.05,0.3181978,-0.054628357,0.18375263,0.056121074,0.54781634,-0.14778179,0.4463612,0.15238081,0.9621587,-0.014972404,0.9930456,-0.0002900362,1.0308473,0.016450312
3.06,0.31765142,-0.054636978,0.18431388,0.0561259,0.54633856,-0.14777875,0.4478854,0.15241829,0.96200895,-0.01497554,0.99304277,-0.00028888136,1.0310122,0.016480964
3.07,0.31710497,-0.054645598,0.18487519,0.05613078,0.5448608,-0.14777568,0.44940996,0.15245555,0.96185917,-0.014978673,0.9930399,-0.00028778613,1.0311773,0.016511519
3.08,0.31655842,-0.05465416,0.18543655,0.05613569,0.54338306,-0.14777258,0.4509349,0.15249266,0.9617093,-0.014981832,0.99303705,-0.0002867803,1.0313427,0.016541973
