time,NF_LA,dNF_LA/dt,NA_LA,dNA_LA/dt,NF_K,dNF_K/dt,NB_K,dNB_K/dt,VF,dVF/dt,VA,dVA/dt,VB,dVB/dt
3.09,0.3160118,-0.054662723,0.18599795,0.056140624,0.54190534,-0.1477695,0.45246017,0.15252957,0.9615595,-0.014985003,0.9930342,-0.00028579682,1.0315084,0.016572278
3.1,0.31546506,-0.054671273,0.18655941,0.056145594,0.5404277,-0.14776641,0.45398584,0.15256628,0.96140957,-0.014988191,0.9930313,-0.0002848506,1.0316745,0.016602531
3.11,0.31491825,-0.05467982,0.18712091,0.05615059,0.53895,-0.14776331,0.45551187,0.15260282,0.96125966,-0.014991403,0.99302846,-0.00028400868,1.0318408,0.016632654
3.12,0.31437138,-0.054688297,0.18768246,0.05615566,0.5374724,-0.14776015,0.45703825,0.15263912,0.9611097,-0.014994629,0.9930256,-0.00028318167,1.0320075,0.016662706
3.13,0.31382442,-0.054696754,0.18824407,0.056160733,0.5359948,-0.14775702,0.458565,0.15267524,0.96095973,-0.014997873,0.9930228,-0.0002824068,1.0321743,0.016692635
3.14,0.31327736,-0.054705217,0.18880573,0.05616583,0.5345173,-0.14775386,0.4600921,0.15271118,0.9608097,-0.015001141,0.99302,-0.0002817139,1.0323416,0.016722467
3.15,0.31273022,-0.05471362,0.18936744,0.056170978,0.5330398,-0.1477507,0.46161956,0.15274695,0.9606597,-0.015004411,0.9930172,-0.0002810806,1.0325091,0.016752165
3.16,0.312183,-0.05472201,0.1899292,0.056176126,0.5315623,-0.14774752,0.46314737,0.15278248,0.9605096,-0.0150077045,0.9930144,-0.00028048456,1.0326769,0.016781773
3.17,0.3116357,-0.054730378,0.19049102,0.056181327,0.5300849,-0.1477443,0.46467555,0.15281782,0.9603595,-0.015011013,0.9930116,-0.00027991086,1.032845,0.016811255
3.18,0.31108832,-0.054738708,0.19105288,0.05618656,0.5286075,-0.14774111,0.46620408,0.15285297,0.96020937,-0.0150143355,0.9930088,-0.00027941912,1.0330135,0.01684064
3.19,0.31054085,-0.054747008,0.1916148,0.056191817,0.5271301,-0.14773789,0.46773297,0.15288793,0.96005917,-0.015017718,0.993006,-0.00027902424,1.0331821,0.016869951
3.2,0.3099933,-0.054755278,0.19217677,0.056197125,0.52565277,-0.14773467,0.46926218,0.15292266,0.95990896,-0.015021078,0.9930032,-0.00027861446,1.0333512,0.016899135
3.21,0.30944565,-0.05476353,0.1927388,0.056202438,0.52417547,-0.14773142,0.47079176,0.1529572,0.9597587,-0.015024453,0.9930004,-0.0002782941,1.0335205,0.016928215
3.22,0.30889794,-0.05477174,0.19330087,0.05620777,0.52269816,-0.1477282,0.47232166,0.15299155,0.95960844,-0.015027866,0.9929976,-0.00027802587,1.03369,0.016957175
3.23,0.30835015,-0.054779917,0.193863,0.056213133,0.5212209,-0.14772496,0.47385192,0.15302569,0.9594581,-0.015031297,0.9929948,-0.00027781725,1.0338598,0.016986068
3.24,0.30780226,-0.05478805,0.1944252,0.05621854,0.5197437,-0.14772166,0.4753825,0.15305963,0.9593078,-0.015034735,0.992992,-0.0002776608,1.03403,0.017014842
3.25,0.30725428,-0.05479615,0.19498743,0.056223966,0.5182665,-0.1477184,0.47691345,0.15309338,0.9591574,-0.015038207,0.9929892,-0.00027753413,1.0342004,0.01704346
3.26,0.30670625,-0.054804206,0.19554973,0.056229424,0.5167894,-0.14771508,0.47844473,0.15312691,0.95900697,-0.015041716,0.9929864,-0.00027747452,1.0343711,0.017072026
3.27,0.30615813,-0.054812238,0.19611208,0.056234866,0.51531225,-0.14771177,0.47997633,0.15316024,0.9588565,-0.015045181,0.9929836,-0.00027747452,1.0345421,0.017100457
3.28,0.3056099,-0.054820232,0.19667448,0.056240384,0.5138352,-0.14770845,0.48150826,0.1531934,0.958706,-0.015048705,0.9929808,-0.00027751923,1.0347134,0.017128814
3.29,0.30506164,-0.054828204,0.19723694,0.056245897,0.5123581,-0.14770514,0.4830405,0.15322632,0.9585555,-0.015052285,0.992978,-0.00027760118,1.0348849,0.01715703
3.3,0.30451328,-0.054836128,0.19779946,0.056251466,0.5108811,-0.1477018,0.4845731,0.15325907,0.95840496,-0.015055858,0.9929752,-0.0002777949,1.0350568,0.017185163
3.31,0.30396482,-0.054843992,0.19836202,0.05625703,0.5094041,-0.14769845,0.486106,0.1532916,0.95825434,-0.015059464,0.9929724,-0.00027801841,1.035229,0.017213207
3.32,0.3034163,-0.05485182,0.19892465,0.05626262,0.5079272,-0.14769511,0.48763925,0.1533239,0.9581037,-0.01506307,0.9929696,-0.00027824938,1.0354013,0.017241124
3.33,0.3028677,-0.054859623,0.19948733,0.05626826,0.50645024,-0.14769173,0.48917282,0.15335603,0.95795304,-0.015066706,0.9929668,-0.00027859956,1.0355741,0.017268948
3.34,0.30231905,-0.05486738,0.20005007,0.056273885,0.50497335,-0.14768836,0.49070668,0.15338795,0.95780236,-0.01507039,0.99296397,-0.00027897954,1.035747,0.01729666
3.35,0.3017703,-0.05487512,0.20061287,0.05627954,0.5034965,-0.14768496,0.49224088,0.15341967,0.9576516,-0.015074067,0.99296117,-0.00027941167,1.0359203,0.01732425
3.36,0.30122146,-0.05488278,0.20117572,0.056285232,0.5020197,-0.1476816,0.4937754,0.15345117,0.9575008,-0.01507777,0.99295837,-0.0002798736,1.0360938,0.017351765
3.37,0.30067256,-0.05489041,0.20173863,0.05629094,0.50054294,-0.14767817,0.49531022,0.15348248,0.95735,-0.015081469,0.99295557,-0.00028039515,1.0362676,0.017379157
3.38,0.30012357,-0.054898,0.20230159,0.056296647,0.4990662,-0.14767477,0.49684536,0.15351358,0.95719916,-0.015085228,0.99295276,-0.0002809912,1.0364417,0.017406482
3.39,0.29957452,-0.054905556,0.20286462,0.05630239,0.4975895,-0.14767134,0.4983808,0.15354447,0.95704824,-0.0150890425,0.99294996,-0.00028161705,1.036616,0.01743367
3.4,0.2990254,-0.054913066,0.2034277,0.056308173,0.49611282,-0.14766791,0.49991655,0.1535752,0.9568973,-0.015092846,0.99294716,-0.0002823174,1.0367906,0.017460756
3.41,0.2984762,-0.054920517,0.20399085,0.056313965,0.49463618,-0.14766449,0.5014526,0.15360568,0.95674634,-0.015096664,0.99294436,-0.00028307736,1.0369655,0.017487764
3.42,0.2979269,-0.054927938,0.20455405,0.056319766,0.49315956,-0.14766103,0.502989,0.153636,0.95659536,-0.015100528,0.9929415,-0.00028388202,1.0371406,0.017514635
3.43,0.29737756,-0.05493533,0.2051173,0.05632559,0.49168298,-0.14765757,0.50452566,0.1536661,0.9564443,-0.015104383,0.99293864,-0.00028470904,1.037316,0.017541394
3.44,0.29682812,-0.05494263,0.20568061,0.056331415,0.49020642,-0.14765412,0.5060626,0.15369597,0.9562932,-0.015108265,0.9929358,-0.00028562546,1.0374917,0.017568089
3.45,0.29627863,-0.0549499,0.20624398,0.05633728,0.48872992,-0.14765063,0.5075999,0.15372568,0.9561421,-0.015112191,0.9929329,-0.00028656423,1.0376676,0.017594662
3.46,0.29572904,-0.05495716,0.2068074,0.056343153,0.48725346,-0.14764714,0.50913745,0.15375517,0.95599097,-0.015116155,0.99293005,-0.0002875626,1.0378438,0.017621148
3.47,0.2951794,-0.05496434,0.20737089,0.056349054,0.48577702,-0.14764366,0.5106753,0.15378447,0.95583975,-0.015120115,0.9929272,-0.0002886206,1.0380203,0.017647509
3.48,0.2946297,-0.054971494,0.20793444,0.056354973,0.4843006,-0.14764014,0.51221347,0.15381357,0.95568854,-0.015124105,0.9929243,-0.00028970838,1.038197,0.017673805
3.49,0.2940799,-0.054978587,0.20849805,0.05636092,0.48282424,-0.14763664,0.51375186,0.15384246,0.95553726,-0.015128128,0.99292135,-0.00029087812,1.0383741,0.017699972
3.5,0.29353005,-0.054985635,0.20906171,0.056366853,0.48134792,-0.14763315,0.51529056,0.15387116,0.9553859,-0.015132152,0.99291843,-0.00029204786,1.0385513,0.017726038
3.51,0.29298013,-0.05499264,0.20962544,0.05637283,0.47987163,-0.14762962,0.51682955,0.1538997,0.9552346,-0.01513619,0.9929155,-0.0002933368,1.0387288,0.01775201
3.52,0.29243013,-0.054999594,0.21018922,0.056378808,0.47839537,-0.14762609,0.51836884,0.15392798,0.9550832,-0.01514028,0.9929126,-0.00029462576,1.0389066,0.017777897
3.53,0.29188007,-0.05500651,0.21075307,0.05638481,0.47691914,-0.14762253,0.5199084,0.15395609,0.95493174,-0.015144385,0.9929096,-0.00029598176,1.0390846,0.017803673
3.54,0.29132995,-0.05501338,0.21131697,0.056390837,0.47544295,-0.14761898,0.52144825,0.153984,0.9547803,-0.015148513,0.99290663,-0.00029738247,1.0392629,0.017829373
3.55,0.29077974,-0.055020206,0.21188094,0.056396864,0.47396678,-0.14761543,0.5229884,0.15401174,0.95462877,-0.015152663,0.99290365,-0.00029883534,1.0394415,0.017854925
3.56,0.29022947,-0.05502697,0.21244496,0.0564029,0.47249067,-0.14761189,0.52452874,0.15403925,0.9544772,-0.015156828,0.99290067,-0.0003003478,1.0396203,0.017880421
3.57,0.28967914,-0.0550337,0.21300904,0.056408964,0.4710146,-0.14760831,0.5260694,0.15406658,0.95432556,-0.015161049,0.9928976,-0.00030190498,1.0397993,0.01790579
3.58,0.28912875,-0.055040363,0.21357319,0.056415036,0.46953854,-0.1476047,0.52761036,0.15409374,0.9541739,-0.015165266,0.9928946,-0.00030350685,1.0399786,0.0179311
3.59,0.28857827,-0.055046994,0.2141374,0.056421105,0.46806252,-0.14760116,0.52915156,0.15412068,0.9540222,-0.015169531,0.99289155,-0.00030514598,1.0401582,0.017956298
3.6,0.28802773,-0.055053554,0.21470168,0.056427218,0.46658653,-0.14759754,0.53069305,0.1541474,0.9538705,-0.015173782,0.9928885,-0.0003068447,1.0403379,0.017981399
3.61,0.28747714,-0.055060107,0.21526602,0.05643333,0.4651106,-0.14759396,0.5322348,0.15417399,0.9537187,-0.015178099,0.9928854,-0.00030855834,1.0405179,0.01800641
3.62,0.28692648,-0.055066593,0.21583042,0.056439437,0.4636347,-0.14759034,0.5337768,0.15420036,0.9535669,-0.015182406,0.9928823,-0.00031038374,1.0406983,0.01803131
3.63,0.28637576,-0.055073,0.21639487,0.05644559,0.46215883,-0.14758672,0.5353191,0.15422657,0.95341504,-0.015186746,0.9928792,-0.00031221658,1.0408789,0.018056113
3.64,0.28582495,-0.0550794,0.21695939,0.056451757,0.460683,-0.14758311,0.5368616,0.15425254,0.9532631,-0.015191127,0.99287605,-0.00031410158,1.0410597,0.01808085
3.65,0.2852741,-0.055085734,0.21752396,0.05645792,0.4592072,-0.14757949,0.5384044,0.15427835,0.9531112,-0.015195519,0.9928729,-0.00031603128,1.0412408,0.018105473
3.66,0.28472316,-0.05509202,0.2180886,0.056464106,0.45773146,-0.14757586,0.53994745,0.15430398,0.9529592,-0.015199903,0.99286973,-0.00031802803,1.0414221,0.01813
3.67,0.28417218,-0.05509825,0.2186533,0.0564703,0.45625573,-0.14757222,0.54149073,0.15432942,0.9528071,-0.015204363,0.9928665,-0.0003200546,1.0416037,0.018154461
3.68,0.28362113,-0.055104464,0.21921808,0.056476478,0.45478004,-0.14756858,0.54303426,0.15435465,0.952655,-0.015208844,0.9928633,-0.0003221333,1.0417855,0.018178813
3.69,0.28307003,-0.05511061,0.2197829,0.056482702,0.45330438,-0.14756492,0.5445781,0.15437973,0.9525029,-0.015213326,0.9928601,-0.00032424927,1.0419675,0.018203076
3.7,0.28251886,-0.0551167,0.22034779,0.05648893,0.45182878,-0.14756127,0.54612213,0.1544046,0.95235074,-0.015217818,0.9928568,-0.00032640994,1.0421498,0.018227238
3.71,0.28196764,-0.055122755,0.22091274,0.056495167,0.4503532,-0.14755759,0.54766643,0.15442933,0.9521985,-0.015222356,0.9928535,-0.0003286153,1.0423323,0.018251304
3.72,0.28141636,-0.055128764,0.22147775,0.056501392,0.44887766,-0.1475539,0.54921097,0.15445386,0.9520462,-0.015226897,0.9928502,-0.00033087283,1.042515,0.018275272
3.73,0.280865,-0.05513472,0.22204283,0.05650768,0.44740215,-0.14755026,0.55075574,0.15447818,0.9518939,-0.015231483,0.99284685,-0.0003331825,1.042698,0.01829917
3.74,0.2803136,-0.05514063,0.22260797,0.05651392,0.4459267,-0.14754656,0.55230075,0.15450233,0.9517416,-0.015236076,0.9928435,-0.00033552945,1.0428813,0.018322978
3.75,0.27976215,-0.055146497,0.22317317,0.05652022,0.44445127,-0.14754286,0.553846,0.15452634,0.95158917,-0.015240721,0.9928401,-0.00033790618,1.0430647,0.018346712
3.76,0.27921063,-0.055152297,0.22373843,0.05652653,0.44297588,-0.14753918,0.5553915,0.15455015,0.9514367,-0.015245371,0.9928367,-0.00034035742,1.0432484,0.018370297
3.77,0.27865905,-0.05515807,0.22430377,0.05653282,0.4415005,-0.14753547,0.5569372,0.15457375,0.95128417,-0.015250031,0.99283326,-0.00034283102,1.0434324,0.018393844
3.78,0.2781074,-0.055163767,0.22486916,0.05653912,0.4400252,-0.14753178,0.5584832,0.1545972,0.95113164,-0.015254706,0.9928298,-0.0003453344,1.0436165,0.018417291
3.79,0.2775557,-0.055169456,0.22543462,0.056545436,0.43854994,-0.14752807,0.5600294,0.15462048,0.95097905,-0.01525943,0.99282634,-0.0003478974,1.043801,0.018440656
3.8,0.27700394,-0.055175062,0.22600013,0.056551766,0.4370747,-0.14752436,0.56157583,0.1546436,0.9508264,-0.015264168,0.9928228,-0.0003505051,1.0439856,0.018463947
3.81,0.27645212,-0.055180646,0.22656572,0.056558117,0.43559948,-0.14752065,0.5631225,0.15466654,0.9506737,-0.015268944,0.9928193,-0.00035314262,1.0441705,0.018487144
3.82,0.27590027,-0.05518616,0.22713137,0.05656446,0.43412432,-0.1475169,0.56466943,0.1546893,0.95052093,-0.01527372,0.99281573,-0.00035583973,1.0443556,0.018510263
3.83,0.27534837,-0.055191647,0.22769707,0.056570813,0.4326492,-0.14751315,0.5662165,0.1547119,0.95036817,-0.015278526,0.99281216,-0.00035859644,1.044541,0.018533297
3.84,0.2747964,-0.05519709,0.22826284,0.05657719,0.4311741,-0.14750943,0.56776386,0.15473433,0.95021534,-0.015283361,0.9928085,-0.00036138296,1.0447266,0.018556219
3.85,0.27424437,-0.055202484,0.22882868,0.056583565,0.42969903,-0.14750567,0.56931144,0.15475658,0.95006245,-0.015288204,0.9928049,-0.00036419183,1.0449125,0.018579062
3.86,0.27369228,-0.055207834,0.22939458,0.05658995,0.42822403,-0.14750195,0.57085925,0.15477867,0.9499095,-0.015293062,0.9928012,-0.0003670454,1.0450984,0.018601835
3.87,0.27314016,-0.05521314,0.22996055,0.056596324,0.42674905,-0.14749819,0.57240725,0.1548006,0.9497565,-0.015297968,0.9927975,-0.00036993623,1.0452846,0.01862454
3.88,0.27258798,-0.05521839,0.23052657,0.056602743,0.4252741,-0.14749442,0.5739555,0.15482236,0.9496035,-0.015302874,0.99279374,-0.0003728941,1.0454711,0.01864713
3.89,0.27203575,-0.055223577,0.23109266,0.05660914,0.4237992,-0.14749068,0.57550395,0.15484396,0.94945043,-0.015307821,0.99279,-0.0003758371,1.0456578,0.01866968
3.9,0.27148345,-0.05522873,0.23165882,0.05661555,0.42232433,-0.1474869,0.5770526,0.1548654,0.9492973,-0.015312761,0.99278617,-0.00037886202,1.0458447,0.01869211
3.91,0.27093112,-0.055233866,0.23222503,0.056621954,0.4208495,-0.14748313,0.5786015,0.15488665,0.9491441,-0.015317757,0.99278235,-0.0003819242,1.0460318,0.018714506
3.92,0.27037874,-0.055238932,0.23279132,0.056628387,0.4193747,-0.14747936,0.58015054,0.15490778,0.9489909,-0.0153227635,0.9927785,-0.0003850162,1.0462192,0.018736798
3.93,0.2698263,-0.05524394,0.23335767,0.056634817,0.41789994,-0.14747557,0.58169985,0.15492871,0.9488376,-0.015327789,0.9927746,-0.00038816035,1.0464069,0.018759016
3.94,0.26927382,-0.05524891,0.23392408,0.056641266,0.41642523,-0.14747179,0.58324933,0.15494947,0.9486843,-0.015332833,0.9927707,-0.0003913194,1.0465946,0.018781122
3.95,0.26872128,-0.05525386,0.23449056,0.056647707,0.41495055,-0.14746802,0.58479905,0.15497012,0.9485309,-0.015337892,0.99276674,-0.0003945455,1.0467826,0.01880319
3.96,0.2681687,-0.05525874,0.2350571,0.056654166,0.4134759,-0.14746422,0.58634895,0.1549906,0.9483775,-0.0153429955,0.99276274,-0.0003978014,1.0469708,0.018825162
3.97,0.26761606,-0.05526358,0.2356237,0.056660622,0.4120013,-0.1474604,0.5878991,0.15501092,0.948224,-0.015348077,0.99275875,-0.0004010722,1.0471593,0.018847052
3.98,0.26706338,-0.055268392,0.23619038,0.056667075,0.41052675,-0.1474566,0.5894494,0.1550311,0.94807047,-0.015353195,0.9927547,-0.0004044026,1.047348,0.018868893
3.99,0.26651064,-0.05527316,0.23675711,0.056673553,0.40905222,-0.1474528,0.5909999,0.15505113,0.94791687,-0.015358351,0.99275064,-0.00040778518,1.047537,0.018890645
4.0,0.26595786,-0.05527787,0.23732391,0.05668002,0.40757772,-0.147449,0.59255064,0.155071,0.9477632,-0.015363507,0.99274653,-0.00041118264,1.047726,0.018912304
4.01,0.26540503,-0.055282548,0.23789078,0.056686513,0.40610328,-0.14744517,0.59410155,0.15509072,0.94760954,-0.0153687075,0.99274236,-0.00041460246,1.0479153,0.018933918
4.02,0.26485217,-0.055287182,0.23845771,0.056692988,0.40462887,-0.14744139,0.59565264,0.15511027,0.9474558,-0.01537393,0.9927382,-0.00041807443,1.0481049,0.018955428
4.03,0.26429924,-0.055291764,0.2390247,0.056699485,0.4031545,-0.14743754,0.5972039,0.15512969,0.94730204,-0.015379161,0.99273396,-0.0004215911,1.0482947,0.018976897
4.04,0.2637463,-0.055296294,0.23959176,0.056705996,0.40168014,-0.14743373,0.5987554,0.15514894,0.9471482,-0.015384406,0.9927297,-0.00042512268,1.0484847,0.01899824
4.05,0.26319328,-0.05530081,0.24015889,0.0567125,0.40020585,-0.14742991,0.6003071,0.15516806,0.9469943,-0.015389666,0.99272543,-0.0004286766,1.0486748,0.019019563
4.06,0.26264024,-0.055305272,0.24072607,0.056719016,0.3987316,-0.14742607,0.601859,0.15518706,0.94684035,-0.015394956,0.9927211,-0.0004323274,1.0488652,0.019040804
4.07,0.26208714,-0.055309676,0.24129333,0.056725524,0.39725736,-0.14742222,0.603411,0.15520588,0.9466863,-0.015400276,0.9927167,-0.00043596327,1.0490558,0.019061964
4.08,0.261534,-0.055314057,0.24186064,0.056732047,0.3957832,-0.14741838,0.60496324,0.15522458,0.94653225,-0.015405618,0.9927123,-0.00043965876,1.0492467,0.019083042
4.09,0.2609808,-0.055318378,0.24242803,0.056738585,0.39430904,-0.14741454,0.60651565,0.15524314,0.9463781,-0.015410952,0.9927079,-0.00044339895,1.0494378,0.019104071
4.1,0.2604276,-0.05532267,0.24299549,0.05674511,0.39283493,-0.14741069,0.6080683,0.15526155,0.946224,-0.015416309,0.99270344,-0.00044713914,1.049629,0.019125026
4.11,0.2598743,-0.055326924,0.243563,0.056751635,0.39136085,-0.14740683,0.6096211,0.15527982,0.9460698,-0.015421711,0.9926989,-0.00045090914,1.0498204,0.019145902
4.12,0.259321,-0.055331133,0.24413058,0.05675819,0.38988683,-0.14740299,0.6111741,0.15529795,0.9459155,-0.015427098,0.9926944,-0.00045473874,1.0500121,0.019166697
4.13,0.25876766,-0.05533529,0.24469823,0.056764737,0.38841283,-0.1473991,0.6127273,0.15531592,0.9457612,-0.015432514,0.9926898,-0.00045856833,1.050204,0.019187462
4.14,0.25821427,-0.055339433,0.24526595,0.05677127,0.38693887,-0.14739527,0.61428064,0.15533379,0.9456068,-0.015437946,0.99268514,-0.00046245754,1.0503961,0.019208144
4.15,0.25766084,-0.05534353,0.24583372,0.056777835,0.38546497,-0.1473914,0.6158342,0.1553515,0.9454524,-0.015443414,0.9926805,-0.000466384,1.0505884,0.019228742
4.16,0.25710735,-0.055347584,0.24640156,0.05678438,0.3839911,-0.14738753,0.6173879,0.15536909,0.9452979,-0.015448898,0.9926758,-0.00047034025,1.0507809,0.019249287
4.17,0.25655383,-0.055351585,0.24696948,0.056790933,0.38251725,-0.14738366,0.6189418,0.15538655,0.94514334,-0.015454389,0.992671,-0.00047431886,1.0509735,0.019269776
4.18,0.25600028,-0.05535554,0.24753745,0.056797516,0.38104346,-0.14737979,0.6204958,0.15540387,0.9449887,-0.015459903,0.99266624,-0.00047831237,1.0511664,0.019290201
4.19,0.25544667,-0.055359475,0.2481055,0.056804072,0.3795697,-0.14737588,0.62205,0.1554211,0.94483405,-0.015465438,0.9926614,-0.00048237294,1.0513595,0.019310545
4.2,0.25489303,-0.055363387,0.2486736,0.05681063,0.37809598,-0.14737205,0.62360436,0.15543815,0.9446793,-0.015470982,0.9926565,-0.0004864484,1.0515529,0.01933084
4.21,0.25433937,-0.05536723,0.24924177,0.0568172,0.3766223,-0.14736813,0.6251589,0.15545507,0.9445245,-0.015476547,0.99265164,-0.0004905388,1.0517464,0.019351032
4.22,0.25378567,-0.055371054,0.24981001,0.05682379,0.37514865,-0.14736426,0.62671363,0.15547189,0.94436973,-0.015482135,0.9926467,-0.00049468875,1.0519401,0.019371208
4.23,0.2532319,-0.05537484,0.2503783,0.056830373,0.37367505,-0.14736035,0.62826854,0.15548857,0.9442149,-0.0154877305,0.9926417,-0.0004988462,1.052134,0.01939128
4.24,0.25267813,-0.05537859,0.25094667,0.056836948,0.37220147,-0.14735648,0.62982357,0.15550512,0.94405997,-0.015493341,0.9926367,-0.0005030334,1.0523281,0.019411284
4.25,0.2521243,-0.055382285,0.25151512,0.056843527,0.37072796,-0.14735258,0.63137877,0.15552153,0.943905,-0.015498988,0.9926316,-0.0005072579,1.0525224,0.019431274
4.26,0.25157046,-0.055385962,0.25208363,0.056850128,0.36925447,-0.14734867,0.63293415,0.15553786,0.94374996,-0.015504643,0.9926265,-0.0005115345,1.052717,0.019451194
4.27,0.25101656,-0.05538957,0.2526522,0.056856714,0.367781,-0.14734477,0.6344897,0.15555403,0.9435949,-0.015510313,0.9926213,-0.0005158186,1.0529116,0.019471042
4.28,0.25046262,-0.055393185,0.25322083,0.056863315,0.36630762,-0.1473409,0.6360454,0.15557007,0.9434397,-0.015516005,0.9926161,-0.00052012503,1.0531065,0.019490842
4.29,0.24990866,-0.05539673,0.2537895,0.056869917,0.36483425,-0.14733696,0.63760126,0.15558605,0.9432845,-0.015521698,0.9926109,-0.0005244911,1.0533017,0.019510578
4.3,0.24935466,-0.055400252,0.2543583,0.056876503,0.3633609,-0.14733307,0.6391573,0.15560187,0.94312924,-0.01552742,0.99260557,-0.0005288571,1.053497,0.01953021
4.31,0.24880062,-0.055403754,0.25492713,0.056883108,0.36188763,-0.14732917,0.64071345,0.15561758,0.9429739,-0.015533164,0.99260026,-0.00053325295,1.0536925,0.019549813
4.32,0.24824655,-0.055407204,0.25549603,0.056889705,0.3604144,-0.14732525,0.6422698,0.15563317,0.9428185,-0.015538909,0.9925949,-0.0005376637,1.0538882,0.019569378
4.33,0.24769245,-0.0554106,0.25606498,0.056896318,0.35894117,-0.14732134,0.6438263,0.15564866,0.9426631,-0.01554466,0.9925895,-0.00054214895,1.0540841,0.019588858
4.34,0.2471383,-0.05541399,0.256634,0.056902938,0.35746798,-0.14731744,0.64538294,0.15566401,0.94250757,-0.015550457,0.992584,-0.0005466491,1.0542802,0.019608293
4.35,0.24658413,-0.05541732,0.2572031,0.05690956,0.35599485,-0.1473135,0.64693975,0.15567926,0.942352,-0.0155562535,0.9925785,-0.0005511418,1.0544764,0.01962768
4.36,0.24602993,-0.055420667,0.25777227,0.05691615,0.35452175,-0.1473096,0.6484967,0.15569438,0.94219637,-0.01556208,0.99257296,-0.00055567175,1.0546728,0.019647002
4.37,0.2454757,-0.05542394,0.2583415,0.05692278,0.35304868,-0.14730567,0.6500538,0.1557094,0.9420407,-0.015567929,0.99256736,-0.00056023896,1.0548695,0.019666277
4.38,0.24492142,-0.05542718,0.25891078,0.056929387,0.35157567,-0.1473017,0.65161103,0.1557243,0.94188493,-0.01557377,0.9925617,-0.0005648285,1.0550663,0.019685473
4.39,0.24436711,-0.0554304,0.25948015,0.056936,0.3501027,-0.1472978,0.65316844,0.1557391,0.9417291,-0.0155796185,0.992556,-0.0005694479,1.0552634,0.019704629
4.4,0.24381277,-0.05543356,0.26004958,0.056942634,0.34862974,-0.14729387,0.65472597,0.1557538,0.94157326,-0.0155855045,0.99255025,-0.00057408214,1.0554607,0.019723732
4.41,0.2432584,-0.055436708,0.26061907,0.056949254,0.34715685,-0.14728995,0.6562837,0.15576836,0.94141734,-0.01559139,0.9925445,-0.0005787462,1.0556581,0.01974279
4.42,0.242704,-0.05543982,0.26118863,0.056955867,0.345684,-0.147286,0.6578415,0.15578286,0.94126135,-0.015597291,0.99253863,-0.00058345497,1.0558558,0.019761797
4.43,0.24214958,-0.055442914,0.26175824,0.056962486,0.34421116,-0.14728206,0.65939945,0.15579723,0.9411053,-0.015603222,0.99253273,-0.00058819354,1.0560535,0.019780722
4.44,0.24159512,-0.055445954,0.26232794,0.056969114,0.3427384,-0.14727813,0.6609576,0.15581147,0.9409492,-0.0156091675,0.9925268,-0.00059290975,1.0562515,0.019799627
4.45,0.24104063,-0.05544898,0.2628977,0.056975737,0.34126565,-0.1472742,0.6625158,0.15582564,0.94079304,-0.015615113,0.99252087,-0.0005976856,1.0564497,0.019818444
4.46,0.24048612,-0.055451967,0.26346752,0.056982376,0.33979294,-0.14727026,0.66407424,0.15583968,0.9406368,-0.015621066,0.99251485,-0.00060245395,1.056648,0.019837227
4.47,0.23993157,-0.055454873,0.2640374,0.056989,0.33832029,-0.1472663,0.6656328,0.15585361,0.94048053,-0.015627056,0.99250877,-0.000607267,1.0568466,0.019855957
4.48,0.23937699,-0.055457782,0.26460737,0.05699562,0.33684766,-0.14726236,0.66719145,0.15586747,0.9403242,-0.015633054,0.9925026,-0.00061211735,1.0570453,0.019874651
4.49,0.23882239,-0.05546069,0.2651774,0.057002258,0.33537507,-0.14725842,0.6687503,0.15588121,0.9401678,-0.01563906,0.99249643,-0.0006169826,1.0572443,0.019893281
4.5,0.23826775,-0.05546354,0.2657475,0.05700889,0.33390254,-0.14725444,0.67030925,0.15589489,0.9400113,-0.01564508,0.99249023,-0.00062188506,1.0574434,0.019911867
4.51,0.23771308,-0.055466365,0.26631764,0.057015534,0.33243003,-0.14725047,0.6718683,0.15590842,0.9398548,-0.01565113,0.992484,-0.000626795,1.0576427,0.019930411
4.52,0.23715839,-0.055469178,0.26688784,0.05702215,0.33095756,-0.14724654,0.6734275,0.15592188,0.9396982,-0.015657201,0.99247766,-0.0006317347,1.0578421,0.019948889
4.53,0.23660366,-0.055471927,0.26745814,0.057028793,0.32948515,-0.1472426,0.6749869,0.15593524,0.9395416,-0.015663244,0.9924713,-0.0006366819,1.0580418,0.01996734
4.54,0.23604892,-0.055474676,0.2680285,0.057035424,0.32801276,-0.14723864,0.6765464,0.1559485,0.9393849,-0.015669309,0.99246484,-0.0006416589,1.0582417,0.019985694
4.55,0.23549415,-0.055477384,0.2685989,0.057042055,0.3265404,-0.14723468,0.678106,0.15596165,0.9392281,-0.01567541,0.9924584,-0.0006466657,1.0584418,0.020004045
4.56,0.23493935,-0.05548007,0.2691694,0.05704869,0.32506812,-0.14723071,0.67966574,0.15597472,0.9390713,-0.015681535,0.9924519,-0.0006516874,1.058642,0.020022314
4.57,0.23438452,-0.055482697,0.26973996,0.05705534,0.32359585,-0.14722675,0.6812256,0.1559877,0.9389144,-0.01568763,0.99244535,-0.0006567389,1.0588424,0.020040564
4.58,0.23382966,-0.0554853,0.27031058,0.05706197,0.32212362,-0.14722279,0.68278563,0.15600058,0.9387575,-0.015693761,0.99243873,-0.0006617904,1.059043,0.02005877
