exp,T,V,E,CF_LA,CF_K,CA_LA,CB_K,dNLA,dNK,dVF,dVA,dVB
9,20.7375,30,0.25,1.5,1.5,0,0,0.052503289,0.019221824,0.08,-0.01,-0.04
9,20.7375,30,0.25,1.493303898,1.490002165,-0.005255584,-0.000963017,0.052503289,0.019221824,0.08,-0.01,-0.04
9,20.7375,30,0.25,1.486713246,1.480161776,-0.010521701,-0.001929902,0.052503289,0.019221824,0.08,-0.01,-0.04
9,20.7375,30,0.25,1.480225573,1.470475144,-0.015798382,-0.002900678,0.052503289,0.019221824,0.08,-0.01,-0.04
9,20.7375,30,0.25,1.473838484,1.460938691,-0.021085658,-0.003875368,0.052503289,0.019221824,0.08,-0.01,-0.04
9,20.7375,30,0.25,1.467549658,1.451548954,-0.026383562,-0.004853996,0.052503289,0.019221824,0.08,-0.01,-0.04
9,20.7375,30,0.25,1.461356845,1.442302571,-0.031692126,-0.005836586,0.052503289,0.019221824,0.08,-0.01,-0.04
9,20.7375,30,0.25,1.455257862,1.433196285,-0.037011382,-0.006823163,0.052503289,0.019221824,0.08,-0.01,-0.04
9,20.7375,30,0.25,1.449250593,1.424226935,-0.042341362,-0.007813749,0.052503289,0.019221824,0.08,-0.01,-0.04
9,20.7375,30,0.25,1.443332985,1.415391456,-0.047682099,-0.008808371,0.052503289,0.019221824,0.08,-0.01,-0.04
9,20.7375,30,0.25,1.437503046,1.406686874,-0.053033625,-0.009807053,-0.036538892,-0.256007616,0.07,-0.05,-0.06
9,20.7375,30,0.25,1.424884453,1.374076414,-0.049593299,0.003264554,-0.036538892,-0.256007616,0.07,-0.05,-0.06
9,20.7375,30,0.25,1.412427341,1.341883273,-0.046117868,0.016416684,-0.036538892,-0.256007616,0.07,-0.05,-0.06
9,20.7375,30,0.25,1.40012863,1.31009949,-0.042606791,0.029650083,-0.036538892,-0.256007616,0.07,-0.05,-0.06
9,20.7375,30,0.25,1.387985318,1.278717308,-0.039059518,0.042965508,-0.036538892,-0.256007616,0.07,-0.05,-0.06
9,20.7375,30,0.25,1.375994478,1.247729162,-0.035475485,0.056363722,-0.036538892,-0.256007616,0.07,-0.05,-0.06
9,20.7375,30,0.25,1.364153257,1.217127677,-0.031854119,0.069845502,-0.036538892,-0.256007616,0.07,-0.05,-0.06
9,20.7375,30,0.25,1.35245887,1.186905662,-0.028194832,0.083411631,-0.036538892,-0.256007616,0.07,-0.05,-0.06
9,20.7375,30,0.25,1.340908605,1.157056101,-0.024497027,0.097062902,-0.036538892,-0.256007616,0.07,-0.05,-0.06
9,20.7375,30,0.25,1.329499813,1.127572152,-0.020760091,0.110800121,-0.036538892,-0.256007616,0.07,-0.05,-0.06
9,20.7375,30,0.25,1.31822991,1.098447137,-0.016983401,0.124624101,-0.068618587,-0.181990397,0,0,-0.02
9,20.7375,30,0.25,1.312263077,1.082621885,-0.009683551,0.134343958,-0.068618587,-0.181990397,0,0,-0.02
9,20.7375,30,0.25,1.306296243,1.066796633,-0.002383702,0.14408432,-0.068618587,-0.181990397,0,0,-0.02
9,20.7375,30,0.25,1.300329409,1.050971382,0.004916148,0.153845254,-0.068618587,-0.181990397,0,0,-0.02
9,20.7375,30,0.25,1.294362576,1.03514613,0.012215998,0.163626824,-0.068618587,-0.181990397,0,0,-0.02
9,20.7375,30,0.25,1.288395742,1.019320878,0.019515848,0.173429096,-0.068618587,-0.181990397,0,0,-0.02
9,20.7375,30,0.25,1.282428908,1.003495626,0.026815697,0.183252135,-0.068618587,-0.181990397,0,0,-0.02
9,20.7375,30,0.25,1.276462075,0.987670374,0.034115547,0.193096007,-0.068618587,-0.181990397,0,0,-0.02
9,20.7375,30,0.25,1.270495241,0.971845122,0.041415397,0.20296078,-0.068618587,-0.181990397,0,0,-0.02
9,20.7375,30,0.25,1.264528407,0.95601987,0.048715246,0.212846519,-0.068618587,-0.181990397,0,0,-0.02
9,20.7375,30,0.25,1.258561574,0.940194618,0.056015096,0.222753292,-0.142941886,-0.16990777,-0.04,-0.02,-0.02
9,20.7375,30,0.25,1.250481345,0.928650117,0.071373538,0.232037788,-0.142941886,-0.16990777,-0.04,-0.02,-0.02
9,20.7375,30,0.25,1.242344512,0.917024744,0.086797615,0.24134208,-0.142941886,-0.16990777,-0.04,-0.02,-0.02
9,20.7375,30,0.25,1.234150478,0.905317645,0.102287748,0.250666233,-0.142941886,-0.16990777,-0.04,-0.02,-0.02
9,20.7375,30,0.25,1.225898638,0.893527957,0.117844361,0.260010308,-0.142941886,-0.16990777,-0.04,-0.02,-0.02
9,20.7375,30,0.25,1.217588377,0.881654802,0.133467885,0.269374371,-0.142941886,-0.16990777,-0.04,-0.02,-0.02
9,20.7375,30,0.25,1.209219075,0.86969729,0.149158752,0.278758486,-0.142941886,-0.16990777,-0.04,-0.02,-0.02
9,20.7375,30,0.25,1.200790097,0.85765452,0.164917398,0.288162716,-0.142941886,-0.16990777,-0.04,-0.02,-0.02
9,20.7375,30,0.25,1.192300806,0.845525577,0.180744263,0.297587127,-0.142941886,-0.16990777,-0.04,-0.02,-0.02
9,20.7375,30,0.25,1.183750549,0.833309531,0.196639792,0.307031784,-0.142941886,-0.16990777,-0.04,-0.02,-0.02
9,20.7375,30,0.25,1.17513867,0.821005442,0.212604431,0.316496752,-0.145631264,-0.257730751,-0.03,0.06,0.06
9,20.7375,30,0.25,1.165167838,0.799948479,0.226953783,0.329291015,-0.145631264,-0.257730751,-0.03,0.06,0.06
9,20.7375,30,0.25,1.155142818,0.778777075,0.241118379,0.342003264,-0.145631264,-0.257730751,-0.03,0.06,0.06
9,20.7375,30,0.25,1.145063165,0.757490296,0.255101765,0.354634284,-0.145631264,-0.257730751,-0.03,0.06,0.06
9,20.7375,30,0.25,1.134928432,0.736087195,0.268907396,0.367184851,-0.145631264,-0.257730751,-0.03,0.06,0.06
9,20.7375,30,0.25,1.124738166,0.714566818,0.28253864,0.379655733,-0.145631264,-0.257730751,-0.03,0.06,0.06
9,20.7375,30,0.25,1.11449191,0.692928196,0.295998781,0.392047684,-0.145631264,-0.257730751,-0.03,0.06,0.06
9,20.7375,30,0.25,1.1041892,0.671170354,0.30929102,0.404361454,-0.145631264,-0.257730751,-0.03,0.06,0.06
9,20.7375,30,0.25,1.09382957,0.649292302,0.322418479,0.416597778,-0.145631264,-0.257730751,-0.03,0.06,0.06
9,20.7375,30,0.25,1.083412545,0.627293042,0.335384203,0.428757385,-0.145631264,-0.257730751,-0.03,0.06,0.06
9,20.7375,30,0.25,1.072937648,0.605171565,0.348191163,0.440840995,-0.289331608,-0.230841001,-0.1,0.01,-0.08
9,20.7375,30,0.25,1.055924765,0.589253448,0.377329767,0.454758792,-0.289331608,-0.230841001,-0.1,0.01,-0.08
9,20.7375,30,0.25,1.038590885,0.57303499,0.406409024,0.468793545,-0.289331608,-0.230841001,-0.1,0.01,-0.08
9,20.7375,30,0.25,1.020926836,0.556507609,0.435429118,0.482946736,-0.289331608,-0.230841001,-0.1,0.01,-0.08
9,20.7375,30,0.25,1.002923093,0.539662394,0.464390227,0.497219868,-0.289331608,-0.230841001,-0.1,0.01,-0.08
9,20.7375,30,0.25,0.984569763,0.522490087,0.493292532,0.511614474,-0.289331608,-0.230841001,-0.1,0.01,-0.08
9,20.7375,30,0.25,0.965856564,0.504981068,0.522136212,0.526132111,-0.289331608,-0.230841001,-0.1,0.01,-0.08
9,20.7375,30,0.25,0.946772806,0.487125336,0.550921445,0.540774362,-0.289331608,-0.230841001,-0.1,0.01,-0.08
9,20.7375,30,0.25,0.927307373,0.468912489,0.579648407,0.55554284,-0.289331608,-0.230841001,-0.1,0.01,-0.08
9,20.7375,30,0.25,0.9074487,0.450331706,0.608317277,0.570439184,-0.289331608,-0.230841001,-0.1,0.01,-0.08
9,20.7375,30,0.25,0.887184747,0.431371723,0.63692823,0.585465061,-0.331903319,-0.138943158,-0.08,0.01,0.12
9,20.7375,30,0.25,0.860340247,0.420627544,0.669777276,0.589173881,-0.331903319,-0.138943158,-0.08,0.01,0.12
9,20.7375,30,0.25,0.833050195,0.409705038,0.702560093,0.592834948,-0.331903319,-0.138943158,-0.08,0.01,0.12
9,20.7375,30,0.25,0.805303406,0.398599729,0.735276882,0.596449179,-0.331903319,-0.138943158,-0.08,0.01,0.12
9,20.7375,30,0.25,0.777088316,0.387306989,0.767927843,0.600017465,-0.331903319,-0.138943158,-0.08,0.01,0.12
9,20.7375,30,0.25,0.74839297,0.375822031,0.800513174,0.603540679,-0.331903319,-0.138943158,-0.08,0.01,0.12
9,20.7375,30,0.25,0.719205,0.364139907,0.833033072,0.607019669,-0.331903319,-0.138943158,-0.08,0.01,0.12
9,20.7375,30,0.25,0.689511611,0.352255495,0.865487735,0.610455261,-0.331903319,-0.138943158,-0.08,0.01,0.12
9,20.7375,30,0.25,0.659299559,0.340163495,0.897877358,0.613848264,-0.331903319,-0.138943158,-0.08,0.01,0.12
9,20.7375,30,0.25,0.628555137,0.327858421,0.930202138,0.617199463,-0.331903319,-0.138943158,-0.08,0.01,0.12
10,20.08571429,30,0.25,1,2,0,0,0.025436762,0.045743906,0.08,-0.01,-0.04
10,20.08571429,30,0.25,0.99458698,1.98866507,-0.002546222,-0.002291779,0.025436762,0.045743906,0.08,-0.01,-0.04
10,20.08571429,30,0.25,0.989259205,1.977508643,-0.005097547,-0.004592762,0.025436762,0.045743906,0.08,-0.01,-0.04
10,20.08571429,30,0.25,0.984014676,1.966526535,-0.007653991,-0.006903004,0.025436762,0.045743906,0.08,-0.01,-0.04
10,20.08571429,30,0.25,0.978851458,1.955714692,-0.010215567,-0.009222562,0.025436762,0.045743906,0.08,-0.01,-0.04
10,20.08571429,30,0.25,0.973767674,1.945069186,-0.012782292,-0.011551491,0.025436762,0.045743906,0.08,-0.01,-0.04
10,20.08571429,30,0.25,0.968761505,1.934586206,-0.015354182,-0.01388985,0.025436762,0.045743906,0.08,-0.01,-0.04
10,20.08571429,30,0.25,0.963831187,1.924262059,-0.017931252,-0.016237695,0.025436762,0.045743906,0.08,-0.01,-0.04
10,20.08571429,30,0.25,0.958975009,1.914093162,-0.020513518,-0.018595084,0.025436762,0.045743906,0.08,-0.01,-0.04
10,20.08571429,30,0.25,0.954191311,1.904076041,-0.023100995,-0.020962075,0.025436762,0.045743906,0.08,-0.01,-0.04
10,20.08571429,30,0.25,0.949478483,1.89420732,-0.025693699,-0.023338728,-0.003543807,-0.192140116,0.035,-0.025,-0.03
10,20.08571429,30,0.25,0.946084339,1.870355233,-0.02539988,-0.01355641,-0.003543807,-0.192140116,0.035,-0.025,-0.03
10,20.08571429,30,0.25,0.942712052,1.846656746,-0.025104569,-0.003744055,-0.003543807,-0.192140116,0.035,-0.025,-0.03
10,20.08571429,30,0.25,0.939361412,1.823110382,-0.024807756,0.006098477,-0.003543807,-0.192140116,0.035,-0.025,-0.03
10,20.08571429,30,0.25,0.936032211,1.79971468,-0.024509428,0.015971325,-0.003543807,-0.192140116,0.035,-0.025,-0.03
10,20.08571429,30,0.25,0.932724245,1.776468199,-0.024209574,0.025874628,-0.003543807,-0.192140116,0.035,-0.025,-0.03
10,20.08571429,30,0.25,0.929437309,1.753369515,-0.023908182,0.035808529,-0.003543807,-0.192140116,0.035,-0.025,-0.03
10,20.08571429,30,0.25,0.926171206,1.730417225,-0.023605241,0.045773169,-0.003543807,-0.192140116,0.035,-0.025,-0.03
10,20.08571429,30,0.25,0.922925737,1.70760994,-0.023300738,0.055768691,-0.003543807,-0.192140116,0.035,-0.025,-0.03
10,20.08571429,30,0.25,0.919700707,1.68494629,-0.022994662,0.06579524,-0.003543807,-0.192140116,0.035,-0.025,-0.03
10,20.08571429,30,0.25,0.916495924,1.662424924,-0.022687,0.075852958,-0.003543807,-0.192140116,0.035,-0.025,-0.03
10,20.08571429,30,0.25,0.913311197,1.640044505,-0.022377739,0.085941993,-0.003543807,-0.192140116,0.035,-0.025,-0.03
10,20.08571429,30,0.25,0.91014634,1.617803714,-0.022066868,0.096062491,-0.003543807,-0.192140116,0.035,-0.025,-0.03
10,20.08571429,30,0.25,0.907001166,1.595701249,-0.021754374,0.106214599,-0.003543807,-0.192140116,0.035,-0.025,-0.03
10,20.08571429,30,0.25,0.903875493,1.573735823,-0.021440243,0.116398465,-0.003543807,-0.192140116,0.035,-0.025,-0.03
10,20.08571429,30,0.25,0.90076914,1.551906165,-0.021124463,0.126614239,-0.003543807,-0.192140116,0.035,-0.025,-0.03
10,20.08571429,30,0.25,0.897681928,1.530211022,-0.020807022,0.136862071,-0.003543807,-0.192140116,0.035,-0.025,-0.03
10,20.08571429,30,0.25,0.894613681,1.508649152,-0.020487905,0.147142111,-0.003543807,-0.192140116,0.035,-0.025,-0.03
10,20.08571429,30,0.25,0.891564225,1.487219333,-0.0201671,0.157454513,-0.003543807,-0.192140116,0.035,-0.025,-0.03
10,20.08571429,30,0.25,0.888533387,1.465920354,-0.019844593,0.167799429,-0.003543807,-0.192140116,0.035,-0.025,-0.03
10,20.08571429,30,0.25,0.885520998,1.444751021,-0.01952037,0.178177013,-0.031406548,-0.123155938,0,0,-0.01
10,20.08571429,30,0.25,0.882789994,1.434041809,-0.016179248,0.184756145,-0.031406548,-0.123155938,0,0,-0.01
10,20.08571429,30,0.25,0.88005899,1.423332597,-0.012838126,0.191342209,-0.031406548,-0.123155938,0,0,-0.01
10,20.08571429,30,0.25,0.877327986,1.412623385,-0.009497004,0.197935217,-0.031406548,-0.123155938,0,0,-0.01
10,20.08571429,30,0.25,0.874596981,1.401914173,-0.006155881,0.20453518,-0.031406548,-0.123155938,0,0,-0.01
10,20.08571429,30,0.25,0.871865977,1.391204961,-0.002814759,0.211142108,-0.031406548,-0.123155938,0,0,-0.01
10,20.08571429,30,0.25,0.869134973,1.380495749,0.000526363,0.217756013,-0.031406548,-0.123155938,0,0,-0.01
10,20.08571429,30,0.25,0.866403969,1.369786537,0.003867485,0.224376906,-0.031406548,-0.123155938,0,0,-0.01
10,20.08571429,30,0.25,0.863672965,1.359077325,0.007208607,0.231004797,-0.031406548,-0.123155938,0,0,-0.01
10,20.08571429,30,0.25,0.860941961,1.348368113,0.010549729,0.237639698,-0.031406548,-0.123155938,0,0,-0.01
10,20.08571429,30,0.25,0.858210956,1.337658901,0.013890851,0.244281621,-0.031406548,-0.123155938,0,0,-0.01
10,20.08571429,30,0.25,0.855479952,1.326949689,0.017231973,0.250930576,-0.031406548,-0.123155938,0,0,-0.01
10,20.08571429,30,0.25,0.852748948,1.316240477,0.020573095,0.257586574,-0.031406548,-0.123155938,0,0,-0.01
10,20.08571429,30,0.25,0.850017944,1.305531265,0.023914218,0.264249626,-0.031406548,-0.123155938,0,0,-0.01
10,20.08571429,30,0.25,0.84728694,1.294822053,0.02725534,0.270919745,-0.031406548,-0.123155938,0,0,-0.01
10,20.08571429,30,0.25,0.844555936,1.284112841,0.030596462,0.27759694,-0.031406548,-0.123155938,0,0,-0.01
10,20.08571429,30,0.25,0.841824931,1.273403629,0.033937584,0.284281224,-0.031406548,-0.123155938,0,0,-0.01
10,20.08571429,30,0.25,0.839093927,1.262694417,0.037278706,0.290972608,-0.031406548,-0.123155938,0,0,-0.01
10,20.08571429,30,0.25,0.836362923,1.251985205,0.040619828,0.297671102,-0.031406548,-0.123155938,0,0,-0.01
10,20.08571429,30,0.25,0.833631919,1.241275993,0.04396095,0.304376719,-0.031406548,-0.123155938,0,0,-0.01
10,20.08571429,30,0.25,0.830900915,1.230566781,0.047302072,0.311089469,-0.040260284,-0.147618781,-0.02,-0.01,-0.01
10,20.08571429,30,0.25,0.828841484,1.219851847,0.051640017,0.319111272,-0.040260284,-0.147618781,-0.02,-0.01,-0.01
10,20.08571429,30,0.25,0.826774865,1.209099513,0.055987212,0.327141618,-0.040260284,-0.147618781,-0.02,-0.01,-0.01
10,20.08571429,30,0.25,0.82470102,1.198309584,0.060343685,0.33518052,-0.040260284,-0.147618781,-0.02,-0.01,-0.01
10,20.08571429,30,0.25,0.822619911,1.187481862,0.064709467,0.343227992,-0.040260284,-0.147618781,-0.02,-0.01,-0.01
10,20.08571429,30,0.25,0.8205315,1.176616147,0.069084588,0.351284049,-0.040260284,-0.147618781,-0.02,-0.01,-0.01
10,20.08571429,30,0.25,0.818435748,1.165712241,0.073469077,0.359348703,-0.040260284,-0.147618781,-0.02,-0.01,-0.01
10,20.08571429,30,0.25,0.816332617,1.15476994,0.077862965,0.367421969,-0.040260284,-0.147618781,-0.02,-0.01,-0.01
10,20.08571429,30,0.25,0.814222068,1.143789042,0.082266282,0.37550386,-0.040260284,-0.147618781,-0.02,-0.01,-0.01
10,20.08571429,30,0.25,0.812104061,1.132769343,0.086679058,0.38359439,-0.040260284,-0.147618781,-0.02,-0.01,-0.01
10,20.08571429,30,0.25,0.809978556,1.121710635,0.091101324,0.391693573,-0.040260284,-0.147618781,-0.02,-0.01,-0.01
10,20.08571429,30,0.25,0.807845514,1.110612712,0.095533111,0.399801423,-0.040260284,-0.147618781,-0.02,-0.01,-0.01
10,20.08571429,30,0.25,0.805704895,1.099475365,0.099974449,0.407917954,-0.040260284,-0.147618781,-0.02,-0.01,-0.01
10,20.08571429,30,0.25,0.803556658,1.088298384,0.104425369,0.41604318,-0.040260284,-0.147618781,-0.02,-0.01,-0.01
10,20.08571429,30,0.25,0.801400762,1.077081556,0.108885902,0.424177114,-0.040260284,-0.147618781,-0.02,-0.01,-0.01
10,20.08571429,30,0.25,0.799237166,1.065824667,0.11335608,0.432319771,-0.040260284,-0.147618781,-0.02,-0.01,-0.01
10,20.08571429,30,0.25,0.79706583,1.054527504,0.117835933,0.440471165,-0.040260284,-0.147618781,-0.02,-0.01,-0.01
10,20.08571429,30,0.25,0.794886711,1.043189849,0.122325493,0.448631309,-0.040260284,-0.147618781,-0.02,-0.01,-0.01
10,20.08571429,30,0.25,0.792699768,1.031811484,0.126824792,0.456800219,-0.040260284,-0.147618781,-0.02,-0.01,-0.01
10,20.08571429,30,0.25,0.790504958,1.02039219,0.131333862,0.464977907,-0.040260284,-0.147618781,-0.02,-0.01,-0.01
10,20.08571429,30,0.25,0.788302238,1.008931745,0.135852734,0.473164389,-0.02492239,-0.035769042,-0.001764706,0.003529412,0.003529412
10,20.08571429,30,0.25,0.786181967,1.005869224,0.138508553,0.474997323,-0.02492239,-0.035769042,-0.001764706,0.003529412,0.003529412
10,20.08571429,30,0.25,0.784061022,1.00280573,0.141162336,0.476829562,-0.02492239,-0.035769042,-0.001764706,0.003529412,0.003529412
10,20.08571429,30,0.25,0.781939401,0.99974126,0.143814085,0.478661107,-0.02492239,-0.035769042,-0.001764706,0.003529412,0.003529412
10,20.08571429,30,0.25,0.779817106,0.996675816,0.146463803,0.480491956,-0.02492239,-0.035769042,-0.001764706,0.003529412,0.003529412
10,20.08571429,30,0.25,0.777694136,0.993609396,0.149111492,0.482322112,-0.02492239,-0.035769042,-0.001764706,0.003529412,0.003529412
10,20.08571429,30,0.25,0.775570489,0.990542001,0.151757153,0.484151573,-0.02492239,-0.035769042,-0.001764706,0.003529412,0.003529412
10,20.08571429,30,0.25,0.773446167,0.987473628,0.154400791,0.485980342,-0.02492239,-0.035769042,-0.001764706,0.003529412,0.003529412
10,20.08571429,30,0.25,0.771321168,0.984404279,0.157042406,0.487808417,-0.02492239,-0.035769042,-0.001764706,0.003529412,0.003529412
10,20.08571429,30,0.25,0.769195493,0.981333953,0.159682001,0.4896358,-0.02492239,-0.035769042,-0.001764706,0.003529412,0.003529412
10,20.08571429,30,0.25,0.767069141,0.978262649,0.162319579,0.49146249,-0.02492239,-0.035769042,-0.001764706,0.003529412,0.003529412
10,20.08571429,30,0.25,0.764942111,0.975190367,0.164955141,0.493288489,-0.02492239,-0.035769042,-0.001764706,0.003529412,0.003529412
10,20.08571429,30,0.25,0.762814404,0.972117105,0.167588691,0.495113796,-0.02492239,-0.035769042,-0.001764706,0.003529412,0.003529412
10,20.08571429,30,0.25,0.760686019,0.969042865,0.17022023,0.496938413,-0.02492239,-0.035769042,-0.001764706,0.003529412,0.003529412
10,20.08571429,30,0.25,0.758556956,0.965967645,0.172849761,0.498762339,-0.02492239,-0.035769042,-0.001764706,0.003529412,0.003529412
10,20.08571429,30,0.25,0.756427214,0.962891445,0.175477286,0.500585574,-0.02492239,-0.035769042,-0.001764706,0.003529412,0.003529412
10,20.08571429,30,0.25,0.754296793,0.959814264,0.178102807,0.50240812,-0.02492239,-0.035769042,-0.001764706,0.003529412,0.003529412
10,20.08571429,30,0.25,0.752165693,0.956736102,0.180726326,0.504229976,-0.02492239,-0.035769042,-0.001764706,0.003529412,0.003529412
10,20.08571429,30,0.25,0.750033913,0.953656958,0.183347847,0.506051143,-0.02492239,-0.035769042,-0.001764706,0.003529412,0.003529412
10,20.08571429,30,0.25,0.747901454,0.950576833,0.18596737,0.507871622,-0.02492239,-0.035769042,-0.001764706,0.003529412,0.003529412
10,20.08571429,30,0.25,0.745768314,0.947495725,0.188584899,0.509691412,-0.02492239,-0.035769042,-0.001764706,0.003529412,0.003529412
10,20.08571429,30,0.25,0.743634494,0.944413634,0.191200436,0.511510514,-0.02492239,-0.035769042,-0.001764706,0.003529412,0.003529412
10,20.08571429,30,0.25,0.741499992,0.94133056,0.193813983,0.513328929,-0.02492239,-0.035769042,-0.001764706,0.003529412,0.003529412
10,20.08571429,30,0.25,0.73936481,0.938246501,0.196425542,0.515146657,-0.02492239,-0.035769042,-0.001764706,0.003529412,0.003529412
10,20.08571429,30,0.25,0.737228946,0.935161459,0.199035116,0.516963698,-0.02492239,-0.035769042,-0.001764706,0.003529412,0.003529412
10,20.08571429,30,0.25,0.735092401,0.932075431,0.201642706,0.518780053,-0.02492239,-0.035769042,-0.001764706,0.003529412,0.003529412
10,20.08571429,30,0.25,0.732955173,0.928988418,0.204248316,0.520595721,-0.02492239,-0.035769042,-0.001764706,0.003529412,0.003529412
10,20.08571429,30,0.25,0.730817263,0.925900419,0.206851946,0.522410705,-0.02492239,-0.035769042,-0.001764706,0.003529412,0.003529412
10,20.08571429,30,0.25,0.728678669,0.922811435,0.209453601,0.524225003,-0.02492239,-0.035769042,-0.001764706,0.003529412,0.003529412
10,20.08571429,30,0.25,0.726539393,0.919721463,0.212053281,0.526038616,-0.02492239,-0.035769042,-0.001764706,0.003529412,0.003529412
10,20.08571429,30,0.25,0.724399433,0.916630504,0.214650989,0.527851545,-0.02492239,-0.035769042,-0.001764706,0.003529412,0.003529412
10,20.08571429,30,0.25,0.72225879,0.913538557,0.217246727,0.52966379,-0.02492239,-0.035769042,-0.001764706,0.003529412,0.003529412
10,20.08571429,30,0.25,0.720117462,0.910445623,0.219840498,0.531475351,-0.02492239,-0.035769042,-0.001764706,0.003529412,0.003529412
10,20.08571429,30,0.25,0.71797545,0.907351699,0.222432304,0.53328623,-0.02492239,-0.035769042,-0.001764706,0.003529412,0.003529412
10,20.08571429,30,0.25,0.715832753,0.904256787,0.225022147,0.535096425,-0.02492239,-0.035769042,-0.001764706,0.003529412,0.003529412
10,20.08571429,30,0.25,0.713689371,0.901160885,0.227610029,0.536905938,-0.02492239,-0.035769042,-0.001764706,0.003529412,0.003529412
10,20.08571429,30,0.25,0.711545303,0.898063993,0.230195952,0.538714768,-0.02492239,-0.035769042,-0.001764706,0.003529412,0.003529412
10,20.08571429,30,0.25,0.70940055,0.89496611,0.232779919,0.540522917,-0.02492239,-0.035769042,-0.001764706,0.003529412,0.003529412
10,20.08571429,30,0.25,0.707255111,0.891867237,0.235361932,0.542330385,-0.02492239,-0.035769042,-0.001764706,0.003529412,0.003529412
10,20.08571429,30,0.25,0.705108985,0.888767371,0.237941994,0.544137172,-0.02492239,-0.035769042,-0.001764706,0.003529412,0.003529412
10,20.08571429,30,0.25,0.702962172,0.885666514,0.240520105,0.545943279,-0.02492239,-0.035769042,-0.001764706,0.003529412,0.003529412
10,20.08571429,30,0.25,0.700814673,0.882564665,0.243096269,0.547748705,-0.02492239,-0.035769042,-0.001764706,0.003529412,0.003529412
10,20.08571429,30,0.25,0.698666486,0.879461822,0.245670488,0.549553451,-0.02492239,-0.035769042,-0.001764706,0.003529412,0.003529412
10,20.08571429,30,0.25,0.696517611,0.876357987,0.248242764,0.551357518,-0.02492239,-0.035769042,-0.001764706,0.003529412,0.003529412
10,20.08571429,30,0.25,0.694368048,0.873253157,0.250813099,0.553160907,-0.02492239,-0.035769042,-0.001764706,0.003529412,0.003529412
10,20.08571429,30,0.25,0.692217796,0.870147333,0.253381495,0.554963616,-0.02492239,-0.035769042,-0.001764706,0.003529412,0.003529412
10,20.08571429,30,0.25,0.690066856,0.867040514,0.255947955,0.556765647,-0.02492239,-0.035769042,-0.001764706,0.003529412,0.003529412
10,20.08571429,30,0.25,0.687915227,0.8639327,0.25851248,0.558567001,-0.02492239,-0.035769042,-0.001764706,0.003529412,0.003529412
10,20.08571429,30,0.25,0.685762909,0.86082389,0.261075074,0.560367677,-0.02492239,-0.035769042,-0.001764706,0.003529412,0.003529412
10,20.08571429,30,0.25,0.6836099,0.857714084,0.263635737,0.562167676,-0.02492239,-0.035769042,-0.001764706,0.003529412,0.003529412
10,20.08571429,30,0.25,0.681456202,0.854603281,0.266194473,0.563966998,-0.02492239,-0.035769042,-0.001764706,0.003529412,0.003529412
10,20.08571429,30,0.25,0.679301813,0.851491481,0.268751283,0.565765644,-0.02492239,-0.035769042,-0.001764706,0.003529412,0.003529412
10,20.08571429,30,0.25,0.677146734,0.848378683,0.27130617,0.567563614,-0.02492239,-0.035769042,-0.001764706,0.003529412,0.003529412
10,20.08571429,30,0.25,0.674990963,0.845264887,0.273859136,0.569360908,-0.02492239,-0.035769042,-0.001764706,0.003529412,0.003529412
10,20.08571429,30,0.25,0.672834501,0.842150093,0.276410182,0.571157528,-0.02492239,-0.035769042,-0.001764706,0.003529412,0.003529412
10,20.08571429,30,0.25,0.670677348,0.839034299,0.278959312,0.572953472,-0.02492239,-0.035769042,-0.001764706,0.003529412,0.003529412
10,20.08571429,30,0.25,0.668519502,0.835917506,0.281506527,0.574748742,-0.02492239,-0.035769042,-0.001764706,0.003529412,0.003529412
10,20.08571429,30,0.25,0.666360964,0.832799712,0.284051829,0.576543338,-0.02492239,-0.035769042,-0.001764706,0.003529412,0.003529412
10,20.08571429,30,0.25,0.664201733,0.829680918,0.286595221,0.578337261,-0.02492239,-0.035769042,-0.001764706,0.003529412,0.003529412
10,20.08571429,30,0.25,0.662041809,0.826561123,0.289136705,0.58013051,-0.02492239,-0.035769042,-0.001764706,0.003529412,0.003529412
10,20.08571429,30,0.25,0.659881192,0.823440327,0.291676283,0.581923086,-0.02492239,-0.035769042,-0.001764706,0.003529412,0.003529412
10,20.08571429,30,0.25,0.657719881,0.820318528,0.294213956,0.58371499,-0.02492239,-0.035769042,-0.001764706,0.003529412,0.003529412
10,20.08571429,30,0.25,0.655557876,0.817195727,0.296749728,0.585506222,-0.02492239,-0.035769042,-0.001764706,0.003529412,0.003529412
10,20.08571429,30,0.25,0.653395176,0.814071923,0.2992836,0.587296781,-0.02492239,-0.035769042,-0.001764706,0.003529412,0.003529412
10,20.08571429,30,0.25,0.651231782,0.810947115,0.301815575,0.58908667,-0.02492239,-0.035769042,-0.001764706,0.003529412,0.003529412
10,20.08571429,30,0.25,0.649067693,0.807821304,0.304345654,0.590875887,-0.02492239,-0.035769042,-0.001764706,0.003529412,0.003529412
10,20.08571429,30,0.25,0.646902908,0.804694488,0.30687384,0.592664434,-0.02492239,-0.035769042,-0.001764706,0.003529412,0.003529412
10,20.08571429,30,0.25,0.644737428,0.801566667,0.309400135,0.594452311,-0.02492239,-0.035769042,-0.001764706,0.003529412,0.003529412
10,20.08571429,30,0.25,0.642571251,0.79843784,0.31192454,0.596239518,-0.02492239,-0.035769042,-0.001764706,0.003529412,0.003529412
